Season,Player ID,Player,Team,Position,ovr_pct,evs_pct,pkl_pct,ldg_pct,mdg_pct,hdg_pct,rbd_pct,tmd_pct,gre_pct,qal_pct,bad_pct,awf_pct,wrk_pct,ovr_rank,evs_rank,pkl_rank,ldg_rank,mdg_rank,hdg_rank,rbd_rank,tmd_rank,gre_rank,qal_rank,bad_rank,awf_rank,wrk_rank,all_players,Role,GP,TOI,SV%,GAA,xG Against,Goals Against,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,W,L,OT/SO,Shutouts,Age,ovr_history,evs_history,pkl_history,team_history
2021-2022,8475156,Mikko Koskinen,EDM,G,31.9,30.4,84.1,10.1,23.2,56.5,26.1,24.6,34.8,52.2,52.2,26.1,63.8,48,49,12,63,54,31,52,53,45,34,34,52,26,69,Tandem (1A),45.0,2628.5,0.903,3.1,137.44,136.0,G,79.0,202.0,1988-07-18,FIN,2009.0,2.0,31.0,L,27,12,4,1,33,"[None, 43, 95, 13, 33]","[None, 45, 86, 11, 33]","[None, 37, 90, 65, 55]","[None, 'EDM', 'EDM', 'EDM', 'EDM']"
2021-2022,8482076,Nico Daws,NJD,G,14.5,17.4,11.6,92.8,4.3,50.7,100.0,82.6,75.4,14.5,14.5,10.1,23.2,60,58,62,6,67,35,1,13,17,60,60,63,54,69,Backup,25.0,1271.45,0.893,3.11,58.49,66.0,G,76.0,205.0,2000-12-22,DEU,2020.0,3.0,84.0,L,10,11,1,0,20,"[None, None, None, None, 21]","[None, None, None, None, 24]","[None, None, None, None, 17]","[None, None, None, None, 'NJD']"
2021-2022,8480925,Pavel Francouz,COL,G,43.5,39.1,92.8,55.1,11.6,81.2,56.5,89.9,58.0,46.4,47.8,88.4,29.0,40,43,6,32,62,14,31,8,29,38,37,9,50,69,Backup,21.0,1200.15,0.916,2.55,51.66,51.0,G,72.0,179.0,1990-06-03,CZE,,,,R,15,5,1,2,31,"[None, None, 56, None, 55]","[None, None, 34, None, 56]","[None, None, 98, None, 52]","[None, None, 'COL', None, 'COL']"
2021-2022,8475852,Petr Mrazek,TOR,G,79.7,84.1,60.9,20.3,68.1,89.9,11.6,36.2,79.7,75.4,75.4,58.0,17.4,15,12,28,56,23,8,62,45,14,18,18,30,58,69,Backup,20.0,1042.12,0.888,3.34,47.16,58.0,G,74.0,192.0,1992-02-14,CZE,2010.0,5.0,141.0,L,12,6,0,0,29,"[41, 81, 60, 100, 5]","[50, 83, 63, 100, 5]","[35, 12, 62, 68, 44]","['PHI', 'CAR', 'CAR', 'CAR', 'TOR']"
2021-2022,8475831,Philipp Grubauer,SEA,G,26.1,23.2,65.2,30.4,36.2,24.6,63.8,98.6,15.9,39.1,37.7,47.8,87.0,52,54,25,49,45,53,26,2,58,43,44,37,10,69,Starter,55.0,3111.42,0.889,3.16,133.12,164.0,G,73.0,188.0,1991-11-25,DEU,2010.0,4.0,112.0,L,18,31,5,2,29,"[100, 54, 77, 60, 1]","[97, 51, 83, 50, 1]","[64, 75, 21, 94, 47]","['WSH', 'COL', 'COL', 'COL', 'SEA']"
2021-2022,8475215,Robin Lehner,VGK,G,81.2,71.0,94.2,15.9,69.6,71.0,1.4,13.0,53.6,95.7,95.7,81.2,55.1,14,21,5,59,22,21,69,61,32,4,4,14,32,69,Tandem (1A),44.0,2546.55,0.907,2.83,129.41,120.0,G,76.0,250.0,1991-07-24,SWE,2009.0,2.0,46.0,L,23,17,2,1,30,"[19, 98, 87, 69, 66]","[17, 95, 81, 68, 65]","[50, 97, 97, 91, 62]","['BUF', 'NYI', 'VGK', 'VGK', 'VGK']"
2021-2022,8478470,Samuel Montembeault,MTL,G,4.3,5.8,7.2,65.2,5.8,8.7,94.2,73.9,17.4,1.4,1.4,15.9,27.5,67,66,65,25,66,64,5,19,57,69,69,59,51,69,Tandem (1B),38.0,1942.73,0.892,3.77,108.21,122.0,G,75.0,218.0,1996-10-30,CAN,2015.0,3.0,77.0,L,8,18,6,1,24,"[None, None, 6, None, 24]","[None, None, 6, None, 34]","[None, None, 30, None, 5]","[None, None, 'FLA', None, 'MTL']"
2021-2022,8475809,Scott Wedgewood,DAL,G,60.9,66.7,31.9,21.7,95.7,29.0,18.8,4.3,47.8,7.2,7.2,56.5,31.9,28,24,48,55,4,50,57,67,36,65,65,31,48,69,Tandem (1B),37.0,2103.13,0.91,3.14,114.75,110.0,G,74.0,201.0,1992-08-14,CAN,2010.0,3.0,84.0,L,13,15,6,1,29,"[35, None, None, 53, 68]","[26, None, None, 53, 72]","[45, None, None, 40, 34]","['ARI', None, None, 'NJD', 'DAL']"
2021-2022,8473575,Semyon Varlamov,NYI,G,84.1,85.5,81.2,24.6,88.4,62.3,24.6,31.9,85.5,58.0,59.4,89.9,68.1,12,11,14,53,9,27,53,48,10,30,29,8,23,69,Backup,31.0,1731.88,0.911,3.01,90.94,87.0,G,74.0,201.0,1988-04-27,RUS,2006.0,1.0,23.0,L,10,17,2,2,33,"[88, 42, 78, 87, 50]","[80, 43, 77, 87, 39]","[95, 40, 75, 58, 82]","['COL', 'COL', 'NYI', 'NYI', 'NYI']"
2021-2022,8475683,Sergei Bobrovsky,FLA,G,34.8,36.2,47.8,53.6,53.6,42.0,4.3,49.3,44.9,29.0,27.5,37.7,85.5,46,45,37,33,33,41,67,36,38,50,51,44,11,69,Starter,54.0,3082.03,0.913,2.67,150.83,137.0,G,74.0,180.0,1988-09-20,RUS,,,,L,39,7,3,3,32,"[91, 48, 21, 26, 84]","[98, 47, 21, 33, 82]","[11, 51, 65, 21, 85]","['CBJ', 'CBJ', 'FLA', 'FLA', 'FLA']"
2021-2022,8481519,Spencer Knight,FLA,G,66.7,81.2,10.1,5.8,65.2,91.3,65.2,94.2,30.4,68.1,68.1,5.8,47.8,24,14,63,66,25,7,25,5,48,23,23,66,37,69,Backup,32.0,1740.22,0.908,2.79,80.86,81.0,G,75.0,191.0,2001-04-19,USA,2019.0,1.0,13.0,L,19,9,3,2,20,"[None, None, None, None, 65]","[None, None, None, None, 76]","[None, None, None, None, 15]","[None, None, None, None, 'FLA']"
2021-2022,8479973,Stuart Skinner,EDM,G,36.2,34.8,78.3,52.2,10.1,69.6,53.6,50.7,100.0,59.4,56.5,49.3,1.4,45,46,16,34,63,22,33,35,1,29,31,36,69,69,Backup,13.0,734.15,0.913,2.62,33.68,32.0,G,76.0,215.0,1998-11-01,CAN,2017.0,3.0,78.0,L,6,6,0,1,22,"[None, None, None, None, 43]","[None, None, None, None, 42]","[None, None, None, None, 60]","[None, None, None, None, 'EDM']"
2021-2022,8477967,Thatcher Demko,VAN,G,88.4,88.4,73.9,43.5,89.9,65.2,34.8,10.1,91.3,72.5,72.5,42.0,84.1,9,9,19,40,8,25,46,63,6,20,20,41,12,69,Starter,64.0,3699.55,0.915,2.72,181.1,168.0,G,76.0,192.0,1995-12-08,USA,2014.0,2.0,36.0,L,33,22,7,1,25,"[None, None, 28, 89, 92]","[None, None, 16, 88, 95]","[None, None, 84, 78, 33]","[None, None, 'VAN', 'VAN', 'VAN']"
2021-2022,8471306,Thomas Greiss,DET,G,23.2,29.0,2.9,18.8,63.8,23.2,95.7,81.2,39.1,17.4,17.4,18.8,46.4,54,50,68,57,26,54,4,14,42,58,58,57,38,69,Backup,31.0,1507.73,0.891,3.66,79.89,92.0,G,74.0,219.0,1986-01-29,DEU,2004.0,3.0,94.0,L,10,15,1,0,35,"[8, 93, 47, 50, 7]","[10, 98, 40, 59, 10]","[2, 30, 56, 5, 2]","['NYI', 'NYI', 'NYI', 'DET', 'DET']"
2021-2022,8477465,Tristan Jarry,PIT,G,49.3,50.7,44.9,73.9,78.3,39.1,59.4,68.1,33.3,62.3,62.3,62.3,88.4,36,35,39,19,16,43,29,23,46,27,27,27,9,69,Starter,58.0,3414.7,0.919,2.42,153.2,138.0,G,76.0,201.0,1995-04-29,CAN,2013.0,2.0,44.0,L,34,18,6,4,26,"[14, None, 43, 49, 78]","[11, None, 45, 56, 66]","[61, None, 28, 13, 91]","['PIT', None, 'PIT', 'PIT', 'PIT']"
2021-2022,8478024,Ville Husso,STL,G,62.3,63.8,50.7,56.5,2.9,97.1,44.9,34.8,82.6,43.5,43.5,23.2,37.7,27,26,35,31,68,3,39,46,12,40,40,54,44,69,Tandem (1B),40.0,2341.05,0.919,2.56,116.97,100.0,G,75.0,205.0,1995-02-06,FIN,2014.0,4.0,94.0,L,25,7,6,2,26,"[None, None, None, 20, 94]","[None, None, None, 21, 92]","[None, None, None, 33, 76]","[None, None, None, 'STL', 'STL']"
2021-2022,8477970,Vitek Vanecek,WSH,G,56.5,49.3,87.0,29.0,58.0,55.1,91.3,87.0,52.2,10.1,10.1,27.5,76.8,31,36,10,50,30,32,7,10,33,63,63,51,17,69,Tandem (1A),42.0,2257.87,0.908,2.74,99.56,103.0,G,74.0,184.0,1996-01-09,CZE,2014.0,2.0,39.0,L,20,12,6,4,25,"[None, None, None, 39, 81]","[None, None, None, 31, 79]","[None, None, None, 82, 68]","[None, None, None, 'WSH', 'WSH']"
