Season,Player ID,Player,Team,Position,ovr_pct,evs_pct,pkl_pct,ldg_pct,mdg_pct,hdg_pct,rbd_pct,tmd_pct,gre_pct,qal_pct,bad_pct,awf_pct,wrk_pct,ovr_rank,evs_rank,pkl_rank,ldg_rank,mdg_rank,hdg_rank,rbd_rank,tmd_rank,gre_rank,qal_rank,bad_rank,awf_rank,wrk_rank,all_players,Role,GP,TOI,SV%,GAA,xG Against,Goals Against,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,W,L,OT/SO,Shutouts,Age,ovr_history,evs_history,pkl_history,team_history
2024-2025,8477405,Marcus Hogberg,NYI,G,20.6,17.6,41.2,1.5,20.6,73.5,92.6,80.9,19.9,85.3,85.3,1.5,2.9,55,57,41,68,55,19,6,14,55,11,11,68,67,68,Backup,15.0,721.28,0.878,3.41,35.78,41.0,G,77.0,232.0,1994-11-25,SWE,2013.0,3.0,78.0,L,2,6,3,0,29,"[8, None, None, None, 25]","[10, None, None, None, 27]","[26, None, None, None, 45]","['OTT', None, None, None, 'NYI']"
2024-2025,8475852,Petr Mrazek,DET,G,29.4,32.4,26.5,29.4,19.1,60.3,11.8,7.4,67.6,52.9,52.9,35.3,69.1,49,47,51,49,56,28,61,64,23,33,33,45,22,68,Tandem (1B),38.0,2080.3,0.891,3.35,105.8,116.0,G,74.0,192.0,1992-02-14,CZE,2010.0,5.0,141.0,L,12,21,2,1,32,"[100, 5, 21, 69, 16]","[100, 5, 20, 76, 17]","[68, 44, 25, 32, 51]","['CAR', 'TOR', 'CHI', 'CHI', 'DET']"
2024-2025,8475831,Philipp Grubauer,SEA,G,4.4,4.4,36.8,60.3,11.8,7.4,79.4,79.4,13.2,5.9,5.9,19.1,41.2,66,66,44,28,61,64,15,15,59,65,65,56,41,68,Backup,26.0,1455.48,0.875,3.5,68.21,85.0,G,73.0,188.0,1991-11-25,DEU,2010.0,4.0,112.0,L,8,17,1,0,32,"[60, 1, 62, 15, 1]","[50, 1, 68, 18, 1]","[94, 47, 36, 43, 61]","['COL', 'SEA', 'SEA', 'SEA', 'SEA']"
2024-2025,8481611,Pyotr Kochetkov,CAR,G,50.0,36.8,97.1,36.8,35.3,48.5,67.6,89.7,61.8,30.9,30.9,95.6,55.9,35,44,3,44,45,36,23,8,27,48,48,4,31,68,Tandem (1A),47.0,2790.67,0.897,2.6,127.54,121.0,G,75.0,196.0,1999-06-25,RUS,2019.0,2.0,36.0,L,27,16,3,2,25,"[None, None, 73, 52, 45]","[None, None, 57, 47, 35]","[None, None, 96, 77, 82]","[None, None, 'CAR', 'CAR', 'CAR']"
2024-2025,8481035,Samuel Ersson,PHI,G,7.4,5.9,77.9,23.5,8.8,11.8,82.4,98.5,26.5,14.7,14.7,11.8,76.5,64,65,16,53,63,61,13,2,51,59,59,61,17,68,Tandem (1A),47.0,2596.78,0.883,3.14,116.68,136.0,G,75.0,194.0,1999-10-20,SWE,2018.0,5.0,143.0,L,22,17,5,2,24,"[None, None, None, 29, 4]","[None, None, None, 19, 4]","[None, None, None, 74, 72]","[None, None, None, 'PHI', 'PHI']"
2024-2025,8478470,Samuel Montembeault,MTL,G,95.6,91.2,89.7,67.6,73.5,91.2,14.7,4.4,89.7,94.1,94.1,69.1,80.9,4,7,8,23,19,7,59,66,8,5,5,22,14,68,Starter,62.0,3528.93,0.901,2.82,195.38,166.0,G,75.0,218.0,1996-10-30,CAN,2015.0,3.0,77.0,L,31,24,7,4,27,"[None, 24, 81, 94, 82]","[None, 34, 85, 83, 75]","[None, 5, 17, 98, 85]","[None, 'MTL', 'MTL', 'MTL', 'MTL']"
2024-2025,8475809,Scott Wedgewood,COL,G,41.2,52.9,22.1,25.0,45.6,77.9,77.9,95.6,25.0,36.8,35.3,76.5,19.1,41,33,54,52,38,16,16,4,52,44,45,17,56,68,Backup,24.0,1368.08,0.908,2.32,56.3,53.0,G,74.0,201.0,1992-08-14,CAN,2010.0,3.0,84.0,L,14,6,2,2,32,"[53, 68, 65, 23, 58]","[53, 72, 60, 26, 60]","[40, 34, 60, 31, 20]","['NJD', 'DAL', 'DAL', 'DAL', 'COL']"
2024-2025,8475683,Sergei Bobrovsky,FLA,G,61.8,75.0,20.6,63.2,69.1,57.4,80.9,92.6,50.0,42.6,42.6,47.1,88.2,27,18,55,26,22,30,14,6,35,40,40,37,9,68,Starter,54.0,3199.98,0.906,2.44,135.2,130.0,G,74.0,180.0,1988-09-20,RUS,,,,L,33,19,2,5,35,"[26, 84, 54, 66, 54]","[33, 82, 69, 69, 52]","[21, 85, 5, 54, 42]","['FLA', 'FLA', 'FLA', 'FLA', 'FLA']"
2024-2025,8481519,Spencer Knight,CHI,G,52.9,66.2,11.8,13.2,5.9,98.5,72.1,41.2,39.7,27.9,27.9,63.2,35.3,33,24,61,60,65,2,20,41,42,50,50,26,45,68,Tandem (1B),38.0,2197.85,0.901,2.73,107.82,100.0,G,75.0,191.0,2001-04-19,USA,2019.0,1.0,13.0,L,17,16,3,2,23,"[None, 65, 34, None, 63]","[None, 76, 42, None, 64]","[None, 15, 4, None, 52]","[None, 'FLA', 'FLA', None, 'CHI']"
2024-2025,8479973,Stuart Skinner,EDM,G,60.3,57.4,58.8,80.9,79.4,26.5,76.5,55.9,75.0,54.4,57.4,61.8,86.8,28,30,29,14,15,51,17,31,18,32,30,27,10,68,Starter,51.0,2942.45,0.896,2.81,141.12,138.0,G,76.0,215.0,1998-11-01,CAN,2017.0,3.0,78.0,L,26,18,4,3,25,"[None, 43, 90, 50, 41]","[None, 42, 89, 54, 41]","[None, 60, 84, 36, 55]","[None, 'EDM', 'EDM', 'EDM', 'EDM']"
2024-2025,8477967,Thatcher Demko,VAN,G,82.4,83.8,47.1,61.8,92.6,66.2,44.1,45.6,66.2,50.0,50.0,57.4,48.5,13,12,37,27,6,24,39,38,24,35,35,30,36,68,Backup,23.0,1297.65,0.889,2.91,65.7,63.0,G,76.0,192.0,1995-12-08,USA,2014.0,2.0,36.0,L,10,8,3,1,28,"[89, 92, 66, 80, 69]","[88, 95, 78, 73, 73]","[78, 33, 2, 85, 58]","['VAN', 'VAN', 'VAN', 'VAN', 'VAN']"
2024-2025,8477465,Tristan Jarry,PIT,G,38.2,38.2,52.9,91.2,67.6,8.8,60.3,47.1,36.8,66.2,66.2,38.2,67.6,43,43,33,7,23,63,28,37,44,24,24,43,23,68,Tandem (1B),36.0,2019.67,0.892,3.12,98.03,105.0,G,76.0,201.0,1995-04-29,CAN,2013.0,2.0,44.0,L,16,12,6,2,29,"[49, 78, 45, 71, 17]","[56, 66, 40, 64, 20]","[13, 91, 65, 73, 35]","['PIT', 'PIT', 'PIT', 'PIT', 'PIT']"
2024-2025,8480045,Ukko-Pekka Luukkonen,BUF,G,30.9,29.4,54.4,8.8,60.3,25.0,41.2,23.5,33.8,39.7,38.2,27.9,82.4,48,49,32,63,28,52,41,53,46,42,43,50,13,68,Starter,55.0,3167.22,0.887,3.2,157.0,169.0,G,77.0,223.0,1999-03-09,FIN,2017.0,2.0,54.0,L,24,24,5,2,25,"[None, None, 13, 77, 19]","[None, None, 12, 66, 22]","[None, None, 37, 84, 29]","[None, None, 'BUF', 'BUF', 'BUF']"
2024-2025,8478024,Ville Husso,ANA,G,23.5,23.5,35.3,45.6,29.4,27.9,94.1,67.6,14.7,8.8,7.4,16.2,20.6,53,53,45,38,49,50,5,23,58,63,64,58,55,68,Backup,13.0,638.58,0.89,3.48,29.38,37.0,G,75.0,205.0,1995-02-06,FIN,2014.0,4.0,94.0,L,2,6,3,0,29,"[20, 94, 26, 47, 27]","[21, 92, 25, 36, 38]","[33, 76, 30, 81, 13]","['STL', 'STL', 'DET', 'DET', 'ANA']"
2024-2025,8477970,Vitek Vanecek,FLA,G,26.5,20.6,63.2,79.4,95.6,2.9,42.6,60.3,23.5,23.5,23.5,30.9,45.6,51,55,26,15,4,67,40,28,53,53,53,48,38,68,Backup,25.0,1388.63,0.884,3.63,76.34,84.0,G,74.0,184.0,1996-01-09,CZE,2014.0,2.0,39.0,L,5,14,4,1,28,"[39, 81, 78, 11, 30]","[31, 79, 64, 9, 32]","[82, 68, 86, 56, 41]","['WSH', 'WSH', 'NJD', 'NJD', 'FLA']"
2024-2025,8482137,Yaroslav Askarov,SJS,G,86.8,82.4,75.0,100.0,13.2,97.1,1.5,1.5,79.4,45.6,45.6,58.8,1.5,10,13,18,1,60,3,68,68,15,38,38,29,68,68,Backup,13.0,716.75,0.896,3.1,41.49,37.0,G,75.0,180.0,2002-06-16,RUS,2020.0,1.0,11.0,R,4,6,2,0,22,"[None, None, None, None, 66]","[None, None, None, None, 69]","[None, None, None, None, 70]","[None, None, None, None, 'SJS']"
