Season,Player ID,Player,Team,Position,ovr_pct,evs_pct,pkl_pct,ldg_pct,mdg_pct,hdg_pct,rbd_pct,tmd_pct,gre_pct,qal_pct,bad_pct,awf_pct,wrk_pct,ovr_rank,evs_rank,pkl_rank,ldg_rank,mdg_rank,hdg_rank,rbd_rank,tmd_rank,gre_rank,qal_rank,bad_rank,awf_rank,wrk_rank,all_players,Role,GP,TOI,SV%,GAA,xG Against,Goals Against,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,W,L,OT/SO,Shutouts,Age,ovr_history,evs_history,pkl_history,team_history
2018-2019,8476899,Matt Murray,PIT,G,50.0,65.2,18.2,86.4,25.8,75.8,28.8,48.5,83.3,54.5,54.5,43.9,69.7,34,24,55,10,50,17,48,35,12,31,31,38,21,66,Starter,50.0,2879.33,0.919,2.69,127.87,129.0,G,77.0,220.0,1994-05-25,CAN,2012.0,3.0,83.0,L,29,14,6,4,24,"[None, 61, 82, 11, 80]","[None, 58, 83, 14, 80]","[None, 72, 29, 33, 27]","[None, 'PIT', 'PIT', 'PIT', 'PIT']"
2018-2019,8469608,Mike Smith,CGY,G,56.1,51.5,66.7,19.7,22.7,81.8,21.2,28.8,62.1,63.6,63.6,47.0,74.2,30,33,23,54,52,13,53,48,26,25,25,36,18,66,Tandem (1A),42.0,2400.32,0.898,2.72,99.29,109.0,G,77.0,220.0,1982-03-22,CAN,2001.0,5.0,161.0,L,23,16,2,2,36,"[12, 86, 75, 76, 19]","[12, 88, 72, 72, 19]","[32, 27, 51, 83, 43]","['ARI', 'ARI', 'ARI', 'CGY', 'CGY']"
2018-2019,8475156,Mikko Koskinen,EDM,G,34.8,42.4,28.8,18.2,68.2,34.8,43.9,34.8,72.7,24.2,24.2,24.2,78.8,44,39,48,55,22,44,38,44,19,51,51,51,15,66,Starter,55.0,2991.85,0.906,2.93,138.01,146.0,G,79.0,202.0,1988-07-18,FIN,2009.0,2.0,31.0,L,25,21,6,4,30,"[None, None, None, None, 43]","[None, None, None, None, 45]","[None, None, None, None, 37]","[None, None, None, None, 'EDM']"
2018-2019,8471469,Pekka Rinne,NSH,G,78.8,89.4,10.6,75.8,47.0,92.4,78.8,71.2,86.4,48.5,48.5,75.8,90.9,15,8,60,17,36,6,15,20,10,35,35,17,7,66,Starter,56.0,3219.63,0.918,2.42,139.01,130.0,G,77.0,217.0,1982-11-03,FIN,2004.0,8.0,258.0,L,30,19,4,4,35,"[62, 10, 41, 77, 87]","[67, 19, 48, 88, 87]","[24, 11, 11, 26, 25]","['NSH', 'NSH', 'NSH', 'NSH', 'NSH']"
2018-2019,8475852,Petr Mrazek,CAR,G,51.5,68.2,15.2,50.0,51.5,68.2,86.4,56.1,63.6,13.6,13.6,62.1,60.6,33,22,57,34,33,22,10,30,25,58,58,26,27,66,Tandem (1B),40.0,2386.85,0.914,2.39,96.24,95.0,G,74.0,192.0,1992-02-14,CZE,2010.0,5.0,141.0,L,23,14,3,4,26,"[71, 70, 30, 41, 81]","[75, 69, 35, 50, 83]","[67, 50, 41, 35, 12]","['DET', 'DET', 'DET', 'PHI', 'CAR']"
2018-2019,8477831,Pheonix Copley,WSH,G,45.5,48.5,33.3,48.5,1.5,100.0,53.0,36.4,7.6,81.8,81.8,20.5,24.2,37,35,45,35,66,1,32,43,62,13,13,53,51,66,Backup,27.0,1528.93,0.905,2.9,69.37,74.0,G,76.0,205.0,1992-01-18,USA,,,,L,16,7,3,1,26,"[None, None, None, None, 50]","[None, None, None, None, 50]","[None, None, None, None, 39]","[None, None, None, None, 'WSH']"
2018-2019,8475831,Philipp Grubauer,COL,G,95.5,93.9,80.3,89.4,80.3,77.3,71.2,89.4,78.8,98.5,98.5,69.7,36.4,4,5,14,8,14,16,20,8,15,2,2,21,43,66,Tandem (1B),37.0,2019.88,0.917,2.64,87.04,89.0,G,73.0,188.0,1991-11-25,DEU,2010.0,4.0,112.0,L,18,9,5,3,26,"[None, 67, 87, 100, 54]","[None, 51, 85, 97, 51]","[None, 94, 82, 64, 75]","[None, 'WSH', 'WSH', 'WSH', 'COL']"
2018-2019,8466141,Roberto Luongo,FLA,G,25.8,18.2,81.8,77.3,71.2,4.5,24.2,42.4,36.4,65.2,65.2,45.5,53.0,50,55,13,16,20,64,51,39,43,24,24,37,32,66,Tandem (1A),43.0,2346.25,0.899,3.12,103.83,122.0,G,75.0,215.0,1979-04-04,CAN,1997.0,1.0,4.0,L,18,16,5,1,39,"[38, 44, 12, 69, 13]","[53, 72, 11, 67, 10]","[11, 2, 87, 51, 83]","['FLA', 'FLA', 'FLA', 'FLA', 'FLA']"
2018-2019,8475215,Robin Lehner,NYI,G,62.1,47.0,74.2,62.1,65.2,48.5,27.3,68.2,59.1,40.9,40.9,51.5,77.3,26,36,18,26,24,35,49,22,28,40,40,33,16,66,Tandem (1A),46.0,2616.08,0.93,2.13,113.63,93.0,G,76.0,250.0,1991-07-24,SWE,2009.0,2.0,46.0,L,25,13,5,6,27,"[4, 29, 25, 19, 98]","[4, 22, 21, 17, 95]","[19, 88, 56, 50, 97]","['OTT', 'BUF', 'BUF', 'BUF', 'NYI']"
2018-2019,8468011,Ryan Miller,ANA,G,87.9,92.4,19.7,31.8,98.5,74.2,72.7,57.6,98.5,66.7,66.7,77.3,34.8,9,6,54,46,2,18,19,29,2,23,23,16,44,66,Backup,20.0,1108.8,0.912,2.76,52.5,51.0,G,74.0,170.0,1980-07-17,USA,1999.0,5.0,138.0,L,8,7,2,1,38,"[29, 69, 43, 95, 83]","[22, 77, 59, 94, 84]","[77, 20, 3, 57, 24]","['VAN', 'VAN', 'VAN', 'ANA', 'ANA']"
2018-2019,8473575,Semyon Varlamov,COL,G,31.8,31.8,51.5,40.9,24.2,50.0,3.0,53.0,50.0,51.5,51.5,27.3,62.1,46,46,33,40,51,34,65,32,34,33,33,49,26,66,Tandem (1A),49.0,2840.05,0.909,2.87,126.51,136.0,G,74.0,201.0,1988-04-27,RUS,2006.0,1.0,23.0,L,20,19,9,2,30,"[75, 39, 1, 88, 42]","[43, 44, 1, 80, 43]","[100, 38, 6, 95, 40]","['COL', 'COL', 'COL', 'COL', 'COL']"
2018-2019,8475683,Sergei Bobrovsky,CBJ,G,97.0,97.0,47.0,15.2,83.3,93.9,60.6,19.7,100.0,77.3,75.8,78.8,98.5,3,3,36,57,12,5,27,54,1,16,17,15,2,66,Starter,62.0,3556.67,0.913,2.58,148.14,153.0,G,74.0,180.0,1988-09-20,RUS,,,,L,37,24,1,9,29,"[33, 11, 100, 91, 48]","[37, 14, 98, 98, 47]","[53, 32, 96, 11, 51]","['CBJ', 'CBJ', 'CBJ', 'CBJ', 'CBJ']"
2018-2019,8471306,Thomas Greiss,NYI,G,63.6,71.2,9.1,95.5,92.4,18.2,33.3,16.7,81.8,33.3,33.3,30.3,51.5,25,20,61,4,6,55,45,56,13,45,45,47,33,66,Tandem (1A),43.0,2293.43,0.927,2.28,101.7,87.0,G,74.0,219.0,1986-01-29,DEU,2004.0,3.0,94.0,L,23,14,2,5,32,"[32, 98, 79, 8, 93]","[19, 98, 77, 10, 98]","[83, 61, 71, 2, 30]","['PIT', 'NYI', 'NYI', 'NYI', 'NYI']"
2018-2019,8471695,Tuukka Rask,BOS,G,59.1,45.5,72.7,30.3,59.1,53.0,83.3,90.9,77.3,30.3,30.3,54.5,80.3,28,37,19,47,28,32,12,7,16,47,47,31,14,66,Tandem (1A),46.0,2635.12,0.912,2.48,106.25,109.0,G,75.0,176.0,1987-03-10,FIN,2005.0,1.0,21.0,L,27,13,5,4,31,"[51, 38, 33, 52, 74]","[58, 45, 32, 47, 74]","[17, 33, 75, 86, 42]","['BOS', 'BOS', 'BOS', 'BOS', 'BOS']"
