Season,Player ID,Player,Team,Position,ovr_pct,evs_pct,pkl_pct,ldg_pct,mdg_pct,hdg_pct,rbd_pct,tmd_pct,gre_pct,qal_pct,bad_pct,awf_pct,wrk_pct,ovr_rank,evs_rank,pkl_rank,ldg_rank,mdg_rank,hdg_rank,rbd_rank,tmd_rank,gre_rank,qal_rank,bad_rank,awf_rank,wrk_rank,all_players,Role,GP,TOI,SV%,GAA,xG Against,Goals Against,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,W,L,OT/SO,Shutouts,Age,ovr_history,evs_history,pkl_history,team_history
2017-2018,8471715,Ondrej Pavelec,NYR,G,64.7,61.8,38.2,92.6,52.9,51.5,51.5,29.4,50.0,94.1,92.6,70.6,26.5,25,27,43,6,33,34,34,49,34,5,6,21,51,68,Backup,19.0,903.7,0.91,3.05,49.37,46.0,G,75.0,212.0,1987-08-31,CZE,2005.0,2.0,41.0,L,4,9,1,1,30,"[23, 82, 33, None, 72]","[28, 80, 50, None, 66]","[38, 79, 16, None, 72]","['WPG', 'WPG', 'WPG', None, 'NYR']"
2017-2018,8471469,Pekka Rinne,NSH,G,44.1,58.8,2.9,55.9,67.6,45.6,85.3,82.4,32.4,33.8,33.8,48.5,95.6,39,29,67,31,23,38,11,13,45,45,44,36,4,68,Starter,59.0,3477.58,0.927,2.31,150.62,134.0,G,77.0,217.0,1982-11-03,FIN,2004.0,8.0,258.0,L,42,13,4,8,34,"[1, 62, 10, 41, 77]","[1, 67, 19, 48, 88]","[49, 24, 11, 11, 26]","['NSH', 'NSH', 'NSH', 'NSH', 'NSH']"
2017-2018,8475852,Petr Mrazek,PHI,G,45.6,50.0,32.4,75.0,38.2,41.2,80.9,41.2,45.6,16.2,16.2,44.1,69.1,38,35,47,18,43,41,14,41,37,57,56,39,22,68,Tandem (1B),39.0,2096.7,0.902,3.03,98.14,106.0,G,74.0,192.0,1992-02-14,CZE,2010.0,5.0,141.0,L,14,13,6,4,25,"[None, 71, 70, 30, 41]","[None, 75, 69, 35, 50]","[None, 67, 50, 41, 35]","[None, 'DET', 'DET', 'DET', 'PHI']"
2017-2018,8475831,Philipp Grubauer,WSH,G,100.0,97.1,85.3,91.2,86.8,82.4,82.4,91.2,91.2,97.1,95.6,98.5,32.4,1,3,11,7,10,13,13,7,6,3,4,2,47,68,Tandem (1B),35.0,1864.8,0.923,2.35,87.32,73.0,G,73.0,188.0,1991-11-25,DEU,2010.0,4.0,112.0,L,15,10,3,3,25,"[53, None, 67, 87, 100]","[32, None, 51, 85, 97]","[97, None, 94, 82, 64]","['WSH', None, 'WSH', 'WSH', 'WSH']"
2017-2018,8466141,Roberto Luongo,FLA,G,38.2,41.2,39.7,63.2,73.5,16.2,16.2,42.6,60.3,77.9,73.5,54.4,61.8,43,41,42,26,19,58,58,40,27,15,17,32,27,68,Tandem (1B),35.0,1965.95,0.929,2.47,88.39,81.0,G,75.0,215.0,1979-04-04,CAN,1997.0,1.0,4.0,L,18,11,2,3,38,"[58, 38, 44, 12, 69]","[62, 53, 72, 11, 67]","[23, 11, 2, 87, 51]","['FLA', 'FLA', 'FLA', 'FLA', 'FLA']"
2017-2018,8475215,Robin Lehner,BUF,G,14.7,10.3,67.6,25.0,39.7,8.8,41.2,75.0,29.4,22.1,22.1,10.3,66.2,59,62,23,52,42,63,41,18,47,53,52,61,24,68,Starter,53.0,2852.02,0.908,3.01,123.5,143.0,G,76.0,250.0,1991-07-24,SWE,2009.0,2.0,46.0,L,14,26,9,3,26,"[28, 4, 29, 25, 19]","[22, 4, 22, 21, 17]","[85, 19, 88, 56, 50]","['OTT', 'OTT', 'BUF', 'BUF', 'BUF']"
2017-2018,8468011,Ryan Miller,ANA,G,77.9,85.3,13.2,32.4,95.6,73.5,69.1,32.4,88.2,20.6,20.6,77.9,60.3,16,11,60,47,4,19,22,47,8,54,53,16,28,68,Backup,28.0,1353.17,0.928,2.35,67.19,53.0,G,74.0,170.0,1980-07-17,USA,1999.0,5.0,138.0,L,12,6,6,4,37,"[32, 29, 69, 43, 95]","[26, 22, 77, 59, 94]","[86, 77, 20, 3, 57]","['STL', 'VAN', 'VAN', 'VAN', 'ANA']"
2017-2018,8474152,Scott Darling,CAR,G,36.8,45.6,26.5,23.5,50.0,58.8,10.3,27.9,42.6,36.8,36.8,42.6,42.6,44,38,51,53,35,29,62,50,39,43,42,40,40,68,Tandem (1A),43.0,2475.12,0.888,3.18,107.49,131.0,G,77.0,226.0,1988-12-22,USA,2007.0,6.0,153.0,L,13,21,7,0,28,"[None, 98, 30, 93, 7]","[None, 100, 29, 95, 8]","[None, 58, 66, 48, 16]","[None, 'CHI', 'CHI', 'CHI', 'CAR']"
2017-2018,8475809,Scott Wedgewood,ARI,G,22.1,14.7,52.9,97.1,2.9,26.5,4.4,5.9,11.8,1.5,1.5,4.4,14.7,54,59,33,3,67,51,66,65,59,67,66,65,59,68,Backup,20.0,1096.5,0.893,3.45,52.55,63.0,G,74.0,201.0,1992-08-14,CAN,2010.0,3.0,84.0,L,5,9,4,1,25,"[None, None, None, None, 35]","[None, None, None, None, 26]","[None, None, None, None, 45]","[None, None, None, None, 'ARI']"
2017-2018,8473575,Semyon Varlamov,COL,G,20.6,11.8,42.6,13.2,32.4,19.1,2.9,30.9,80.9,32.4,32.4,14.7,58.8,55,61,40,60,47,56,67,48,13,46,45,58,29,68,Starter,51.0,2861.05,0.92,2.68,133.38,128.0,G,74.0,201.0,1988-04-27,RUS,2006.0,1.0,23.0,L,24,16,6,2,29,"[94, 75, 39, 1, 88]","[94, 43, 44, 1, 80]","[80, 100, 38, 6, 95]","['COL', 'COL', 'COL', 'COL', 'COL']"
2017-2018,8475683,Sergei Bobrovsky,CBJ,G,91.2,98.5,55.9,17.6,83.8,97.1,38.2,19.1,100.0,89.7,89.7,67.6,88.2,7,2,31,57,12,3,43,56,1,8,8,23,9,68,Starter,65.0,3911.57,0.921,2.42,174.45,158.0,G,74.0,180.0,1988-09-20,RUS,,,,L,37,22,6,5,28,"[50, 33, 11, 100, 91]","[40, 37, 14, 98, 98]","[83, 53, 32, 96, 11]","['CBJ', 'CBJ', 'CBJ', 'CBJ', 'CBJ']"
2017-2018,8473461,Steve Mason,WPG,G,66.2,67.6,20.6,83.8,51.5,63.2,19.1,33.8,38.2,54.4,54.4,39.7,52.9,24,23,55,12,34,26,56,46,41,31,30,42,33,68,Backup,13.0,684.88,0.906,3.24,35.62,37.0,G,76.0,210.0,1988-05-29,CAN,2006.0,3.0,69.0,R,5,6,1,1,29,"[37, 95, 79, 38, 54]","[31, 98, 89, 45, 51]","[73, 6, 5, 19, 60]","['PHI', 'PHI', 'PHI', 'PHI', 'WPG']"
2017-2018,8471306,Thomas Greiss,NYI,G,67.6,70.6,25.0,69.1,97.1,14.7,27.9,4.4,75.0,39.7,39.7,23.5,47.1,23,21,52,22,3,59,50,66,17,41,40,53,37,68,Backup,27.0,1491.75,0.892,3.82,75.31,95.0,G,74.0,219.0,1986-01-29,DEU,2004.0,3.0,94.0,L,13,8,2,1,31,"[83, 32, 98, 79, 8]","[85, 19, 98, 77, 10]","[41, 83, 61, 71, 2]","['PHX', 'PIT', 'NYI', 'NYI', 'NYI']"
2017-2018,8477465,Tristan Jarry,PIT,G,5.9,4.4,80.9,38.2,66.2,2.9,95.6,80.9,23.5,7.4,7.4,91.2,27.9,65,66,14,43,24,67,4,14,51,63,62,7,50,68,Backup,26.0,1363.93,0.908,2.77,58.87,63.0,G,76.0,201.0,1995-04-29,CAN,2013.0,2.0,44.0,L,14,6,2,2,22,"[None, None, None, None, 14]","[None, None, None, None, 11]","[None, None, None, None, 61]","[None, None, None, None, 'PIT']"
2017-2018,8471695,Tuukka Rask,BOS,G,41.2,33.8,72.1,27.9,77.9,11.8,86.8,86.8,73.5,29.4,29.4,58.8,91.2,41,46,20,50,16,61,10,10,18,48,47,29,7,68,Starter,54.0,3173.08,0.917,2.36,124.72,125.0,G,75.0,176.0,1987-03-10,FIN,2005.0,1.0,21.0,L,34,14,5,3,30,"[82, 51, 38, 33, 52]","[89, 58, 45, 32, 47]","[13, 17, 33, 75, 86]","['BOS', 'BOS', 'BOS', 'BOS', 'BOS']"
