Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID,evo_history,evd_history,ppl_history,pkl_history,team_history
2008-2009,Derek Morris,PHX,D,86.0,108.0,71.0,188.0,140.0,209.0,78.0,79.0,69.0,37.0,102.0,142.0,,78.0,Second Pair,75,1566.6333333333,5,15,20,6.37,43.90,44.85,30,1978-08-24,CAN,CAN,72,210,1996,1,13,8464966.0,"[72, 59]","[36, 59]","[78, 35]","[7, 4]","['PHX', 'PHX']"
2008-2009,Dion Phaneuf,CGY,D,3.0,202.0,26.0,149.0,13.0,148.0,2.0,11.0,21.0,36.0,8.0,44.0,,3.0,First Pair,80,2122.3,11,36,47,16.84,50.68,52.19,23,1985-04-10,CAN,CAN,75,222,2003,1,9,8470602.0,"[98, 99]","[67, 5]","[93, 72]","[69, 11]","['CGY', 'CGY']"
2008-2009,Dmitri Kalinin,PHX,D,138.0,194.0,96.0,139.0,67.0,190.0,119.0,177.0,147.0,40.0,110.0,151.0,,158.0,Third Pair,73,1290.15,2,15,17,4.25,44.71,48.24,28,1980-07-22,RUS,RUS,75,210,1998,1,18,8467354.0,"[37, 48]","[36, 13]","[50, 27]","[44, 27]","['BUF', 'PHX']"
2008-2009,Dmitri Kalinin,NYR,D,138.0,194.0,96.0,139.0,67.0,190.0,119.0,177.0,147.0,40.0,110.0,151.0,,158.0,Third Pair,73,1290.15,2,15,17,4.25,44.71,48.24,28,1980-07-22,RUS,RUS,75,210,1998,1,18,8467354.0,"[37, 48]","[36, 13]","[50, 27]","[44, 27]","['BUF', 'PHX']"
2008-2009,Douglas Murray,SJS,D,188.0,16.0,,21.0,147.0,2.0,165.0,212.0,190.0,124.0,67.0,11.0,,203.0,Third Pair,75,1248.5,0,7,7,2.58,52.94,52.89,28,1980-03-12,SWE,SWE,75,240,1999,8,241,8468114.0,"[39, 14]","[97, 89]","[None, None]","[71, 89]","['SJS', 'SJS']"
2008-2009,Drew Doughty,LAK,D,159.0,179.0,109.0,82.0,98.0,123.0,124.0,106.0,216.0,110.0,153.0,159.0,,79.0,First Pair,81,1930.1166666667,6,21,27,7.76,42.22,49.91,18,1989-12-08,CAN,CAN,73,210,2008,1,2,8474563.0,"[None, 30]","[None, 25]","[None, 23]","[None, 61]","[None, 'LAK']"
2008-2009,Duncan Keith,CHI,D,28.0,65.0,59.0,83.0,83.0,48.0,24.0,68.0,28.0,91.0,162.0,221.0,,27.0,First Pair,77,1967.9166666667,8,36,44,7.79,56.52,53.04,25,1983-07-16,CAN,CAN,73,192,2002,2,54,8470281.0,"[81, 88]","[73, 66]","[26, 68]","[42, 60]","['CHI', 'CHI']"
2008-2009,Dustin Byfuglien,CHI,D,2.0,54.0,103.0,,209.0,12.0,1.0,1.0,63.0,14.0,13.0,6.0,,46.0,Third Pair,77,1145.2166666667,15,16,31,17.47,57.41,51.31,23,1985-03-27,USA,USA,77,260,2003,8,245,,"[98, 99]","[61, 77]","[46, 22]","[None, None]","['CHI', 'CHI']"
2008-2009,Ed Jovanovski,PHX,D,53.0,157.0,41.0,193.0,122.0,159.0,10.0,83.0,117.0,7.0,51.0,74.0,,19.0,First Pair,82,1817.4,9,27,36,10.26,43.88,46.74,32,1976-06-26,CAN,CAN,75,220,1994,1,1,8460492.0,"[92, 65]","[25, 32]","[60, 69]","[None, 1]","['PHX', 'PHX']"
2008-2009,Eric Brewer,STL,D,178.0,76.0,76.0,11.0,211.0,116.0,69.0,203.0,166.0,203.0,130.0,134.0,,73.0,First Pair,28,703.4,1,5,6,2.48,42.50,48.41,29,1979-04-17,CAN,CAN,76,216,1997,1,5,8466142.0,"[12, 31]","[39, 70]","[31, 56]","[53, 95]","['STL', 'STL']"
2008-2009,Erik Reitz,MIN,D,228.0,117.0,,,228.0,223.0,154.0,105.0,228.0,144.0,189.0,1.0,,224.0,Fringe,42,418.55,1,1,2,0.7,40.00,37.61,26,1982-07-29,USA,USA,73,222,2000,6,170,8468650.0,"[None, 2]","[None, 55]","[None, None]","[None, None]","[None, 'NYR']"
2008-2009,Erik Reitz,NYR,D,228.0,117.0,,,228.0,223.0,154.0,105.0,228.0,144.0,189.0,1.0,,224.0,Fringe,42,418.55,1,1,2,0.7,40.00,37.61,26,1982-07-29,USA,USA,73,222,2000,6,170,8468650.0,"[None, 2]","[None, 55]","[None, None]","[None, None]","[None, 'NYR']"
2008-2009,Fedor Tyutin,CBJ,D,96.0,58.0,84.0,22.0,128.0,23.0,40.0,90.0,143.0,126.0,133.0,89.0,,58.0,First Pair,82,1927.3,9,25,34,8.74,54.81,53.03,25,1983-07-19,RUS,RUS,74,221,2001,2,40,8469492.0,"[66, 55]","[45, 80]","[32, 51]","[95, 73]","['NYR', 'CBJ']"
2008-2009,Filip Kuba,OTT,D,144.0,113.0,54.0,14.0,124.0,79.0,123.0,146.0,112.0,97.0,119.0,199.0,,36.0,First Pair,71,1653.1,3,37,40,5.82,55.71,51.66,31,1976-12-29,CZE,CZE,76,225,1995,8,192,8462225.0,"[69, 29]","[21, 63]","[14, 78]","[81, 91]","['TBL', 'OTT']"
2008-2009,Francis Bouillon,MTL,D,130.0,201.0,,59.0,127.0,160.0,100.0,19.0,217.0,41.0,127.0,8.0,,174.0,Third Pair,54,890.85,5,4,9,1.67,43.08,47.30,32,1975-10-17,USA,USA,68,194,-,-,-,8465914.0,"[27, 58]","[51, 6]","[None, None]","[5, 91]","['MTL', 'MTL']"
2008-2009,Francois Beauchemin,ANA,D,69.0,227.0,37.0,165.0,75.0,165.0,51.0,6.0,209.0,99.0,138.0,165.0,,76.0,First Pair,20,498.05,4,1,5,2.2,48.39,47.35,28,1980-06-04,CAN,CAN,71,208,1998,3,75,8467400.0,"[57, 77]","[24, 0]","[12, 84]","[13, 22]","['ANA', 'ANA']"
2008-2009,Frantisek Kaberle,CAR,D,63.0,19.0,64.0,,50.0,54.0,77.0,211.0,36.0,42.0,73.0,193.0,,147.0,Third Pair,30,421.68333333333,1,7,8,1.56,35.00,54.49,34,1973-11-08,CZE,CZE,72,190,1999,3,76,8467949.0,"[70, 74]","[68, 93]","[24, 63]","[None, None]","['CAR', 'CAR']"
2008-2009,Freddy Meyer,NYI,D,33.0,147.0,133.0,147.0,176.0,219.0,94.0,5.0,12.0,218.0,113.0,48.0,,80.0,Second Pair,27,566.88333333333,4,5,9,1.82,29.27,41.96,27,1981-01-04,USA,USA,70,185,-,-,-,8470578.0,"[81, 86]","[90, 16]","[1, 4]","[14, 37]","['PHX', 'NYI']"
2008-2009,Garnet Exelby,ATL,D,200.0,127.0,,126.0,195.0,212.0,191.0,202.0,146.0,215.0,209.0,9.0,,175.0,Third Pair,59,986.51666666667,0,7,7,2.0,45.45,45.71,27,1981-08-16,CAN,CAN,73,215,1999,8,217,8468090.0,"[3, 23]","[31, 52]","[None, None]","[88, 16]","['ATL', 'ATL']"
2008-2009,Greg De Vries,NSH,D,203.0,116.0,,4.0,206.0,147.0,188.0,136.0,188.0,136.0,182.0,103.0,,211.0,Third Pair,71,1074.45,1,4,5,1.51,40.85,44.37,35,1973-01-04,CAN,CAN,74,205,-,-,-,8460254.0,"[48, 4]","[55, 50]","[None, None]","[66, 99]","['NSH', 'NSH']"
2008-2009,Greg Zanon,NSH,D,206.0,7.0,,3.0,191.0,174.0,208.0,147.0,183.0,191.0,82.0,58.0,,111.0,Second Pair,82,1710.2833333333,4,7,11,2.61,48.86,46.07,28,1980-06-05,CAN,CAN,71,201,2000,5,156,8468636.0,"[4, 19]","[95, 97]","[None, None]","[98, 96]","['NSH', 'NSH']"
2008-2009,Hal Gill,PIT,D,153.0,99.0,,58.0,86.0,95.0,141.0,110.0,199.0,153.0,194.0,81.0,,140.0,Third Pair,62,1109.4666666667,2,8,10,1.37,52.17,53.08,33,1975-04-06,USA,USA,79,243,1993,8,207,8459628.0,"[67, 23]","[18, 70]","[None, None]","[19, 83]","['TOR', 'PIT']"
2008-2009,Henrik Tallinder,BUF,D,194.0,139.0,,91.0,158.0,69.0,197.0,198.0,163.0,132.0,93.0,197.0,,170.0,Second Pair,66,1216.3833333333,1,11,12,1.28,47.44,51.10,29,1979-01-10,SWE,SWE,76,209,1997,2,48,8466182.0,"[45, 10]","[30, 45]","[None, None]","[36, 55]","['BUF', 'BUF']"
2008-2009,Ian White,TOR,D,14.0,174.0,98.0,176.0,24.0,155.0,18.0,16.0,45.0,116.0,16.0,82.0,,55.0,First Pair,71,1622.0333333333,10,16,26,8.42,54.13,51.11,24,1984-06-04,CAN,CAN,70,191,2002,6,191,8470273.0,"[94, 93]","[12, 34]","[18, 40]","[77, 5]","['TOR', 'TOR']"
2008-2009,Jack Hillen,NYI,D,91.0,164.0,132.0,,125.0,218.0,67.0,98.0,80.0,98.0,118.0,155.0,,157.0,Third Pair,40,608.43333333333,1,5,6,2.8,42.50,47.55,22,1986-01-24,USA,USA,70,190,-,-,-,8474519.0,"[None, 60]","[None, 33]","[None, 3]","[None, None]","[None, 'NYI']"
2008-2009,Jack Johnson,LAK,D,168.0,226.0,74.0,166.0,190.0,226.0,162.0,40.0,186.0,195.0,173.0,85.0,,110.0,Second Pair,41,831.33333333333,6,5,11,2.2,37.04,44.26,21,1987-01-13,USA,USA,73,227,2005,1,3,8471677.0,"[30, 29]","[0, 7]","[4, 75]","[5, 39]","['LAK', 'LAK']"
2008-2009,James Wisniewski,ANA,D,17.0,70.0,9.0,96.0,64.0,33.0,20.0,41.0,7.0,50.0,117.0,45.0,,56.0,Second Pair,48,953.05,3,21,24,4.52,58.33,54.55,24,1984-02-21,USA,USA,71,203,2002,5,156,8470222.0,"[80, 95]","[60, 67]","[20, 99]","[96, 19]","['CHI', 'CHI']"
2008-2009,James Wisniewski,CHI,D,17.0,70.0,9.0,96.0,64.0,33.0,20.0,41.0,7.0,50.0,117.0,45.0,,56.0,Second Pair,48,953.05,3,21,24,4.52,58.33,54.55,24,1984-02-21,USA,USA,71,203,2002,5,156,8470222.0,"[80, 95]","[60, 67]","[20, 99]","[96, 19]","['CHI', 'CHI']"
2008-2009,Jan Hejda,CBJ,D,192.0,57.0,,42.0,189.0,64.0,187.0,150.0,169.0,202.0,94.0,75.0,,137.0,First Pair,82,1835.3666666667,3,18,21,2.27,55.56,48.42,30,1978-06-18,CZE,CZE,76,230,2003,4,106,8470699.0,"[23, 16]","[70, 71]","[None, None]","[78, 75]","['CBJ', 'CBJ']"
2008-2009,Jaroslav Spacek,BUF,D,71.0,98.0,45.0,124.0,55.0,60.0,98.0,94.0,73.0,106.0,137.0,152.0,,29.0,First Pair,80,1782.05,8,37,45,6.53,53.98,56.43,34,1974-02-11,CZE,CZE,72,210,1998,5,117,8467439.0,"[45, 80]","[16, 72]","[84, 57]","[74, 24]","['BUF', 'BUF']"
2008-2009,Jason Smith,OTT,D,209.0,22.0,,47.0,197.0,182.0,139.0,221.0,192.0,158.0,83.0,47.0,,135.0,Third Pair,63,1105.1,1,0,1,1.45,43.84,46.05,34,1973-11-02,CAN,CAN,75,220,1992,1,18,8458954.0,"[22, 10]","[99, 73]","[None, None]","[52, 78]","['PHI', 'OTT']"
2008-2009,Jason Strudwick,EDM,D,221.0,156.0,,186.0,222.0,146.0,209.0,126.0,204.0,43.0,81.0,33.0,,227.0,Fringe,71,896.41666666667,2,7,9,2.13,45.45,42.49,33,1975-07-17,CAN,CAN,76,226,1994,3,63,8460555.0,"[8, 5]","[69, 20]","[None, None]","[9, 4]","['NYR', 'EDM']"
2008-2009,Jassen Cullimore,FLA,D,169.0,220.0,,172.0,163.0,181.0,153.0,130.0,149.0,196.0,164.0,124.0,,198.0,Third Pair,68,1142.3166666667,2,8,10,1.63,43.06,43.97,35,1972-12-04,CAN,CAN,77,235,1991,2,29,8458543.0,"[28, 30]","[24, 3]","[None, None]","[11, 16]","['FLA', 'FLA']"
2008-2009,Jay Bouwmeester,FLA,D,93.0,224.0,33.0,174.0,133.0,213.0,56.0,29.0,139.0,197.0,193.0,146.0,,18.0,First Pair,82,2213.0166666667,15,27,42,11.42,49.55,45.86,24,1983-09-27,CAN,CAN,76,206,2002,1,3,8470151.0,"[78, 52]","[4, 5]","[80, 72]","[31, 7]","['FLA', 'FLA']"
2008-2009,Jay Leach,NJD,D,231.0,21.0,,162.0,229.0,16.0,231.0,228.0,231.0,62.0,95.0,114.0,,230.0,Third Pair,24,356.13333333333,0,1,1,0.24,43.75,50.23,28,1979-09-02,USA,USA,77,220,1998,5,115,8467436.0,"[None, 0]","[None, 90]","[None, None]","[None, 26]","[None, 'NJD']"
2008-2009,Jay McKee,STL,D,220.0,6.0,,38.0,221.0,144.0,199.0,169.0,197.0,187.0,156.0,117.0,,116.0,Third Pair,69,1194.55,1,7,8,0.96,55.38,46.02,30,1977-09-08,CAN,CAN,76,203,1995,1,14,8462045.0,"[18, 2]","[98, 96]","[None, None]","[86, 72]","['STL', 'STL']"
2008-2009,Jeff Finger,TOR,D,64.0,94.0,58.0,125.0,71.0,193.0,142.0,31.0,48.0,103.0,18.0,60.0,,63.0,Second Pair,66,1352.1166666667,6,17,23,3.84,48.60,48.55,28,1979-12-18,USA,USA,73,209,1999,8,240,8468113.0,"[58, 79]","[86, 44]","[34, 70]","[68, 26]","['COL', 'TOR']"
2008-2009,Jeff Schultz,WSH,D,146.0,181.0,,106.0,28.0,130.0,213.0,152.0,174.0,64.0,62.0,168.0,,172.0,Second Pair,64,1265.0166666667,1,11,12,1.52,54.12,50.80,22,1986-02-25,CAN,CAN,78,225,2004,1,27,8471240.0,"[65, 29]","[47, 16]","[None, None]","[68, 40]","['WSH', 'WSH']"
2008-2009,Jeff Woywitka,STL,D,165.0,77.0,106.0,,175.0,74.0,137.0,104.0,159.0,159.0,139.0,203.0,,138.0,Second Pair,65,1201.2333333333,3,15,18,3.92,56.52,50.74,25,1983-09-01,CAN,CAN,75,227,2001,1,27,8469480.0,"[55, 22]","[8, 86]","[None, 25]","[91, None]","['STL', 'STL']"
2008-2009,Jim Vandermeer,CGY,D,151.0,210.0,,70.0,92.0,106.0,150.0,209.0,103.0,30.0,88.0,26.0,,208.0,Third Pair,45,721.08333333333,1,6,7,1.38,47.54,48.17,28,1980-02-21,CAN,CAN,73,210,-,-,-,8468213.0,"[24, 45]","[43, 4]","[7, None]","[73, 58]","['PHI', 'CGY']"
2008-2009,Joe Corvo,CAR,D,20.0,183.0,46.0,158.0,19.0,169.0,12.0,53.0,126.0,65.0,7.0,220.0,,21.0,First Pair,81,1970.25,14,24,38,11.38,49.04,49.62,31,1977-06-20,USA,USA,72,204,1997,4,83,8466215.0,"[99, 81]","[17, 23]","[86, 53]","[None, 28]","['OTT', 'CAR']"
2008-2009,John Erskine,WSH,D,84.0,89.0,,31.0,27.0,113.0,76.0,172.0,175.0,60.0,222.0,13.0,,178.0,Third Pair,52,873.3,0,4,4,2.07,50.00,53.91,28,1980-06-26,CAN,CAN,76,220,1998,2,39,8467365.0,"[83, 53]","[43, 62]","[None, None]","[41, 88]","['WSH', 'WSH']"
2008-2009,John-Michael Liles,COL,D,78.0,42.0,30.0,,99.0,86.0,54.0,92.0,91.0,46.0,20.0,172.0,,26.0,Second Pair,75,1615.2166666667,12,27,39,7.78,41.84,50.81,27,1980-11-25,USA,USA,70,185,2000,5,159,8468639.0,"[69, 64]","[95, 66]","[57, 78]","[None, None]","['COL', 'COL']"
2008-2009,Johnny Oduya,NJD,D,83.0,26.0,11.0,54.0,35.0,24.0,130.0,97.0,121.0,87.0,108.0,180.0,,94.0,Second Pair,82,1711.7,7,22,29,4.67,57.80,55.74,26,1981-10-01,SWE,SWE,72,191,2001,7,221,8469665.0,"[45, 71]","[82, 84]","[95, 89]","[41, 76]","['NJD', 'NJD']"
2008-2009,Jonas Frogren,TOR,D,202.0,214.0,,177.0,77.0,217.0,225.0,134.0,220.0,224.0,161.0,15.0,,218.0,Third Pair,41,550.93333333333,1,6,7,0.48,44.83,46.46,28,1980-08-28,SWE,SWE,73,189,1998,8,206,8467531.0,"[None, 13]","[None, 10]","[None, None]","[None, 15]","[None, 'TOR']"
2008-2009,Jonathan Ericsson,DET,D,140.0,184.0,,53.0,173.0,46.0,38.0,44.0,223.0,6.0,112.0,55.0,,169.0,Third Pair,19,335.8,1,3,4,0.95,42.86,49.18,24,1984-03-02,SWE,SWE,76,218,2002,9,291,8470318.0,"[None, 37]","[None, 23]","[None, None]","[None, 74]","[None, 'DET']"
2008-2009,Joni Pitkanen,CAR,D,11.0,119.0,91.0,173.0,10.0,129.0,21.0,26.0,46.0,93.0,170.0,205.0,,35.0,First Pair,71,1760.8666666667,7,26,33,7.63,56.04,56.27,24,1983-09-19,FIN,FIN,75,220,2002,1,4,8470137.0,"[84, 97]","[2, 84]","[13, 51]","[24, 8]","['EDM', 'CAR']"
2008-2009,Jordan Leopold,CGY,D,68.0,82.0,108.0,133.0,47.0,110.0,125.0,36.0,86.0,11.0,69.0,164.0,,118.0,Second Pair,83,1560.8666666667,7,17,24,5.54,42.06,49.64,28,1980-08-03,USA,USA,73,206,1999,2,44,8467917.0,"[82, 65]","[73, 56]","[68, 14]","[None, 43]","['COL', 'COL']"
2008-2009,Jordan Leopold,COL,D,68.0,82.0,108.0,133.0,47.0,110.0,125.0,36.0,86.0,11.0,69.0,164.0,,118.0,Second Pair,83,1560.8666666667,7,17,24,5.54,42.06,49.64,28,1980-08-03,USA,USA,73,206,1999,2,44,8467917.0,"[82, 65]","[73, 56]","[68, 14]","[None, 43]","['COL', 'COL']"
2008-2009,Josef Melichar,CAR,D,124.0,59.0,,157.0,103.0,122.0,210.0,225.0,14.0,171.0,221.0,79.0,,180.0,Third Pair,39,537.21666666667,0,9,9,0.48,50.00,49.20,29,1979-01-20,CZE,CZE,74,220,1997,3,71,8466203.0,"[None, 44]","[None, 72]","[None, None]","[None, 29]","[None, 'TBL']"
2008-2009,Josef Melichar,TBL,D,124.0,59.0,,157.0,103.0,122.0,210.0,225.0,14.0,171.0,221.0,79.0,,180.0,Third Pair,39,537.21666666667,0,9,9,0.48,50.00,49.20,29,1979-01-20,CZE,CZE,74,220,1997,3,71,8466203.0,"[None, 44]","[None, 72]","[None, None]","[None, 29]","[None, 'TBL']"
2008-2009,Josh Gorges,MTL,D,157.0,102.0,42.0,20.0,121.0,154.0,201.0,164.0,79.0,176.0,116.0,106.0,,117.0,Second Pair,81,1630.4666666667,4,19,23,3.84,54.13,49.03,24,1984-08-14,CAN,CAN,73,204,-,-,-,8470324.0,"[16, 43]","[71, 48]","[None, 63]","[82, 86]","['MTL', 'MTL']"
2008-2009,Karl Alzner,WSH,D,31.0,175.0,,190.0,3.0,111.0,111.0,112.0,131.0,167.0,1.0,179.0,,128.0,Second Pair,30,582.55,1,4,5,1.06,48.72,57.43,19,1988-09-24,CAN,CAN,75,213,2007,1,5,8473991.0,"[None, 84]","[None, 26]","[None, None]","[None, 3]","[None, 'WSH']"
2008-2009,Karlis Skrastins,FLA,D,174.0,107.0,,163.0,126.0,205.0,184.0,89.0,196.0,208.0,115.0,209.0,,129.0,Second Pair,80,1644.8833333333,4,14,18,3.09,50.51,46.11,34,1974-07-09,LVA,LVA,74,208,1998,9,230,8467519.0,"[25, 26]","[65, 50]","[None, None]","[92, 6]","['FLA', 'FLA']"
2008-2009,Keith Ballard,FLA,D,41.0,182.0,113.0,122.0,96.0,173.0,115.0,85.0,3.0,199.0,14.0,57.0,,68.0,First Pair,82,1835.3,6,28,34,5.8,55.05,47.38,25,1982-11-26,USA,USA,71,204,2002,1,11,8470054.0,"[68, 86]","[38, 18]","[None, 17]","[58, 33]","['PHX', 'FLA']"
2008-2009,Keith Yandle,PHX,D,18.0,150.0,27.0,,72.0,153.0,11.0,55.0,30.0,13.0,42.0,176.0,,83.0,Third Pair,69,1146.65,4,26,30,5.7,50.62,48.51,21,1986-09-09,USA,USA,73,192,2005,4,105,8471735.0,"[91, 89]","[32, 37]","[83, 77]","[None, None]","['PHX', 'PHX']"
2008-2009,Ken Klee,ANA,D,195.0,24.0,,78.0,201.0,112.0,163.0,181.0,164.0,186.0,158.0,90.0,,161.0,Third Pair,71,1096.2,1,10,11,1.83,56.92,47.34,37,1971-04-24,USA,USA,73,210,1990,9,177,8456850.0,"[18, 18]","[53, 92]","[None, None]","[89, 42]","['ATL', 'PHX']"
2008-2009,Ken Klee,PHX,D,195.0,24.0,,78.0,201.0,112.0,163.0,181.0,164.0,186.0,158.0,90.0,,161.0,Third Pair,71,1096.2,1,10,11,1.83,56.92,47.34,37,1971-04-24,USA,USA,73,210,1990,9,177,8456850.0,"[18, 18]","[53, 92]","[None, None]","[89, 42]","['ATL', 'PHX']"
2008-2009,Kent Huskins,ANA,D,170.0,130.0,85.0,41.0,185.0,127.0,222.0,62.0,77.0,57.0,140.0,126.0,,185.0,Second Pair,33,620.01666666667,2,4,6,1.21,60.53,45.59,29,1979-05-04,CAN,CAN,76,210,1998,6,156,8467478.0,"[35, 25]","[77, 31]","[None, 37]","[96, 57]","['ANA', 'ANA']"
2008-2009,Kevin Bieksa,VAN,D,109.0,208.0,24.0,178.0,178.0,114.0,41.0,43.0,160.0,84.0,96.0,70.0,,38.0,First Pair,72,1691.2333333333,11,32,43,8.88,47.67,48.41,27,1981-06-16,CAN,CAN,73,197,2001,5,151,8469598.0,"[28, 66]","[3, 24]","[49, 84]","[6, 17]","['VAN', 'VAN']"
2008-2009,Kevin Klein,NSH,D,113.0,105.0,,,114.0,105.0,136.0,33.0,116.0,63.0,107.0,80.0,,204.0,Fringe,63,797.86666666667,4,8,12,2.36,55.10,49.43,23,1984-12-13,CAN,CAN,73,206,2003,2,37,8470630.0,"[None, 49]","[None, 57]","[None, None]","[None, None]","[None, 'NSH']"
2008-2009,Kim Johnsson,MIN,D,207.0,25.0,90.0,65.0,230.0,52.0,174.0,180.0,64.0,228.0,74.0,227.0,,96.0,First Pair,81,1987.1333333333,2,22,24,4.51,45.54,45.63,32,1976-03-16,SWE,SWE,73,193,1994,11,286,8460770.0,"[20, 12]","[71, 88]","[71, 29]","[79, 57]","['MIN', 'MIN']"
2008-2009,Kimmo Timonen,PHI,D,145.0,49.0,47.0,109.0,112.0,151.0,147.0,191.0,95.0,141.0,154.0,182.0,,22.0,First Pair,77,1888.0166666667,3,40,43,5.13,51.69,49.68,33,1975-03-18,FIN,FIN,70,194,1993,10,250,8459670.0,"[23, 48]","[39, 83]","[59, 66]","[54, 40]","['PHI', 'PHI']"
2008-2009,Kris Letang,PIT,D,90.0,87.0,93.0,171.0,65.0,124.0,57.0,20.0,211.0,102.0,6.0,83.0,,50.0,Second Pair,74,1564.8,10,23,33,9.53,50.47,52.34,21,1987-04-24,CAN,CAN,72,201,2005,3,62,8471724.0,"[44, 70]","[41, 64]","[41, 33]","[33, 8]","['PIT', 'PIT']"
2008-2009,Kris Russell,CBJ,D,120.0,3.0,100.0,,91.0,7.0,79.0,139.0,176.0,1.0,3.0,157.0,,133.0,Third Pair,66,1063.9333333333,2,19,21,5.62,48.00,54.07,21,1987-05-02,CAN,CAN,70,170,2005,3,67,8471729.0,"[49, 50]","[98, 98]","[6, 50]","[None, None]","['CBJ', 'CBJ']"
2008-2009,Kurt Sauer,PHX,D,230.0,86.0,,148.0,227.0,118.0,221.0,193.0,219.0,230.0,85.0,119.0,,196.0,Second Pair,68,1402.05,1,6,7,1.49,43.84,43.45,27,1981-01-16,USA,USA,76,222,2000,3,88,8468568.0,"[7, 0]","[56, 58]","[None, None]","[22, 30]","['COL', 'PHX']"
2008-2009,Kyle Quincey,LAK,D,50.0,97.0,1.0,39.0,40.0,18.0,46.0,120.0,78.0,90.0,208.0,77.0,,34.0,Second Pair,72,1510.7833333333,4,34,38,7.46,51.81,56.59,23,1985-08-12,CAN,CAN,74,210,2003,4,132,8470724.0,"[None, 77]","[None, 58]","[None, 94]","[None, 81]","[None, 'LAK']"
2008-2009,Ladislav Smid,EDM,D,196.0,197.0,,,215.0,149.0,198.0,218.0,66.0,137.0,144.0,43.0,,207.0,Third Pair,60,897.26666666667,0,11,11,1.93,46.03,45.71,22,1986-02-01,CZE,CZE,76,210,2004,1,9,8471222.0,"[17, 16]","[42, 12]","[None, None]","[38, None]","['EDM', 'EDM']"
2008-2009,Lubomir Visnovsky,EDM,D,43.0,126.0,97.0,,37.0,133.0,64.0,64.0,88.0,193.0,60.0,207.0,,20.0,First Pair,50,1150.7666666667,8,23,31,6.17,59.02,52.63,32,1976-08-11,SVK,SVK,70,192,2000,4,118,8468598.0,"[89, 74]","[9, 67]","[58, 24]","[77, None]","['LAK', 'EDM']"
2008-2009,Luca Sbisa,PHI,D,204.0,217.0,86.0,,217.0,196.0,113.0,215.0,182.0,172.0,210.0,104.0,,159.0,Third Pair,39,681.56666666667,0,7,7,1.74,42.86,41.77,18,1990-01-30,ITA,CHE,74,206,2008,1,19,8474579.0,"[None, 13]","[None, 8]","[None, 36]","[None, None]","[None, 'PHI']"
2008-2009,Lukas Krajicek,TBL,D,166.0,170.0,124.0,63.0,205.0,132.0,171.0,196.0,37.0,47.0,220.0,175.0,,142.0,Second Pair,71,1392.8333333333,2,17,19,3.01,42.05,45.87,25,1983-03-11,CZE,CZE,75,205,2001,1,24,8469477.0,"[43, 25]","[28, 23]","[26, 6]","[97, 35]","['VAN', 'TBL']"
2008-2009,Luke Schenn,TOR,D,39.0,230.0,,192.0,38.0,229.0,45.0,185.0,31.0,182.0,100.0,7.0,,104.0,Second Pair,70,1507.3833333333,2,12,14,3.17,45.28,45.94,18,1989-11-02,CAN,CAN,74,225,2008,1,5,8474568.0,"[None, 82]","[None, 2]","[None, None]","[None, 2]","[None, 'TOR']"
2008-2009,Marc Methot,CBJ,D,127.0,30.0,,45.0,119.0,5.0,132.0,82.0,124.0,118.0,122.0,49.0,,173.0,Third Pair,66,1184.9,4,13,17,2.29,53.76,55.58,23,1985-06-21,CAN,CAN,76,230,2003,6,168,8470760.0,"[None, 44]","[None, 85]","[None, None]","[None, 78]","[None, 'CBJ']"
2008-2009,Marc Staal,NYR,D,38.0,151.0,,146.0,7.0,108.0,101.0,119.0,90.0,157.0,87.0,51.0,,183.0,Second Pair,82,1732.6833333333,3,12,15,5.98,43.81,53.57,21,1987-01-13,CAN,CAN,76,208,2005,1,12,8471686.0,"[77, 85]","[65, 22]","[None, None]","[11, 38]","['NYR', 'NYR']"
2008-2009,Marc-Andre Bergeron,MIN,D,25.0,73.0,40.0,,109.0,94.0,19.0,14.0,70.0,4.0,101.0,210.0,,53.0,Third Pair,72,1216.8666666667,14,18,32,7.6,56.72,50.62,27,1980-10-13,CAN,CAN,69,190,-,-,-,8469765.0,"[71, 90]","[11, 85]","[81, 60]","[None, None]","['NYI', 'MIN']"
2008-2009,Marc-Edouard Vlasic,SJS,D,117.0,96.0,55.0,127.0,20.0,50.0,182.0,151.0,177.0,181.0,29.0,218.0,,91.0,First Pair,82,1960.2,6,30,36,5.61,55.45,55.62,21,1987-03-30,CAN,CAN,73,205,2005,2,35,8471709.0,"[31, 60]","[75, 49]","[49, 61]","[25, 42]","['SJS', 'SJS']"
2008-2009,Marek Malik,TBL,D,132.0,207.0,123.0,76.0,41.0,179.0,211.0,195.0,74.0,113.0,229.0,215.0,,205.0,Second Pair,42,804.88333333333,0,5,5,0.88,46.81,47.62,33,1975-06-24,CZE,CZE,78,235,1993,3,72,8459493.0,"[82, 28]","[26, 9]","[None, 8]","[34, 63]","['NYR', 'TBL']"
