Season,Player,Team,Position,tot_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,pdo_rank,ozs_rank,tmt_rank,cmp_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID,Specific Position,tot_history,evo_history,evd_history,ppl_history,pkl_history,team_history
2007-2008,Derian Hatcher,PHI,D,,,,,,,73.0,103.0,196.0,114.0,52.0,30.0,206.0,,,Second Pair,44,928.35,2,5,7,1.79,49.06,43.05,35,1972-06-04,USA,USA,77,235,1990,1,8,8456531,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2007-2008,Dick Tarnstrom,CBJ,D,,,,,,,63.0,149.0,154.0,215.0,180.0,77.0,36.0,,,Second Pair,48,929.91666666667,3,11,14,3.0,36.54,49.06,32,1975-01-20,SWE,SWE,73,205,1994,11,272,8460757,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CBJ']"
2007-2008,Dion Phaneuf,CGY,D,,,,,,,24.0,9.0,26.0,26.0,36.0,35.0,31.0,,,First Pair,82,2166.5833333333,17,43,60,15.34,53.78,54.2,22,1985-04-10,CAN,CAN,75,222,2003,1,9,8470602,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CGY']"
2007-2008,Dmitri Kalinin,BUF,D,,,,,,,184.0,21.0,163.0,209.0,165.0,49.0,48.0,,,Third Pair,46,797.65,1,7,8,3.51,47.50,50.1,27,1980-07-22,RUS,RUS,75,210,1998,1,18,8467354,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BUF']"
2007-2008,Doug Janik,TBL,D,,,,,,,121.0,101.0,128.0,151.0,88.0,56.0,71.0,,,Fringe,61,568.93333333333,1,3,4,1.25,44.12,50.66,27,1980-03-26,USA,USA,74,211,1999,2,55,8467928,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TBL']"
2007-2008,Douglas Murray,SJS,D,,,,,,,158.0,162.0,134.0,47.0,11.0,8.0,171.0,,,Third Pair,66,1153.0833333333,1,9,10,2.22,64.71,58.61,27,1980-03-12,SWE,SWE,75,240,1999,8,241,8468114,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'SJS']"
2007-2008,Duncan Keith,CHI,D,,,,,,,11.0,37.0,66.0,83.0,208.0,19.0,107.0,,,First Pair,82,2096.0333333333,12,20,32,6.7,58.82,49.7,24,1983-07-16,CAN,CAN,73,192,2002,2,54,8470281,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CHI']"
2007-2008,Dustin Byfuglien,CHI,D,,,,,,,1.0,1.0,116.0,62.0,23.0,52.0,132.0,,,Third Pair,67,1140.95,19,17,36,14.56,50.00,51.21,22,1985-03-27,USA,USA,77,260,2003,8,245,8470834,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CHI']"
2007-2008,Duvie Westcott,CBJ,D,,,,,,,184.0,156.0,217.0,198.0,81.0,87.0,4.0,,,Third Pair,23,377.66666666667,1,3,4,1.52,27.78,56.62,29,1977-10-30,CAN,CAN,71,196,-,-,-,8469442,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CBJ']"
2007-2008,Ed Jovanovski,PHX,D,,,,,,,66.0,7.0,67.0,91.0,76.0,49.0,9.0,,,First Pair,80,1803.7833333333,12,39,51,12.82,50.00,50.22,31,1976-06-26,CAN,CAN,75,220,1994,1,1,8460492,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2007-2008,Eric Brewer,STL,D,,,,,,,179.0,106.0,172.0,129.0,159.0,51.0,194.0,,,First Pair,77,1896.3333333333,1,21,22,5.32,45.74,45.28,28,1979-04-17,CAN,CAN,76,216,1997,1,5,8466142,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'STL']"
2007-2008,Erik Johnson,STL,D,,,,,,,155.0,123.0,35.0,58.0,48.0,47.0,119.0,,,Second Pair,69,1254.9,5,28,33,6.12,50.67,50.52,19,1988-03-21,USA,USA,76,225,2006,1,1,8473446,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'STL']"
2007-2008,Fedor Tyutin,NYR,D,,,,,,,57.0,57.0,200.0,124.0,10.0,52.0,111.0,,,Second Pair,82,1676.2333333333,5,15,20,5.56,52.27,49.88,24,1983-07-19,RUS,RUS,74,221,2001,2,40,8469492,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYR']"
2007-2008,Filip Kuba,TBL,D,,,,,,,94.0,38.0,47.0,82.0,193.0,65.0,91.0,,,First Pair,75,1871.8166666667,6,25,31,7.78,45.00,49.82,30,1976-12-29,CZE,CZE,76,225,1995,8,192,8462225,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TBL']"
2007-2008,Francis Bouillon,MTL,D,,,,,,,116.0,145.0,208.0,76.0,20.0,18.0,182.0,,,Third Pair,74,1283.7666666667,2,6,8,2.22,55.41,47.28,31,1975-10-17,USA,USA,68,194,-,-,-,8465914,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MTL']"
2007-2008,Francois Beauchemin,ANA,D,,,,,,,183.0,40.0,58.0,115.0,188.0,59.0,61.0,,,First Pair,82,2093.4833333333,2,19,21,8.25,43.48,47.03,27,1980-06-04,CAN,CAN,71,208,1998,3,75,8467400,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ANA']"
2007-2008,Frantisek Kaberle,CAR,D,,,,,,,184.0,177.0,37.0,116.0,190.0,45.0,165.0,,,Third Pair,80,1371.9333333333,0,22,22,3.45,52.38,48.66,33,1973-11-08,CZE,CZE,72,190,1999,3,76,8467949,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CAR']"
2007-2008,Freddy Meyer,NYI,D,,,,,,,89.0,83.0,40.0,37.0,83.0,60.0,134.0,,,Second Pair,57,1068.3166666667,3,9,12,3.18,50.00,55.63,26,1981-01-04,USA,USA,70,185,-,-,-,8470578,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYI']"
2007-2008,Garnet Exelby,ATL,D,,,,,,,132.0,208.0,191.0,74.0,22.0,53.0,117.0,,,Second Pair,79,1492.1333333333,2,5,7,2.49,37.37,43.23,26,1981-08-16,CAN,CAN,73,215,1999,8,217,8468090,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ATL']"
2007-2008,Glen Wesley,CAR,D,,,,,,,159.0,139.0,110.0,24.0,63.0,58.0,217.0,,,Third Pair,78,1255.4166666667,1,7,8,2.0,46.15,49.18,38,1968-10-02,CAN,CAN,73,207,1987,1,3,8452371,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CAR']"
2007-2008,Greg De Vries,NSH,D,,,,,,,52.0,99.0,136.0,141.0,140.0,31.0,209.0,,,Second Pair,77,1452.1833333333,4,11,15,3.07,50.00,49.86,34,1973-01-04,CAN,CAN,74,205,-,-,-,8460254,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2007-2008,Greg Zanon,NSH,D,,,,,,,184.0,206.0,178.0,26.0,16.0,49.0,169.0,,,Second Pair,78,1438.9833333333,0,5,5,1.6,41.77,45.37,27,1980-06-05,CAN,CAN,71,201,2000,5,156,8468636,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2007-2008,Hal Gill,PIT,D,,,,,,,87.0,119.0,34.0,156.0,61.0,43.0,124.0,,,Second Pair,81,1619.55,3,21,24,2.96,51.96,50.55,32,1975-04-06,USA,USA,79,243,1993,8,207,8459628,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PIT']"
2007-2008,Henrik Tallinder,BUF,D,,,,,,,184.0,55.0,103.0,146.0,197.0,42.0,166.0,,,Second Pair,71,1493.6666666667,1,17,18,4.16,52.22,50.87,28,1979-01-10,SWE,SWE,76,209,1997,2,48,8466182,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BUF']"
2007-2008,Ian White,TOR,D,,,,,,,38.0,89.0,41.0,71.0,142.0,62.0,53.0,,,Second Pair,81,1522.4166666667,5,16,21,4.2,47.79,52.47,23,1984-06-04,CAN,CAN,70,191,2002,6,191,8470273,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TOR']"
2007-2008,Jack Johnson,LAK,D,,,,,,,93.0,59.0,170.0,161.0,139.0,49.0,204.0,,,Second Pair,74,1605.4666666667,3,8,11,5.0,39.45,38.98,20,1987-01-13,USA,USA,73,227,2005,1,3,8471677,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'LAK']"
2007-2008,James Wisniewski,CHI,D,,,,,,,17.0,93.0,10.0,70.0,35.0,12.0,167.0,,,Third Pair,68,1156.4333333333,7,19,26,3.34,57.32,48.03,23,1984-02-21,USA,USA,71,203,2002,5,156,8470222,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CHI']"
2007-2008,Jan Hejda,CBJ,D,,,,,,,184.0,183.0,139.0,165.0,95.0,31.0,207.0,,,Second Pair,81,1711.2666666667,0,13,13,2.08,55.68,52.57,29,1978-06-18,CZE,CZE,76,230,2003,4,106,8470699,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CBJ']"
2007-2008,Jaroslav Modry,PHI,D,,,,,,,172.0,210.0,219.0,177.0,199.0,51.0,203.0,,,Second Pair,80,1524.25,1,8,9,1.8,43.01,42.97,36,1971-02-27,CZE,CZE,74,220,1990,9,179,8457403,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2007-2008,Jaroslav Spacek,BUF,D,,,,,,,156.0,190.0,123.0,118.0,96.0,33.0,56.0,,,First Pair,60,1378.8,9,23,32,5.36,53.68,50.1,33,1974-02-11,CZE,CZE,72,210,1998,5,117,8467439,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BUF']"
2007-2008,Jason Smith,PHI,D,,,,,,,184.0,205.0,99.0,97.0,46.0,37.0,180.0,,,Third Pair,77,1380.9166666667,1,9,10,1.68,46.91,46.1,33,1973-11-02,CAN,CAN,75,220,1992,1,18,8458954,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2007-2008,Jason Strudwick,NYR,D,,,,,,,184.0,211.0,229.0,110.0,25.0,52.0,18.0,,,Fringe,52,673.25,1,1,2,0.91,46.88,53.51,32,1975-07-17,CAN,CAN,76,226,1994,3,63,8460555,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYR']"
2007-2008,Jassen Cullimore,FLA,D,,,,,,,110.0,220.0,111.0,130.0,114.0,11.0,59.0,,,Second Pair,65,1174.8166666667,3,10,13,1.43,60.94,47.99,34,1972-12-04,CAN,CAN,77,235,1991,2,29,8458543,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'FLA']"
2007-2008,Jay Bouwmeester,FLA,D,,,,,,,20.0,29.0,108.0,192.0,148.0,39.0,184.0,,,First Pair,82,2252.4666666667,15,22,37,9.52,49.59,46.52,23,1983-09-27,CAN,CAN,76,206,2002,1,3,8470151,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'FLA']"
2007-2008,Jay McKee,STL,D,,,,,,,107.0,187.0,130.0,169.0,73.0,40.0,185.0,,,Third Pair,66,1181.0333333333,2,7,9,1.55,50.00,47.05,29,1977-09-08,CAN,CAN,76,203,1995,1,14,8462045,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'STL']"
2007-2008,Jeff Finger,COL,D,,,,,,,50.0,118.0,113.0,28.0,70.0,23.0,64.0,,,Second Pair,72,1436.65,8,11,19,4.48,54.46,49.54,27,1979-12-18,USA,USA,73,209,1999,8,240,8468113,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'COL']"
2007-2008,Jeff Schultz,WSH,D,,,,,,,23.0,181.0,78.0,138.0,136.0,50.0,73.0,,,Second Pair,72,1302.55,5,13,18,1.78,52.44,55.15,21,1986-02-25,CAN,CAN,78,225,2004,1,27,8471240,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'WSH']"
2007-2008,Jeff Woywitka,STL,D,,,,,,,19.0,102.0,160.0,176.0,103.0,29.0,115.0,,,Third Pair,27,433.83333333333,2,6,8,0.94,53.57,47.76,24,1983-09-01,CAN,CAN,75,227,2001,1,27,8469480,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'STL']"
2007-2008,Jim Vandermeer,CGY,D,,,,,,,164.0,179.0,109.0,107.0,80.0,44.0,76.0,,,Second Pair,75,1472.5333333333,3,14,17,3.29,48.72,49.2,27,1980-02-21,CAN,CAN,73,210,-,-,-,8468213,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CGY']"
2007-2008,Joe Corvo,CAR,D,,,,,,,7.0,6.0,64.0,2.0,210.0,22.0,95.0,,,Second Pair,74,1379.9333333333,13,35,48,9.2,60.47,52.63,30,1977-06-20,USA,USA,72,204,1997,4,83,8466215,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CAR']"
2007-2008,Joel Kwiatkowski,ATL,D,,,,,,,184.0,19.0,144.0,218.0,215.0,66.0,176.0,,,Third Pair,18,301.33333333333,0,5,5,0.97,38.10,47.22,30,1977-03-22,CAN,CAN,72,205,1996,8,194,8465168,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ATL']"
2007-2008,John Erskine,WSH,D,,,,,,,67.0,91.0,71.0,225.0,29.0,46.0,22.0,,,Third Pair,51,801.35,2,7,9,1.63,48.98,51.77,27,1980-06-26,CAN,CAN,76,220,1998,2,39,8467365,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'WSH']"
2007-2008,John-Michael Liles,COL,D,,,,,,,166.0,75.0,75.0,9.0,198.0,40.0,20.0,,,Second Pair,81,1593.45,6,26,32,10.36,54.74,54.16,26,1980-11-25,USA,USA,70,185,2000,5,159,8468639,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'COL']"
2007-2008,Johnny Oduya,NJD,D,,,,,,,46.0,197.0,102.0,147.0,133.0,8.0,45.0,,,Second Pair,75,1427.1666666667,6,20,26,3.29,64.86,54.16,25,1981-10-01,SWE,SWE,72,191,2001,7,221,8469665,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NJD']"
2007-2008,Joni Pitkanen,EDM,D,,,,,,,13.0,17.0,122.0,179.0,184.0,38.0,141.0,,,First Pair,63,1519.3166666667,8,18,26,5.88,49.02,49.5,23,1983-09-19,FIN,FIN,75,220,2002,1,4,8470137,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'EDM']"
2007-2008,Jordan Hendry,CHI,D,,,,,,,124.0,191.0,209.0,31.0,82.0,20.0,104.0,,,Third Pair,40,688.43333333333,1,3,4,0.94,51.06,43.52,23,1984-02-23,CAN,CAN,72,194,-,-,-,8472370,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CHI']"
2007-2008,Jordan Leopold,COL,D,,,,,,,51.0,67.0,57.0,144.0,153.0,43.0,49.0,,,Third Pair,43,687.4,5,8,13,2.79,55.56,58.62,27,1980-08-03,USA,USA,73,206,1999,2,44,8467917,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'COL']"
2007-2008,Josh Gorges,MTL,D,,,,,,,184.0,168.0,87.0,35.0,43.0,39.0,181.0,,,Third Pair,62,1011.1,0,9,9,2.03,48.28,46.35,23,1984-08-14,CAN,CAN,73,204,-,-,-,8470324,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MTL']"
2007-2008,Karel Rachunek,NJD,D,,,,,,,31.0,92.0,36.0,201.0,87.0,66.0,147.0,,,Second Pair,47,911.25,4,9,13,3.23,49.12,55.07,28,1979-08-27,CZE,CZE,74,220,1997,9,229,8466353,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NJD']"
2007-2008,Karlis Skrastins,FLA,D,,,,,,,102.0,135.0,204.0,150.0,154.0,57.0,221.0,,,Second Pair,60,1116.45,2,3,5,2.26,44.26,48.12,33,1974-07-09,LVA,LVA,74,208,1998,9,230,8467519,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'FLA']"
2007-2008,Keith Ballard,PHX,D,,,,,,,96.0,35.0,50.0,103.0,69.0,30.0,228.0,,,Second Pair,82,1743.5666666667,6,15,21,5.63,52.69,45.9,24,1982-11-26,USA,USA,71,204,2002,1,11,8470054,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2007-2008,Keith Carney,MIN,D,,,,,,,143.0,184.0,29.0,145.0,161.0,24.0,65.0,,,Third Pair,61,815.78333333333,1,10,11,1.11,55.77,48.79,37,1970-02-03,USA,USA,73,207,1988,4,76,8455805,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MIN']"
2007-2008,Keith Yandle,PHX,D,,,,,,,113.0,4.0,119.0,55.0,219.0,83.0,34.0,,,Third Pair,43,605.15,5,7,12,5.01,37.50,50.47,20,1986-09-09,USA,USA,73,192,2005,4,105,8471735,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2007-2008,Ken Klee,ATL,D,,,,,,,170.0,214.0,158.0,178.0,167.0,44.0,197.0,,,Second Pair,72,1443.3333333333,1,9,10,1.65,44.68,45.99,36,1971-04-24,USA,USA,73,210,1990,9,177,8456850,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ATL']"
2007-2008,Kent Huskins,ANA,D,,,,,,,114.0,151.0,23.0,149.0,108.0,4.0,27.0,,,Third Pair,76,1222.45,4,15,19,2.54,65.63,50.39,28,1979-05-04,CAN,CAN,76,210,1998,6,156,8467478,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ANA']"
2007-2008,Kevin Bieksa,VAN,D,,,,,,,120.0,80.0,142.0,152.0,92.0,63.0,37.0,,,First Pair,34,795.31666666667,2,10,12,3.59,38.64,43.47,26,1981-06-16,CAN,CAN,73,197,2001,5,151,8469598,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'VAN']"
2007-2008,Kevin Dallman,LAK,D,,,,,,,5.0,10.0,140.0,7.0,41.0,10.0,157.0,,,Fringe,34,438.2,3,4,7,2.61,65.00,54.96,26,1981-02-26,CAN,CAN,71,195,-,-,-,8469795,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'LAK']"
2007-2008,Kim Johnsson,MIN,D,,,,,,,138.0,137.0,65.0,43.0,227.0,36.0,186.0,,,First Pair,80,1873.9666666667,4,23,27,4.6,47.47,46.8,31,1976-03-16,SWE,SWE,73,193,1994,11,286,8460770,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MIN']"
2007-2008,Kimmo Timonen,PHI,D,,,,,,,81.0,112.0,210.0,94.0,149.0,44.0,213.0,,,First Pair,80,1886.1833333333,8,36,44,7.68,46.67,48.38,32,1975-03-18,FIN,FIN,70,194,1993,10,250,8459670,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2007-2008,Kris Letang,PIT,D,,,,,,,15.0,130.0,226.0,21.0,54.0,22.0,68.0,,,Second Pair,63,1143.75,6,11,17,4.93,54.39,50.97,20,1987-04-24,CAN,CAN,72,201,2005,3,62,8471724,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PIT']"
2007-2008,Kris Russell,CBJ,D,,,,,,,141.0,27.0,215.0,26.0,191.0,78.0,3.0,,,Third Pair,67,990.75,2,8,10,5.31,41.30,57.71,20,1987-05-02,CAN,CAN,70,170,2005,3,67,8471729,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CBJ']"
2007-2008,Kurt Sauer,COL,D,,,,,,,148.0,225.0,182.0,139.0,134.0,5.0,229.0,,,Second Pair,54,1009.2,1,5,6,0.82,61.40,46.96,26,1981-01-16,USA,USA,76,222,2000,3,88,8468568,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'COL']"
2007-2008,Kurtis Foster,MIN,D,,,,,,,14.0,58.0,96.0,75.0,86.0,36.0,26.0,,,Third Pair,56,918.71666666667,7,12,19,5.16,52.63,48.16,25,1981-11-24,CAN,CAN,77,225,2000,2,40,8468520,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MIN']"
2007-2008,Kyle Cumiskey,COL,D,,,,,,,184.0,84.0,93.0,6.0,201.0,63.0,5.0,,,Fringe,38,460.88333333333,0,5,5,1.19,46.88,57.74,20,1986-12-02,CAN,CAN,71,180,2005,7,222,8471879,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'COL']"
2007-2008,Kyle McLaren,SJS,D,,,,,,,56.0,189.0,199.0,184.0,21.0,53.0,135.0,,,Second Pair,61,1120.0666666667,3,8,11,1.97,50.68,52.56,30,1977-06-18,CAN,CAN,76,235,1995,1,9,8462040,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'SJS']"
2007-2008,Ladislav Smid,EDM,D,,,,,,,184.0,201.0,174.0,133.0,65.0,59.0,178.0,,,Third Pair,65,1160.9833333333,0,4,4,1.32,41.33,47.75,21,1986-02-01,CZE,CZE,76,210,2004,1,9,8471222,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'EDM']"
2007-2008,Lasse Kukkonen,PHI,D,,,,,,,137.0,180.0,220.0,80.0,156.0,38.0,177.0,,,Third Pair,53,834.21666666667,1,4,5,1.47,45.24,44.38,25,1981-09-18,FIN,FIN,72,190,2003,5,151,8470743,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2007-2008,Lubomir Visnovsky,LAK,D,,,,,,,39.0,13.0,43.0,26.0,186.0,65.0,112.0,,,First Pair,82,1885.65,8,33,41,10.85,43.44,48.66,31,1976-08-11,SVK,SVK,70,192,2000,4,118,8468598,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'LAK']"
