Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position
2011-2012,David Booth,"FLA, VAN",F,72.0,247.0,138.0,,48.0,161.0,15.0,87.0,83.0,293.0,42.0,189.0,,107.0,Bottom 6,62,925.68333333333,16,6,40,1984-11-24,USA,USA,72,212,2004,2,23,53
2011-2012,David Clarkson,NJD,F,197.0,21.0,145.0,,415.0,9.0,34.0,56.0,174.0,342.0,189.0,80.0,185.0,146.0,Second Line,80,1308.7333333333,30,8,41,1984-03-31,CAN,CAN,72,207,-,-,-,-
2011-2012,David Desharnais,MTL,F,258.0,312.0,170.0,,66.0,362.0,411.0,213.0,357.0,77.0,223.0,405.0,130.0,187.0,First Line,81,1490.1666666667,16,26,38,1986-09-14,CAN,CAN,67,180,-,-,-,-
2011-2012,David Jones,COL,F,149.0,372.0,210.0,217.0,222.0,336.0,228.0,40.0,140.0,227.0,222.0,233.0,,144.0,Second Line,72,1134.0166666667,20,11,41,1984-08-10,CAN,CAN,75,208,2003,9,27,288
2011-2012,David Krejci,BOS,F,82.0,158.0,135.0,170.0,53.0,165.0,280.0,176.0,189.0,19.0,144.0,320.0,63.0,98.0,First Line,79,1455.4333333333,23,23,39,1986-04-28,CZE,CZE,72,192,2004,2,33,63
2011-2012,David Legwand,NSH,F,188.0,160.0,143.0,78.0,98.0,97.0,315.0,182.0,354.0,97.0,181.0,403.0,101.0,137.0,First Line,78,1444.6333333333,19,24,45,1980-08-17,USA,USA,74,207,1998,1,2,2
2011-2012,David Moss,CGY,F,105.0,51.0,218.0,209.0,245.0,37.0,30.0,249.0,191.0,297.0,211.0,171.0,172.0,175.0,Bottom 6,32,448.45,2,3,43,1981-12-28,USA,USA,76,210,2001,7,24,220
2011-2012,David Perron,STL,F,136.0,378.0,171.0,,189.0,337.0,247.0,70.0,241.0,114.0,208.0,324.0,,141.0,First Line,57,1042.3333333333,21,12,37,1988-05-28,CAN,CAN,73,196,2007,1,26,26
2011-2012,David Steckel,TOR,F,385.0,24.0,,31.0,317.0,57.0,374.0,340.0,419.0,406.0,124.0,97.0,1.0,341.0,Bottom 6,76,974.91666666667,8,2,43,1982-03-15,USA,USA,78,215,2001,1,30,30
2011-2012,David Ullstrom,NYI,F,322.0,238.0,,,339.0,278.0,229.0,237.0,400.0,416.0,400.0,187.0,,325.0,Bottom 6,29,318.28333333333,4,1,36,1989-04-22,SWE,SWE,74,188,2008,4,11,102
2011-2012,David Van Der Gulik,COL,F,320.0,134.0,,,426.0,308.0,364.0,408.0,385.0,87.0,259.0,109.0,,388.0,Fringe,25,205.06666666667,1,3,42,1983-04-20,CAN,CAN,70,173,2002,7,9,206
2011-2012,Daymond Langkow,PHX,F,287.0,19.0,178.0,96.0,273.0,60.0,343.0,284.0,334.0,279.0,335.0,266.0,143.0,204.0,Second Line,73,1149.8166666667,11,9,48,1976-09-27,CAN,CAN,70,181,1995,1,5,5
2011-2012,Derek Dorsett,CBJ,F,356.0,39.0,,126.0,397.0,51.0,243.0,326.0,406.0,307.0,303.0,37.0,,284.0,Bottom 6,77,1131.4,12,6,38,1986-12-20,CAN,CAN,72,192,2006,7,6,189
2011-2012,Derek MacKenzie,CBJ,F,327.0,22.0,,99.0,366.0,38.0,332.0,243.0,128.0,305.0,72.0,27.0,124.0,335.0,Bottom 6,66,693.06666666667,7,3,44,1981-06-11,CAN,CAN,71,177,1999,5,2,128
2011-2012,Derek Roy,BUF,F,146.0,328.0,29.0,144.0,88.0,303.0,166.0,168.0,280.0,34.0,171.0,401.0,82.0,65.0,First Line,80,1545.95,17,11,42,1983-05-04,CAN,CAN,69,184,2001,2,2,32
2011-2012,Derek Stepan,NYR,F,153.0,304.0,176.0,171.0,136.0,344.0,248.0,197.0,29.0,124.0,288.0,242.0,141.0,154.0,First Line,82,1553.5333333333,17,22,35,1990-06-18,USA,USA,71,196,2008,2,21,51
2011-2012,Derick Brassard,CBJ,F,228.0,366.0,60.0,,156.0,281.0,200.0,220.0,41.0,63.0,178.0,162.0,108.0,165.0,Second Line,74,1208.9166666667,14,16,37,1987-09-22,CAN,CAN,73,200,2006,1,6,6
2011-2012,Devante Smith-Pelly,ANA,F,324.0,443.0,,,361.0,439.0,286.0,258.0,295.0,383.0,394.0,79.0,,342.0,Bottom 6,49,590.15,7,3,33,1992-06-14,CAN,CAN,72,223,2010,2,12,42
2011-2012,Devin Setoguchi,MIN,F,167.0,214.0,31.0,,204.0,148.0,45.0,61.0,119.0,284.0,33.0,185.0,,114.0,Second Line,69,1214.0666666667,19,7,38,1987-01-01,CAN,CAN,72,205,2005,1,8,8
2011-2012,Dominic Moore,"SJS, TBL",F,266.0,164.0,199.0,33.0,200.0,124.0,258.0,308.0,339.0,232.0,168.0,273.0,28.0,235.0,Second Line,79,1227.1833333333,4,12,45,1980-08-03,CAN,CAN,72,192,2000,3,30,95
2011-2012,Drayson Bowman,CAR,F,270.0,263.0,,,152.0,305.0,127.0,373.0,317.0,314.0,293.0,168.0,,328.0,Bottom 6,37,494.05,6,4,36,1989-03-08,USA,USA,73,195,2007,3,11,72
2011-2012,Drew Miller,DET,F,141.0,16.0,,1.0,177.0,32.0,227.0,179.0,19.0,347.0,54.0,190.0,,248.0,Bottom 6,80,1029.9,14,8,41,1984-02-17,USA,USA,74,183,2003,6,19,186
2011-2012,Drew Stafford,BUF,F,36.0,393.0,41.0,177.0,174.0,325.0,39.0,34.0,199.0,62.0,316.0,259.0,,77.0,Second Line,80,1411.8333333333,20,25,39,1985-10-30,USA,USA,74,215,2004,1,13,13
2011-2012,Dustin Brown,LAK,F,99.0,163.0,91.0,10.0,76.0,53.0,104.0,112.0,101.0,121.0,2.0,56.0,,74.0,First Line,82,1653.7333333333,22,18,40,1984-11-04,USA,USA,72,205,2003,1,13,13
2011-2012,Dustin Jeffrey,PIT,F,181.0,58.0,,,219.0,35.0,262.0,83.0,122.0,276.0,278.0,317.0,136.0,275.0,Bottom 6,26,314.8,4,1,37,1988-02-27,CAN,CAN,73,205,2007,6,20,171
2011-2012,Dustin Penner,LAK,F,148.0,314.0,160.0,198.0,142.0,181.0,156.0,200.0,245.0,254.0,292.0,211.0,184.0,190.0,Bottom 6,65,930.85,7,7,42,1982-09-28,CAN,CAN,76,247,-,-,-,-
2011-2012,Dwight King,LAK,F,135.0,212.0,,,36.0,154.0,331.0,238.0,398.0,127.0,427.0,198.0,,238.0,Bottom 6,27,395.26666666667,5,5,36,1989-07-05,CAN,CAN,76,229,2007,4,18,109
2011-2012,Eric Belanger,EDM,F,304.0,359.0,133.0,60.0,175.0,376.0,285.0,351.0,397.0,244.0,201.0,343.0,13.0,243.0,Bottom 6,78,1149.2333333333,4,7,47,1977-12-16,CAN,CAN,71,185,1996,4,16,96
2011-2012,Eric Boulton,NJD,F,431.0,234.0,,,425.0,182.0,402.0,413.0,103.0,420.0,426.0,18.0,,429.0,Fringe,51,335.83333333333,0,0,49,1976-08-17,CAN,CAN,72,227,1994,9,26,234
2011-2012,Eric Fehr,WPG,F,230.0,45.0,217.0,,309.0,74.0,28.0,218.0,33.0,335.0,273.0,270.0,,256.0,Bottom 6,35,339.48333333333,2,0,39,1985-09-07,CAN,CAN,76,209,2003,1,18,18
2011-2012,Eric Nystrom,DAL,F,355.0,222.0,,38.0,411.0,208.0,345.0,253.0,355.0,422.0,66.0,82.0,203.0,317.0,Bottom 6,74,1017.0166666667,16,3,42,1983-02-14,USA,USA,73,200,2002,1,10,10
2011-2012,Eric Staal,CAR,F,52.0,437.0,54.0,139.0,28.0,440.0,40.0,88.0,261.0,28.0,111.0,341.0,79.0,13.0,First Line,82,1766.85,24,31,40,1984-10-29,CAN,CAN,76,195,2003,1,2,2
2011-2012,Eric Tangradi,PIT,F,418.0,5.0,,,275.0,11.0,354.0,443.0,44.0,390.0,422.0,55.0,,426.0,Bottom 6,24,214.55,0,1,36,1989-02-10,USA,USA,76,226,2007,2,12,42
2011-2012,Eric Wellwood,PHI,F,117.0,76.0,,,182.0,145.0,173.0,65.0,416.0,292.0,350.0,298.0,,260.0,Bottom 6,24,262.96666666667,5,2,35,1990-03-06,CAN,CAN,71,180,2009,6,21,172
2011-2012,Erik Christensen,"MIN, NYR",F,315.0,396.0,102.0,,310.0,381.0,310.0,167.0,46.0,180.0,219.0,307.0,62.0,304.0,Bottom 6,49,509.91666666667,7,3,41,1983-12-17,CAN,CAN,73,200,2002,3,6,69
2011-2012,Erik Cole,MTL,F,60.0,400.0,134.0,215.0,184.0,409.0,89.0,31.0,251.0,197.0,45.0,111.0,,80.0,First Line,82,1519.4333333333,35,15,46,1978-11-06,USA,USA,74,205,1998,3,13,71
2011-2012,Erik Condra,OTT,F,177.0,105.0,,165.0,109.0,190.0,230.0,268.0,272.0,204.0,339.0,432.0,,212.0,Bottom 6,81,1147.3333333333,8,11,39,1986-08-06,USA,USA,71,185,2006,7,28,211
2011-2012,Ethan Moreau,LAK,F,394.0,373.0,,168.0,412.0,346.0,245.0,424.0,353.0,346.0,430.0,69.0,,357.0,Bottom 6,28,294.76666666667,1,2,49,1975-09-22,CAN,CAN,75,223,1994,1,14,14
2011-2012,Evander Kane,WPG,F,24.0,324.0,201.0,245.0,224.0,323.0,8.0,49.0,96.0,111.0,29.0,124.0,,49.0,Second Line,74,1296.2666666667,30,16,34,1991-08-02,CAN,CAN,74,210,2009,1,4,4
2011-2012,Evgeni Malkin,PIT,F,2.0,245.0,7.0,,10.0,206.0,3.0,3.0,14.0,3.0,13.0,380.0,104.0,2.0,First Line,75,1575.1166666667,50,46,39,1986-07-31,RUS,RUS,75,195,2004,1,2,2
2011-2012,Evgeny Grachev,STL,F,426.0,48.0,,,348.0,114.0,440.0,420.0,40.0,403.0,294.0,203.0,,424.0,Bottom 6,26,242.68333333333,1,1,35,1990-02-21,RUS,RUS,76,225,2008,3,14,75
2011-2012,Frans Nielsen,NYI,F,180.0,118.0,131.0,68.0,112.0,270.0,278.0,246.0,379.0,118.0,59.0,418.0,112.0,128.0,Second Line,82,1431.1166666667,17,13,41,1984-04-24,DNK,DNK,73,186,2002,3,24,87
2011-2012,Gabriel Bourque,NSH,F,243.0,185.0,,,232.0,291.0,328.0,226.0,169.0,231.0,382.0,163.0,,265.0,Bottom 6,43,549.91666666667,7,5,34,1990-09-23,CAN,CAN,70,206,2009,5,11,132
2011-2012,Gabriel Landeskog,COL,F,143.0,153.0,181.0,114.0,162.0,215.0,61.0,178.0,301.0,192.0,408.0,118.0,,76.0,First Line,82,1526.1833333333,22,15,32,1992-11-23,SWE,SWE,73,215,2011,1,2,2
2011-2012,George Parros,ANA,F,424.0,122.0,,,400.0,177.0,434.0,380.0,4.0,377.0,331.0,23.0,,433.0,Fringe,46,293.43333333333,1,3,45,1979-12-29,USA,USA,77,224,1999,8,7,222
2011-2012,Gilbert Brule,PHX,F,162.0,390.0,268.0,,312.0,378.0,129.0,150.0,281.0,211.0,125.0,83.0,175.0,229.0,Bottom 6,33,381.61666666667,5,5,38,1987-01-01,CAN,CAN,71,187,2005,1,6,6
2011-2012,Gregory Campbell,BOS,F,370.0,218.0,,81.0,299.0,302.0,388.0,303.0,336.0,410.0,277.0,125.0,61.0,294.0,Bottom 6,78,998.25,8,1,41,1983-12-17,CAN,CAN,72,188,2002,3,4,67
2011-2012,Harry Zolnierczyk,PHI,F,226.0,224.0,,,389.0,354.0,64.0,286.0,265.0,312.0,153.0,33.0,,372.0,Fringe,37,285.06666666667,3,2,37,1987-09-01,CAN,CAN,71,180,-,-,-,-
2011-2012,Henrik Sedin,VAN,F,68.0,278.0,14.0,,2.0,176.0,367.0,229.0,3.0,2.0,268.0,425.0,59.0,53.0,First Line,82,1565.2166666667,14,44,44,1980-09-26,SWE,SWE,74,183,1999,1,3,3
2011-2012,Henrik Zetterberg,DET,F,11.0,178.0,33.0,147.0,58.0,88.0,11.0,131.0,146.0,12.0,147.0,396.0,68.0,17.0,First Line,82,1626.8166666667,22,31,44,1980-10-09,SWE,SWE,72,197,1999,7,24,210
2011-2012,Ilya Kovalchuk,NJD,F,108.0,309.0,62.0,155.0,292.0,67.0,46.0,38.0,63.0,88.0,108.0,430.0,,7.0,First Line,77,1881.1333333333,37,26,42,1983-04-15,RUS,RUS,75,222,2001,1,1,1
2011-2012,JT Wyman,TBL,F,381.0,288.0,,,435.0,328.0,425.0,411.0,440.0,151.0,360.0,244.0,,384.0,Bottom 6,40,421.85,2,5,39,1986-02-27,USA,USA,74,209,2004,4,2,100
2011-2012,Jack Skille,FLA,F,192.0,206.0,,,307.0,257.0,43.0,309.0,198.0,209.0,139.0,65.0,,272.0,Bottom 6,46,550.43333333333,4,6,38,1987-05-19,USA,USA,73,216,2005,1,7,7
2011-2012,Jacob Josefson,NJD,F,369.0,20.0,,,345.0,10.0,413.0,381.0,94.0,195.0,324.0,402.0,129.0,354.0,Bottom 6,41,496.05,2,4,34,1991-03-02,SWE,SWE,72,196,2009,1,20,20
2011-2012,Jake Dowell,DAL,F,336.0,82.0,,203.0,169.0,68.0,382.0,389.0,380.0,218.0,346.0,70.0,132.0,392.0,Fringe,52,396.91666666667,2,4,40,1985-03-04,USA,USA,72,200,2004,5,11,140
2011-2012,Jakub Voracek,PHI,F,53.0,357.0,116.0,,39.0,277.0,105.0,189.0,76.0,44.0,119.0,349.0,,129.0,Second Line,78,1270.7166666667,18,20,36,1989-08-15,CZE,CZE,74,216,2007,1,7,7
2011-2012,Jamal Mayers,CHI,F,310.0,138.0,,137.0,318.0,129.0,341.0,369.0,167.0,255.0,363.0,78.0,173.0,390.0,Bottom 6,81,793.91666666667,6,6,50,1974-10-24,CAN,CAN,73,222,1993,4,11,89
2011-2012,James Neal,PIT,F,15.0,260.0,24.0,242.0,77.0,207.0,10.0,12.0,17.0,81.0,187.0,174.0,,29.0,First Line,80,1529.1833333333,40,21,37,1987-09-03,CAN,CAN,75,212,2005,2,3,33
2011-2012,James van Riemsdyk,PHI,F,27.0,272.0,75.0,,35.0,316.0,18.0,64.0,30.0,95.0,186.0,237.0,,120.0,Bottom 6,43,652.36666666667,11,10,36,1989-05-04,USA,USA,75,208,2007,1,2,2
2011-2012,Jamie Benn,DAL,F,49.0,41.0,82.0,212.0,295.0,81.0,68.0,47.0,89.0,93.0,83.0,147.0,188.0,39.0,First Line,71,1283.3166666667,26,16,36,1989-07-18,CAN,CAN,74,205,2007,5,8,129
2011-2012,Jamie Langenbrunner,STL,F,204.0,116.0,159.0,65.0,68.0,33.0,158.0,341.0,123.0,145.0,305.0,219.0,,200.0,Bottom 6,70,1023.0666666667,6,11,50,1975-07-24,USA,USA,73,205,1993,2,9,35
2011-2012,Jamie McGinn,"COL, SJS",F,214.0,124.0,,,255.0,150.0,131.0,183.0,193.0,268.0,240.0,71.0,,252.0,Bottom 6,78,1048.85,20,11,37,1988-08-05,CAN,CAN,73,205,2006,2,6,36
2011-2012,Jan Mursak,DET,F,419.0,18.0,,,423.0,69.0,267.0,397.0,6.0,434.0,239.0,180.0,,411.0,Fringe,25,188.91666666667,1,0,37,1988-01-20,SVN,SVN,71,190,2006,6,29,182
2011-2012,Jannik Hansen,VAN,F,118.0,275.0,,53.0,145.0,212.0,279.0,221.0,399.0,134.0,175.0,165.0,,242.0,Bottom 6,82,1221.5666666667,16,17,39,1986-03-15,DNK,DNK,73,198,2004,9,29,287
2011-2012,Jared Boll,CBJ,F,389.0,38.0,,,383.0,21.0,322.0,318.0,34.0,412.0,40.0,12.0,,423.0,Fringe,54,438.38333333333,2,1,39,1986-05-13,USA,USA,75,206,2005,4,10,101
2011-2012,Jarome Iginla,CGY,F,76.0,319.0,50.0,,278.0,255.0,51.0,17.0,218.0,58.0,87.0,256.0,66.0,16.0,First Line,82,1689.8333333333,32,25,48,1977-07-01,CAN,CAN,73,210,1995,1,11,11
2011-2012,Jaromir Jagr,PHI,F,142.0,427.0,184.0,,81.0,369.0,128.0,135.0,80.0,37.0,359.0,435.0,,122.0,Second Line,73,1192.2833333333,19,21,53,1972-02-15,CZE,CZE,75,230,1990,1,5,5
2011-2012,Jarret Stoll,LAK,F,277.0,35.0,69.0,76.0,140.0,15.0,202.0,287.0,275.0,215.0,379.0,120.0,10.0,186.0,Second Line,78,1300.85,6,9,43,1982-06-24,CAN,CAN,73,216,2002,2,6,36
2011-2012,Jason Arnott,STL,F,164.0,119.0,57.0,,137.0,45.0,82.0,91.0,42.0,214.0,241.0,390.0,71.0,157.0,Bottom 6,72,1014.45,17,9,50,1974-10-11,CAN,CAN,77,220,1993,1,7,7
2011-2012,Jason Blake,ANA,F,176.0,233.0,59.0,,230.0,273.0,31.0,208.0,86.0,327.0,23.0,265.0,,179.0,Bottom 6,45,636.41666666667,7,3,51,1973-09-02,USA,USA,70,190,-,-,-,-
2011-2012,Jason Chimera,WSH,F,133.0,352.0,243.0,5.0,258.0,248.0,59.0,146.0,256.0,235.0,306.0,157.0,,192.0,Bottom 6,82,1183.5,20,11,46,1979-05-02,CAN,CAN,75,215,1997,5,15,121
2011-2012,Jason Pominville,BUF,F,26.0,297.0,30.0,21.0,94.0,361.0,69.0,60.0,106.0,57.0,34.0,414.0,179.0,34.0,First Line,82,1613.75,30,26,42,1982-11-30,CAN,USA,72,180,2001,2,25,55
2011-2012,Jason Spezza,OTT,F,18.0,424.0,28.0,222.0,27.0,392.0,72.0,37.0,39.0,15.0,170.0,428.0,19.0,20.0,First Line,80,1593.7166666667,34,28,42,1983-06-13,CAN,CAN,75,219,2001,1,2,2
2011-2012,Jay Beagle,WSH,F,417.0,128.0,,,408.0,155.0,361.0,348.0,361.0,439.0,327.0,116.0,122.0,398.0,Bottom 6,41,486.08333333333,4,0,39,1985-10-16,CAN,CAN,75,210,-,-,-,-
2011-2012,Jay McClement,COL,F,321.0,255.0,,49.0,323.0,314.0,363.0,330.0,417.0,345.0,266.0,271.0,51.0,286.0,Bottom 6,80,1100.2166666667,10,4,42,1983-03-02,CAN,CAN,73,205,2001,2,27,57
2011-2012,Jay Pandolfo,NYI,F,432.0,112.0,,100.0,434.0,285.0,412.0,428.0,369.0,432.0,260.0,293.0,,373.0,Bottom 6,62,677.2,1,1,50,1974-12-27,USA,USA,73,190,1993,2,6,32
2011-2012,Jay Rosehill,TOR,F,433.0,394.0,,,441.0,379.0,408.0,427.0,178.0,357.0,432.0,7.0,,440.0,Fringe,31,183.16666666667,0,0,40,1985-07-16,CAN,CAN,75,215,2003,7,30,227
2011-2012,Jed Ortmeyer,MIN,F,366.0,174.0,,206.0,395.0,262.0,150.0,385.0,371.0,415.0,243.0,102.0,,361.0,Bottom 6,35,340.15,1,0,46,1978-09-03,USA,USA,72,200,-,-,-,-
2011-2012,Jeff Carter,"CBJ, LAK",F,43.0,322.0,26.0,227.0,209.0,313.0,4.0,9.0,300.0,233.0,290.0,392.0,44.0,25.0,First Line,55,1055.0833333333,21,7,40,1985-01-01,CAN,CAN,75,219,2003,1,11,11
2011-2012,Jeff Halpern,WSH,F,326.0,43.0,271.0,58.0,293.0,71.0,428.0,319.0,393.0,252.0,184.0,282.0,14.0,310.0,Bottom 6,69,869.95,4,7,49,1976-05-03,USA,USA,72,190,-,-,-,-
2011-2012,Jeff Skinner,CAR,F,50.0,430.0,167.0,,251.0,436.0,41.0,52.0,226.0,99.0,3.0,322.0,,66.0,First Line,64,1191.9833333333,20,17,33,1992-05-16,CAN,CAN,71,197,2010,1,7,7
2011-2012,Jerred Smithson,"FLA, NSH",F,436.0,180.0,,71.0,386.0,196.0,438.0,426.0,441.0,430.0,329.0,101.0,12.0,397.0,Bottom 6,69,808.38333333333,1,2,46,1979-02-04,CAN,CAN,75,209,-,-,-,-
2011-2012,Jesse Winchester,OTT,F,250.0,125.0,,118.0,238.0,87.0,74.0,393.0,310.0,161.0,98.0,85.0,24.0,307.0,Bottom 6,32,340.38333333333,2,4,41,1983-10-04,CAN,CAN,73,188,-,-,-,-
2011-2012,Jim O'Brien,OTT,F,200.0,257.0,,,127.0,290.0,281.0,314.0,52.0,356.0,356.0,220.0,154.0,358.0,Bottom 6,28,329.15,3,2,36,1989-01-29,USA,USA,75,195,2007,1,29,29
2011-2012,Jim Slater,WPG,F,183.0,367.0,,148.0,332.0,424.0,211.0,194.0,424.0,280.0,253.0,89.0,9.0,249.0,Bottom 6,78,1151.5166666667,13,6,42,1982-12-09,USA,USA,72,195,2002,1,30,30
2011-2012,Jimmy Hayes,CHI,F,284.0,176.0,,,406.0,259.0,238.0,137.0,23.0,353.0,355.0,94.0,,326.0,Bottom 6,31,317.63333333333,5,2,35,1989-11-21,USA,USA,77,215,2008,2,30,60
2011-2012,Jiri Hudler,DET,F,140.0,303.0,169.0,,84.0,191.0,317.0,125.0,82.0,96.0,387.0,358.0,,209.0,Second Line,81,1269.0,25,13,41,1984-01-04,CZE,CZE,70,190,2002,2,28,58
2011-2012,Jiri Tlusty,CAR,F,257.0,355.0,224.0,196.0,240.0,407.0,292.0,210.0,367.0,290.0,332.0,262.0,,276.0,Bottom 6,79,1177.5666666667,17,9,37,1988-03-16,CZE,CZE,72,205,2006,1,13,13
2011-2012,Jochen Hecht,BUF,F,112.0,290.0,235.0,185.0,129.0,238.0,147.0,236.0,88.0,239.0,322.0,376.0,116.0,180.0,Second Line,22,370.26666666667,4,3,48,1977-06-21,DEU,DEU,73,198,1995,2,23,49
2011-2012,Jody Shelley,PHI,F,427.0,111.0,,,414.0,118.0,287.0,435.0,214.0,419.0,423.0,8.0,,432.0,Fringe,30,169.63333333333,0,0,49,1976-02-07,CAN,CAN,75,230,-,-,-,-
2011-2012,Joe Pavelski,SJS,F,17.0,68.0,5.0,62.0,25.0,90.0,17.0,75.0,349.0,52.0,48.0,372.0,18.0,11.0,First Line,82,1689.8166666667,31,20,41,1984-07-11,USA,USA,71,200,2003,7,8,205
2011-2012,Joe Thornton,SJS,F,107.0,184.0,11.0,44.0,3.0,130.0,344.0,214.0,224.0,10.0,75.0,367.0,22.0,62.0,First Line,82,1678.4833333333,18,29,46,1979-07-02,CAN,CAN,76,220,1997,1,1,1
2011-2012,Joe Vitale,PIT,F,403.0,42.0,,,403.0,84.0,378.0,401.0,372.0,311.0,325.0,114.0,145.0,371.0,Bottom 6,68,760.16666666667,4,6,40,1985-08-20,USA,USA,71,205,2005,7,1,195
2011-2012,Joel Ward,WSH,F,347.0,36.0,225.0,154.0,294.0,75.0,311.0,335.0,358.0,286.0,164.0,263.0,,250.0,Bottom 6,73,907.28333333333,6,6,44,1980-12-02,CAN,CAN,73,225,-,-,-,-
2011-2012,Joey Crabb,TOR,F,308.0,335.0,,197.0,296.0,330.0,394.0,310.0,412.0,184.0,364.0,121.0,,303.0,Bottom 6,67,900.75,11,7,42,1983-04-03,USA,USA,73,188,2002,7,29,226
2011-2012,Joffrey Lupul,TOR,F,42.0,441.0,194.0,,176.0,442.0,52.0,32.0,179.0,30.0,105.0,193.0,,42.0,First Line,66,1228.3166666667,25,27,41,1983-09-23,CAN,CAN,73,206,2002,1,7,7
2011-2012,Johan Franzen,DET,F,41.0,64.0,21.0,,111.0,17.0,26.0,20.0,162.0,126.0,309.0,213.0,,41.0,Second Line,77,1363.4833333333,29,17,45,1979-12-23,SWE,SWE,76,232,2004,3,32,97
2011-2012,John Madden,FLA,F,399.0,131.0,,167.0,428.0,242.0,355.0,294.0,402.0,423.0,61.0,313.0,60.0,311.0,Bottom 6,31,371.46666666667,3,0,52,1973-05-04,CAN,CAN,71,190,-,-,-,-
2011-2012,John Mitchell,NYR,F,352.0,75.0,274.0,247.0,143.0,147.0,304.0,343.0,196.0,362.0,126.0,134.0,41.0,322.0,Bottom 6,63,640.26666666667,5,5,40,1985-01-22,CAN,CAN,73,204,2003,5,22,158
2011-2012,John Scott,"CHI, NYR",F,438.0,30.0,,,149.0,16.0,442.0,441.0,10.0,435.0,425.0,31.0,,442.0,Fringe,35,234.51666666667,0,0,42,1982-09-26,CAN,CAN,80,260,-,-,-,-
2011-2012,John Tavares,NYI,F,55.0,428.0,16.0,,72.0,432.0,53.0,54.0,43.0,24.0,16.0,423.0,47.0,27.0,First Line,82,1686.6,31,36,34,1990-09-20,CAN,CAN,73,216,2009,1,1,1
2011-2012,Jonathan Toews,CHI,F,8.0,84.0,61.0,37.0,6.0,112.0,120.0,18.0,26.0,45.0,31.0,377.0,6.0,22.0,First Line,59,1229.7666666667,29,17,37,1988-04-29,CAN,CAN,74,201,2006,1,3,3
2011-2012,Jordan Caron,BOS,F,275.0,207.0,,,325.0,169.0,339.0,242.0,255.0,329.0,401.0,194.0,,308.0,Bottom 6,48,553.35,7,5,34,1990-11-02,CAN,CAN,75,204,2009,1,25,25
2011-2012,Jordan Eberle,EDM,F,64.0,431.0,166.0,,206.0,431.0,160.0,46.0,271.0,40.0,135.0,399.0,,88.0,Second Line,78,1372.5833333333,34,27,35,1990-05-15,CAN,CAN,71,190,2008,1,22,22
2011-2012,Jordan Nolan,LAK,F,358.0,7.0,,,298.0,1.0,424.0,333.0,266.0,326.0,295.0,29.0,,421.0,Bottom 6,26,243.05,2,2,36,1989-06-23,CAN,CAN,75,219,2009,7,5,186
2011-2012,Jordan Staal,PIT,F,85.0,237.0,139.0,19.0,64.0,167.0,222.0,79.0,230.0,80.0,200.0,207.0,83.0,83.0,First Line,62,1241.8666666667,25,18,36,1988-09-10,CAN,CAN,76,220,2006,1,2,2
2011-2012,Jordin Tootoo,NSH,F,158.0,329.0,,,321.0,193.0,102.0,295.0,192.0,64.0,37.0,77.0,,257.0,Bottom 6,77,1012.85,6,19,42,1983-02-02,CAN,CAN,69,195,2001,4,2,98
2011-2012,Josh Bailey,NYI,F,330.0,402.0,137.0,127.0,217.0,427.0,370.0,259.0,311.0,241.0,173.0,306.0,114.0,230.0,Bottom 6,80,1217.6166666667,13,11,35,1989-10-02,CAN,CAN,73,200,2008,1,9,9
2011-2012,Jussi Jokinen,CAR,F,184.0,406.0,55.0,173.0,24.0,422.0,302.0,169.0,183.0,59.0,166.0,371.0,36.0,121.0,Second Line,79,1395.3166666667,12,17,42,1983-04-01,FIN,FIN,72,191,2001,6,27,192
2011-2012,Justin Abdelkader,DET,F,163.0,60.0,,124.0,195.0,31.0,138.0,332.0,9.0,208.0,53.0,49.0,54.0,288.0,Bottom 6,81,997.45,8,12,38,1987-02-25,USA,USA,74,213,2005,2,12,42
2011-2012,Justin Williams,LAK,F,33.0,120.0,40.0,,13.0,39.0,21.0,101.0,208.0,53.0,192.0,356.0,,57.0,Second Line,82,1406.4166666667,22,21,43,1981-10-04,CAN,CAN,73,184,2000,1,28,28
2011-2012,Kaspars Daugavins,OTT,F,328.0,442.0,,110.0,239.0,443.0,313.0,364.0,387.0,385.0,334.0,245.0,,369.0,Bottom 6,65,736.53333333333,5,4,37,1988-05-18,LVA,LVA,72,213,2006,3,28,91
2011-2012,Keith Aucoin,WSH,F,194.0,117.0,,,79.0,138.0,430.0,289.0,319.0,115.0,92.0,400.0,152.0,346.0,Bottom 6,27,298.63333333333,3,4,46,1978-11-06,USA,USA,68,171,-,-,-,-
2011-2012,Kevin Porter,COL,F,292.0,277.0,255.0,,350.0,299.0,327.0,193.0,264.0,402.0,347.0,150.0,,339.0,Bottom 6,35,321.38333333333,4,1,39,1986-03-12,USA,USA,72,190,2004,4,21,119
2011-2012,Kevin Westgarth,LAK,F,420.0,250.0,,,392.0,132.0,397.0,421.0,110.0,372.0,441.0,21.0,,437.0,Fringe,25,131.53333333333,1,1,41,1984-02-07,CAN,CAN,76,234,-,-,-,-
