Season,Player ID,Player,Team,Position,ovr_pct,evo_pct,evd_pct,ppl_pct,pkl_pct,fin_pct,gol_pct,xgl_pct,ast_pct,pen_pct,hit_pct,ozs_pct,pdo_pct,tmt_pct,cmp_pct,ovr_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,ozs_rank,pdo_rank,tmt_rank,cmp_rank,all_players,ppl_players,pkl_players,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,Age,ovr_history,evo_history,evd_history,team_history
2023-2024,8477500,Bo Horvat,NYI,F,85.2,82.4,45.9,63.3,,86.8,83.8,80.1,77.4,49.8,33.8,64.8,51.1,51.6,88.1,66,78,238,106.0,,59,72,88,100,221,291,155,215,213,53,438,286,198,First Line,81.0,1595.2,33.0,35.0,68.0,25.73,55.45,52.74,C,73.0,225.0,1995-04-05,CAN,2013.0,1.0,9.0,L,28,"[24, 59, 74, 83, 86]","[90, 83, 79, 74, 86]","[6, 16, 29, 44, 57]","['VAN', 'VAN', 'VAN', 'NYI', 'NYI']"
2023-2024,8481553,Bobby Brink,PHI,F,47.7,26.5,34.2,20.6,,63.2,40.6,18.3,69.4,92.2,31.3,69.6,82.0,55.3,24.2,230,323,289,228.0,,162,260,359,135,35,302,134,80,197,333,438,286,198,Third Line,57.0,786.2,11.0,12.0,23.0,10.19,55.1,48.48,R,68.0,169.0,2001-07-08,USA,2019.0,2.0,34.0,R,22,"[None, None, None, None, 47]","[None, None, None, None, 27]","[None, None, None, None, 32]","[None, None, None, None, 'PHI']"
2023-2024,8482259,Bobby McMann,TOR,F,75.6,33.3,71.2,,,94.1,85.2,50.7,18.7,33.1,84.5,23.7,99.3,48.6,37.9,108,293,127,,,27,66,217,356,291,69,335,4,226,273,438,286,198,Fourth Line,56.0,647.32,15.0,9.0,24.0,10.85,61.7,48.25,C,74.0,217.0,1996-06-15,CAN,,,,L,27,"[None, None, None, None, 71]","[None, None, None, None, 34]","[None, None, None, None, 67]","[None, None, None, None, 'TOR']"
2023-2024,8476432,Boone Jenner,CBJ,F,61.2,67.6,16.2,55.6,29.3,78.5,92.5,90.4,29.9,52.7,74.0,41.8,42.2,20.8,97.5,171,143,368,128.0,141.0,95,34,43,307,208,115,256,254,348,12,438,286,198,First Line,58.0,1165.57,22.0,13.0,35.0,21.86,48.75,47.98,C,74.0,204.0,1993-06-15,CAN,2011.0,2.0,37.0,L,30,"[2, 36, 54, 38, 77]","[65, 65, 64, 66, 66]","[19, 23, 3, 24, 26]","['CBJ', 'CBJ', 'CBJ', 'CBJ', 'CBJ']"
2023-2024,8479383,Boris Katchouk,OTT,F,37.9,43.2,43.2,,52.0,49.5,15.1,11.9,11.9,50.0,68.5,17.6,8.4,11.2,16.7,273,250,250,,96.0,222,372,387,386,220,139,362,402,390,366,438,286,198,Fourth Line,59.0,677.25,7.0,6.0,13.0,6.86,38.46,47.51,L,74.0,212.0,1998-06-18,CAN,2016.0,2.0,44.0,L,25,"[None, None, 44, 30, 50]","[None, None, 26, 40, 49]","[None, None, 69, 29, 46]","[None, None, 'CHI', 'CHI', 'OTT']"
2023-2024,8473419,Brad Marchand,BOS,F,93.4,88.6,73.5,85.7,92.4,69.4,74.7,81.3,79.5,89.3,55.9,95.9,88.6,98.4,99.8,30,51,117,42.0,16.0,135,112,83,91,48,194,19,51,8,2,438,286,198,First Line,82.0,1566.35,29.0,38.0,67.0,27.96,54.35,51.47,L,69.0,180.0,1988-05-11,CAN,2006.0,3.0,71.0,L,35,"[98, 95, 96, 85, 92]","[90, 92, 91, 88, 84]","[44, 30, 82, 55, 76]","['BOS', 'BOS', 'BOS', 'BOS', 'BOS']"
2023-2024,8480801,Brady Tkachuk,OTT,F,91.3,98.6,14.6,94.8,,3.2,92.2,97.9,94.1,92.7,96.6,75.1,25.8,61.6,96.6,39,7,375,16.0,,425,35,10,27,33,16,110,326,169,16,438,286,198,First Line,81.0,1550.52,37.0,37.0,74.0,42.49,52.03,55.51,L,76.0,226.0,1999-09-16,USA,2018.0,1.0,4.0,L,23,"[51, 53, 67, 79, 97]","[96, 96, 94, 98, 99]","[15, 2, 6, 17, 22]","['OTT', 'OTT', 'OTT', 'OTT', 'OTT']"
2023-2024,8479520,Brandon Duhaime,COL,F,26.5,31.3,50.9,,54.5,26.9,17.4,22.8,9.4,59.1,92.2,15.5,58.7,39.5,28.5,323,302,216,,91.0,321,362,339,396,180,35,371,182,266,314,438,286,198,Fourth Line,80.0,868.78,5.0,8.0,13.0,9.67,43.33,45.31,L,74.0,210.0,1997-05-22,USA,2016.0,4.0,106.0,L,26,"[None, None, 5, 70, 14]","[None, None, 13, 50, 29]","[None, None, 59, 58, 39]","[None, None, 'MIN', 'MIN', 'COL']"
2023-2024,8479542,Brandon Hagel,TBL,F,78.1,82.9,42.0,16.8,56.6,70.3,83.1,83.6,88.4,62.6,57.1,48.2,33.1,77.4,93.4,97,76,255,239.0,87.0,131,75,73,52,165,189,228,294,100,30,438,286,198,First Line,82.0,1578.98,26.0,49.0,75.0,28.83,49.62,54.94,L,74.0,186.0,1998-08-27,CAN,2016.0,6.0,159.0,L,25,"[None, 41, 80, 71, 74]","[None, 54, 62, 80, 88]","[None, 36, 24, 23, 71]","[None, 'CHI', 'TBL', 'TBL', 'TBL']"
2023-2024,8476438,Brandon Saad,STL,F,69.2,71.9,17.4,23.4,,85.4,75.8,57.1,53.4,48.9,0.9,31.5,74.2,10.7,61.9,136,124,363,220.0,,65,107,189,205,225,435,301,114,392,168,438,286,198,Second Line,82.0,1271.25,26.0,16.0,42.0,20.09,47.47,44.09,L,73.0,207.0,1992-10-27,USA,2011.0,2.0,43.0,L,30,"[77, 93, 74, 60, 70]","[93, 91, 80, 73, 64]","[16, 65, 12, 33, 14]","['CHI', 'COL', 'STL', 'STL', 'STL']"
2023-2024,8479293,Brandon Tanev,SEA,F,50.9,7.5,92.7,,41.9,43.4,31.7,31.3,27.6,83.1,91.8,56.8,63.7,46.3,22.4,216,406,33,,116.0,249,299,302,317,75,37,190,160,236,341,438,286,198,Third Line,66.0,962.75,7.0,9.0,16.0,9.4,48.94,45.66,L,72.0,189.0,1991-12-31,CAN,,,,L,31,"[52, 66, 58, 69, 32]","[1, 11, 6, 24, 6]","[96, 92, 92, 96, 76]","['PIT', 'PIT', 'SEA', 'SEA', 'SEA']"
2023-2024,8478010,Brayden Point,TBL,F,96.6,91.8,18.0,93.4,,97.5,98.9,97.5,84.5,90.9,15.1,95.0,54.3,88.8,95.0,16,37,360,20.0,,12,6,12,69,41,373,23,201,50,23,438,286,198,First Line,81.0,1623.17,46.0,44.0,90.0,34.96,48.28,52.31,C,71.0,177.0,1996-03-13,CAN,2014.0,3.0,79.0,R,27,"[95, 97, 77, 98, 98]","[85, 80, 85, 93, 91]","[80, 86, 15, 30, 15]","['TBL', 'TBL', 'TBL', 'TBL', 'TBL']"
2023-2024,8475170,Brayden Schenn,STL,F,19.2,35.2,5.3,69.2,19.2,72.8,60.3,35.2,82.6,26.5,74.7,40.4,83.1,9.8,67.1,355,285,416,89.0,161.0,120,175,285,77,320,112,262,75,396,145,438,286,198,Second Line,82.0,1458.03,20.0,26.0,46.0,24.81,45.92,43.39,C,73.0,200.0,1991-08-22,CAN,2009.0,1.0,5.0,L,32,"[80, 45, 72, 18, 8]","[66, 84, 49, 47, 23]","[23, 6, 7, 3, 7]","['STL', 'STL', 'STL', 'STL', 'STL']"
2023-2024,8475848,Brendan Gallagher,MTL,F,62.3,94.7,53.0,11.2,,3.9,62.3,91.8,51.8,23.3,34.0,32.9,16.0,9.6,35.8,166,24,207,255.0,,422,166,37,212,334,290,295,369,397,282,438,286,198,Third Line,77.0,1061.88,16.0,15.0,31.0,19.07,41.98,49.38,R,69.0,185.0,1992-05-06,CAN,2010.0,5.0,147.0,R,31,"[87, 93, 15, 71, 72]","[99, 98, 97, 89, 96]","[64, 78, 44, 70, 40]","['MTL', 'MTL', 'MTL', 'MTL', 'MTL']"
2023-2024,8479353,Brett Howden,VGK,F,3.2,9.4,13.9,,18.2,42.9,28.8,28.1,37.9,17.1,71.7,29.7,73.1,74.2,26.0,425,398,378,,163.0,251,312,316,272,361,125,309,119,114,325,438,286,198,Fourth Line,72.0,952.37,8.0,11.0,19.0,9.78,43.24,46.62,C,74.0,201.0,1998-03-29,CAN,2016.0,1.0,27.0,L,25,"[1, 3, 45, 5, 2]","[8, 18, 19, 12, 12]","[5, 11, 14, 34, 9]","['NYR', 'NYR', 'VGK', 'VGK', 'VGK']"
2023-2024,8481517,Brett Leason,ANA,F,19.4,12.3,26.9,,21.2,66.0,29.2,13.5,11.6,40.6,40.2,27.2,17.4,7.1,28.8,354,385,321,,157.0,150,310,380,387,261,263,320,363,408,313,438,286,198,Fourth Line,68.0,884.6,11.0,11.0,22.0,8.1,40.82,43.69,R,77.0,220.0,1999-04-30,CAN,2019.0,2.0,56.0,R,24,"[None, None, 40, 11, 33]","[None, None, 33, 14, 10]","[None, None, 65, 9, 42]","[None, None, 'WSH', 'ANA', 'ANA']"
2023-2024,8478444,Brock Boeser,VAN,F,54.3,45.7,18.3,87.1,,59.6,69.4,63.7,71.9,34.7,8.7,72.8,84.9,66.9,89.7,201,239,359,38.0,,178,135,160,124,284,401,120,67,146,46,438,286,198,First Line,81.0,1506.78,40.0,33.0,73.0,35.92,63.64,51.21,R,73.0,208.0,1997-02-25,USA,2015.0,1.0,23.0,R,26,"[54, 80, 51, 14, 76]","[27, 62, 31, 38, 54]","[60, 24, 74, 8, 20]","['VAN', 'VAN', 'VAN', 'VAN', 'VAN']"
2023-2024,8475754,Brock Nelson,NYI,F,87.0,65.3,12.1,83.6,,95.4,97.0,89.5,84.0,79.9,12.6,79.2,97.3,50.7,69.4,58,153,386,48.0,,21,14,47,71,89,384,92,13,217,135,438,286,198,First Line,82.0,1482.85,34.0,35.0,69.0,29.12,52.88,49.66,C,76.0,205.0,1991-10-15,USA,2010.0,1.0,30.0,L,31,"[40, 26, 93, 88, 76]","[6, 30, 52, 71, 64]","[56, 43, 23, 16, 9]","['NYI', 'NYI', 'NYI', 'NYI', 'NYI']"
2023-2024,8475810,Bryan Rust,PIT,F,48.4,69.6,22.8,80.1,46.5,12.8,88.4,97.3,68.5,47.7,41.6,84.0,52.5,94.5,90.0,227,134,339,58.0,107.0,383,52,13,139,230,257,71,209,25,45,438,286,198,First Line,62.0,1213.85,28.0,28.0,56.0,27.65,51.28,54.78,R,71.0,202.0,1992-05-11,USA,2010.0,3.0,80.0,R,31,"[88, 69, 60, 4, 75]","[71, 66, 69, 44, 81]","[72, 55, 28, 27, 21]","['PIT', 'PIT', 'PIT', 'PIT', 'PIT']"
2023-2024,8473504,Cal Clutterbuck,NYI,F,42.9,11.9,85.8,,42.4,51.6,14.2,9.1,14.2,50.2,98.6,3.7,92.2,24.0,40.2,251,387,63,,115.0,213,376,399,376,219,7,423,35,334,263,438,286,198,Fourth Line,82.0,974.12,7.0,12.0,19.0,8.36,55.77,46.42,R,71.0,215.0,1987-11-18,CAN,2006.0,3.0,72.0,R,35,"[55, 40, 40, 47, 46]","[16, 41, 5, 30, 10]","[79, 78, 92, 67, 87]","['NYI', 'NYI', 'NYI', 'NYI', 'NYI']"
2023-2024,8475714,Calle Jarnkrok,TOR,F,28.5,11.2,48.2,12.6,11.6,68.7,61.9,48.2,37.4,57.1,48.9,59.6,70.8,79.5,53.7,314,390,228,251.0,176.0,138,168,228,274,189,225,178,129,91,204,438,286,198,Third Line,52.0,793.43,10.0,11.0,21.0,12.3,60.0,53.04,C,72.0,193.0,1991-09-25,SWE,2010.0,2.0,51.0,R,31,"[23, 68, 17, 60, 18]","[3, 5, 2, 21, 22]","[73, 83, 42, 51, 50]","['NSH', 'NSH', 'CGY', 'TOR', 'TOR']"
2023-2024,8474715,Cam Atkinson,PHI,F,30.1,63.9,9.1,51.7,89.4,29.7,68.5,78.8,56.6,51.1,3.7,68.0,17.1,47.9,94.3,307,159,399,139.0,22.0,309,139,94,191,215,423,141,364,229,26,438,286,198,Second Line,70.0,1116.18,13.0,15.0,28.0,18.64,40.0,49.09,R,68.0,178.0,1989-06-05,USA,2008.0,6.0,157.0,R,34,"[49, 56, 54, None, 18]","[80, 73, 69, None, 55]","[20, 7, 6, None, 11]","['CBJ', 'CBJ', 'PHI', None, 'PHI']"
2023-2024,8479336,Carl Grundstrom,LAK,F,43.2,54.1,34.5,,,64.2,57.1,49.3,7.5,18.9,92.0,78.1,9.8,58.0,3.7,250,202,288,,,158,189,223,404,353,36,97,396,185,423,438,286,198,Fourth Line,50.0,546.85,8.0,4.0,12.0,8.8,43.24,53.94,R,72.0,200.0,1997-12-01,SWE,2016.0,2.0,57.0,L,25,"[None, 19, 25, 67, 32]","[None, 39, 35, 55, 60]","[None, 4, 21, 44, 33]","[None, 'LAK', 'LAK', 'LAK', 'LAK']"
2023-2024,8477409,Carter Verhaeghe,FLA,F,90.2,91.3,33.6,66.1,,94.3,97.9,96.6,81.1,16.9,40.9,68.3,85.4,99.3,86.1,44,39,292,98.0,,26,10,16,84,362,260,140,65,4,62,438,286,198,Second Line,76.0,1365.15,34.0,38.0,72.0,29.79,59.38,56.6,C,74.0,183.0,1995-08-14,CAN,2013.0,3.0,82.0,L,28,"[66, 85, 84, 91, 85]","[50, 93, 92, 92, 87]","[43, 81, 75, 16, 34]","['TBL', 'FLA', 'FLA', 'FLA', 'FLA']"
2023-2024,8475231,Casey Cizikas,NYI,F,19.9,6.4,80.1,,64.6,32.0,28.1,32.4,20.5,26.0,86.3,3.2,48.9,34.7,45.9,352,411,88,,71.0,299,315,297,348,322,61,425,225,287,238,438,286,198,Third Line,70.0,975.87,10.0,13.0,23.0,9.52,49.12,47.98,C,71.0,191.0,1991-02-27,CAN,2009.0,4.0,92.0,L,32,"[55, 54, 33, 7, 43]","[46, 27, 7, 12, 9]","[95, 83, 78, 78, 79]","['NYI', 'NYI', 'NYI', 'NYI', 'NYI']"
2023-2024,8479999,Casey Mittelstadt,COL,F,51.6,42.9,54.1,5.6,,71.7,45.7,22.1,89.7,44.1,17.1,77.6,50.5,40.2,77.2,213,251,202,271.0,,125,239,342,46,246,364,99,218,263,101,438,286,198,Second Line,80.0,1418.37,18.0,39.0,57.0,15.91,56.2,51.91,C,73.0,205.0,1998-11-22,USA,2017.0,1.0,8.0,L,24,"[21, 26, 23, 51, 63]","[9, 24, 31, 38, 50]","[16, 6, 24, 49, 72]","['BUF', 'BUF', 'BUF', 'BUF', 'COL']"
2023-2024,8476905,Chandler Stephenson,VGK,F,24.4,12.6,25.8,17.1,16.2,63.5,29.9,17.6,91.3,80.8,36.1,85.4,65.3,86.3,74.4,332,384,326,238.0,167.0,161,307,362,39,85,281,65,153,61,113,438,286,198,First Line,75.0,1386.27,16.0,35.0,51.0,12.58,48.78,45.8,C,72.0,201.0,1994-04-22,CAN,2012.0,3.0,77.0,L,29,"[60, 82, 45, 50, 9]","[46, 26, 20, 15, 13]","[81, 75, 36, 81, 5]","['VGK', 'VGK', 'VGK', 'VGK', 'VGK']"
2023-2024,8475745,Charlie Coyle,BOS,F,64.2,33.8,50.7,19.9,94.9,76.0,63.7,47.5,63.9,64.6,46.3,24.4,81.3,90.6,76.0,158,291,217,230.0,11.0,106,160,231,159,156,236,332,83,42,106,438,286,198,First Line,82.0,1481.45,25.0,35.0,60.0,20.72,51.14,49.15,C,75.0,221.0,1992-03-02,USA,2010.0,1.0,28.0,R,31,"[82, 14, 65, 71, 55]","[62, 13, 48, 44, 19]","[95, 57, 83, 47, 33]","['BOS', 'BOS', 'BOS', 'BOS', 'BOS']"
2023-2024,8475184,Chris Kreider,NYR,F,95.0,90.0,69.2,96.9,75.3,79.9,85.8,85.6,32.6,29.9,55.3,46.8,90.4,55.7,97.3,23,45,136,10.0,50.0,89,63,64,295,305,197,234,43,195,13,438,286,198,First Line,82.0,1540.25,39.0,36.0,75.0,38.03,58.43,49.47,L,75.0,232.0,1991-04-30,USA,2009.0,1.0,19.0,L,32,"[86, 93, 98, 90, 91]","[87, 87, 89, 88, 90]","[28, 89, 82, 71, 55]","['NYR', 'NYR', 'NYR', 'NYR', 'NYR']"
2023-2024,8476919,Chris Tierney,NJD,F,12.8,10.0,30.6,,,61.0,5.0,0.2,19.2,29.2,5.0,27.6,44.3,21.7,22.6,383,395,305,,,172,414,438,354,308,417,318,245,344,340,438,286,198,Fourth Line,52.0,469.3,4.0,8.0,12.0,2.72,50.0,46.19,C,73.0,191.0,1994-07-01,CAN,2012.0,2.0,55.0,L,29,"[4, 8, 8, 16, 28]","[43, 15, 43, 7, 10]","[16, 18, 29, 20, 42]","['OTT', 'OTT', 'OTT', 'MTL', 'NJD']"
2023-2024,8477989,Christian Dvorak,MTL,F,7.3,27.4,8.4,,4.5,56.8,33.3,15.5,43.8,44.5,10.0,21.5,42.5,21.5,33.6,407,319,402,,190.0,190,292,371,246,244,395,345,253,345,292,438,286,198,Second Line,30.0,465.93,5.0,4.0,9.0,3.97,44.44,40.73,C,73.0,190.0,1996-02-02,USA,2014.0,2.0,58.0,L,27,"[48, 43, 38, 4, 10]","[64, 61, 53, 24, 21]","[33, 38, 10, 12, 11]","['ARI', 'ARI', 'MTL', 'MTL', 'MTL']"
2023-2024,8478432,Christian Fischer,DET,F,25.6,21.7,41.6,,41.4,34.7,15.8,18.9,30.4,75.1,73.5,23.3,49.1,7.5,37.7,327,344,257,,117.0,287,369,356,305,110,117,337,224,406,274,438,286,198,Fourth Line,79.0,901.13,5.0,14.0,19.0,8.7,48.44,47.3,R,74.0,212.0,1997-04-15,USA,2015.0,2.0,32.0,R,26,"[46, 33, 22, 49, 17]","[25, 13, 10, 28, 30]","[86, 58, 33, 54, 37]","['ARI', 'ARI', 'ARI', 'ARI', 'DET']"
2023-2024,8473512,Claude Giroux,OTT,F,97.7,95.4,88.1,88.8,80.3,90.4,82.6,64.4,75.3,87.2,18.3,71.0,10.7,59.8,97.7,11,21,53,33.0,40.0,43,77,157,109,57,359,128,392,177,11,438,286,198,First Line,82.0,1647.55,21.0,43.0,64.0,19.55,43.7,51.87,R,71.0,186.0,1988-01-12,CAN,2006.0,1.0,22.0,R,35,"[93, 96, 97, 98, 95]","[93, 95, 92, 97, 94]","[58, 58, 94, 77, 86]","['PHI', 'PHI', 'FLA', 'OTT', 'OTT']"
2023-2024,8479343,Clayton Keller,ARI,F,89.3,73.5,29.2,5.9,,97.3,94.5,73.5,92.7,87.9,5.7,48.4,62.3,25.8,86.5,48,117,311,270.0,,13,25,117,33,54,414,227,166,326,60,438,286,198,First Line,78.0,1501.17,33.0,43.0,76.0,26.03,46.67,48.15,R,70.0,175.0,1998-07-29,USA,2016.0,1.0,7.0,L,25,"[23, 65, 87, 87, 88]","[27, 81, 62, 77, 73]","[31, 20, 55, 17, 34]","['ARI', 'ARI', 'ARI', 'ARI', 'ARI']"
2023-2024,8479996,Cody Glass,NSH,F,15.8,16.0,60.3,37.1,,15.8,27.4,24.7,25.6,56.2,37.0,57.5,42.9,60.3,16.4,370,369,175,181.0,,370,318,331,326,193,277,187,251,175,367,438,286,198,Fourth Line,41.0,550.72,6.0,7.0,13.0,9.84,36.84,42.01,C,75.0,201.0,1999-04-01,CAN,2017.0,1.0,6.0,R,24,"[29, 7, None, 31, 15]","[13, 1, None, 25, 13]","[41, 48, None, 82, 33]","['VGK', 'VGK', None, 'NSH', 'NSH']"
2023-2024,8481540,Cole Caufield,MTL,F,56.8,75.6,3.0,43.4,,75.3,94.1,92.2,54.6,91.1,11.6,62.6,78.3,18.3,91.6,190,108,426,163.0,,109,27,35,200,40,388,165,96,359,38,438,286,198,First Line,82.0,1592.48,28.0,37.0,65.0,33.81,57.28,49.04,R,68.0,175.0,2001-01-02,USA,2019.0,1.0,15.0,R,22,"[None, None, 55, 76, 37]","[None, None, 60, 52, 90]","[None, None, 4, 4, 3]","[None, None, 'MTL', 'MTL', 'MTL']"
2023-2024,8480252,Cole Guttman,CHI,F,16.7,39.7,25.1,1.0,,30.4,10.5,27.4,5.9,76.7,2.1,50.9,0.2,0.2,63.5,366,265,329,284.0,,306,391,319,411,103,430,216,438,438,161,438,286,198,Fourth Line,27.0,340.73,4.0,4.0,8.0,4.62,22.22,38.13,C,69.0,167.0,1999-04-06,USA,2017.0,6.0,180.0,R,24,"[None, None, None, None, 19]","[None, None, None, None, 39]","[None, None, None, None, 24]","[None, None, None, None, 'CHI']"
2023-2024,8482149,Cole Perfetti,WPG,F,44.3,34.7,88.4,33.2,,32.2,44.5,52.1,80.6,20.3,17.6,99.1,95.9,78.5,4.1,245,287,52,192.0,,298,244,211,86,347,362,5,19,95,421,438,286,198,Third Line,71.0,964.78,19.0,19.0,38.0,16.72,61.9,54.97,C,71.0,185.0,2002-01-01,CAN,2020.0,1.0,10.0,L,21,"[None, None, None, 34, 56]","[None, None, None, 33, 40]","[None, None, None, 87, 86]","[None, None, None, 'WPG', 'WPG']"
2023-2024,8482705,Cole Sillinger,CBJ,F,0.9,22.1,16.0,34.6,5.1,6.6,26.9,58.2,42.7,6.4,70.1,72.1,14.6,8.4,39.3,435,342,369,188.0,189.0,410,320,184,251,408,132,123,375,402,267,438,286,198,Second Line,77.0,1241.2,13.0,19.0,32.0,17.24,48.86,43.69,C,72.0,202.0,2003-05-16,USA,2021.0,1.0,12.0,L,20,"[None, None, 21, 0, 2]","[None, None, 36, 16, 29]","[None, None, 19, 27, 12]","[None, None, 'CBJ', 'CBJ', 'CBJ']"
2023-2024,8482062,Cole Smith,NSH,F,7.1,19.9,58.9,,66.2,6.8,6.8,34.2,31.3,22.1,95.4,4.3,45.0,48.2,21.0,408,352,181,,68.0,409,406,289,301,339,21,420,242,228,347,438,286,198,Third Line,80.0,1095.15,9.0,14.0,23.0,14.78,48.48,50.79,R,75.0,195.0,1995-10-28,USA,,,,L,27,"[None, None, None, 12, 13]","[None, None, None, 22, 27]","[None, None, None, 51, 64]","[None, None, None, 'NSH', 'NSH']"
2023-2024,8476278,Colin Blackwell,CHI,F,32.0,13.9,35.6,,50.5,44.7,27.6,26.5,26.5,93.6,56.6,21.7,11.0,12.1,71.5,299,378,283,,99.0,243,317,323,322,29,191,344,391,386,126,438,286,198,Third Line,44.0,637.67,8.0,4.0,12.0,9.28,43.33,46.39,C,68.0,181.0,1993-03-28,USA,2011.0,7.0,194.0,R,30,"[58, 59, 57, 27, 35]","[36, 32, 15, 16, 23]","[60, 20, 51, 21, 47]","['NSH', 'NYR', 'TOR', 'CHI', 'CHI']"
2023-2024,8476925,Colton Sissons,NSH,F,6.4,14.8,61.0,26.9,3.0,16.9,17.6,21.0,38.1,25.3,79.9,7.1,43.8,62.8,43.4,411,374,172,210.0,193.0,365,361,347,271,325,89,408,247,164,249,438,286,198,Second Line,81.0,1342.47,15.0,20.0,35.0,21.48,46.58,51.42,C,73.0,200.0,1993-11-05,CAN,2012.0,2.0,50.0,R,29,"[64, 52, 11, 16, 7]","[7, 5, 5, 7, 45]","[92, 96, 88, 31, 64]","['NSH', 'NSH', 'NSH', 'NSH', 'NSH']"
2023-2024,8484144,Connor Bedard,CHI,F,21.7,47.0,2.1,83.9,,18.7,89.3,96.1,84.9,96.1,39.0,94.3,7.1,0.9,95.9,344,233,430,47.0,,357,48,18,67,18,268,26,408,435,19,438,286,198,First Line,68.0,1345.27,22.0,39.0,61.0,25.02,35.58,41.03,C,70.0,190.0,2005-07-17,CAN,2023.0,1.0,1.0,R,18,"[None, None, None, None, 24]","[None, None, None, None, 45]","[None, None, None, None, 2]","[None, None, None, None, 'CHI']"
2023-2024,8477015,Connor Brown,EDM,F,13.2,53.0,58.0,,19.7,2.5,14.8,51.6,52.3,62.8,15.3,26.3,10.5,62.6,46.8,381,207,185,,160.0,428,373,213,210,164,372,324,393,165,234,438,286,198,Fourth Line,71.0,908.77,4.0,8.0,12.0,11.92,41.03,50.66,R,72.0,184.0,1994-01-14,CAN,2012.0,6.0,156.0,R,29,"[53, 82, 58, None, 4]","[37, 23, 65, None, 44]","[79, 57, 68, None, 51]","['OTT', 'OTT', 'OTT', None, 'EDM']"
2023-2024,8480980,Connor Dewar,TOR,F,47.0,20.1,87.2,,52.5,52.7,13.0,7.8,13.0,28.1,67.1,10.7,11.9,28.1,13.0,233,351,57,,95.0,208,381,405,381,313,145,392,387,316,382,438,286,198,Fourth Line,74.0,862.1,11.0,8.0,19.0,8.61,42.0,48.73,C,70.0,187.0,1999-06-26,CAN,2018.0,3.0,92.0,L,24,"[None, None, 48, 32, 62]","[None, None, 26, 22, 24]","[None, None, 70, 85, 90]","[None, None, 'MIN', 'MIN', 'TOR']"
2023-2024,8478402,Connor McDavid,EDM,F,100.0,100.0,57.5,100.0,,86.3,98.2,99.1,99.8,100.0,63.0,89.5,65.5,97.3,85.4,1,1,187,1.0,,61,9,5,2,1,163,47,152,13,65,438,286,198,First Line,76.0,1623.3,32.0,100.0,132.0,33.37,61.22,62.98,C,73.0,194.0,1997-01-13,CAN,2015.0,1.0,1.0,L,26,"[99, 99, 99, 100, 99]","[100, 100, 100, 100, 100]","[1, 2, 31, 75, 53]","['EDM', 'EDM', 'EDM', 'EDM', 'EDM']"
2023-2024,8481580,Connor McMichael,WSH,F,16.4,52.3,43.4,2.1,13.6,16.2,53.2,76.3,35.4,30.1,15.5,61.6,12.3,42.9,62.1,367,210,249,281.0,172.0,368,206,105,283,304,371,169,385,251,167,438,286,198,Second Line,80.0,1278.93,18.0,15.0,33.0,20.26,39.74,47.23,L,72.0,180.0,2001-01-15,CAN,2019.0,1.0,25.0,L,22,"[None, None, 28, None, 15]","[None, None, 61, None, 46]","[None, None, 58, None, 33]","[None, None, 'WSH', None, 'WSH']"
2023-2024,8482074,Connor Zary,CGY,F,80.4,27.2,61.6,33.9,,92.7,82.2,35.6,71.5,95.0,13.9,93.4,97.9,65.1,37.2,87,320,169,190.0,,33,79,283,126,23,378,30,10,154,276,438,286,198,Third Line,63.0,962.23,14.0,20.0,34.0,11.27,59.72,51.04,C,72.0,178.0,2001-09-25,CAN,2020.0,1.0,24.0,L,21,"[None, None, None, None, 75]","[None, None, None, None, 28]","[None, None, None, None, 60]","[None, None, None, None, 'CGY']"
2023-2024,8478856,Conor Garland,VAN,F,90.4,76.9,92.0,22.4,,76.5,79.9,74.0,85.6,97.5,37.9,39.3,90.9,47.0,38.6,43,102,36,223.0,,104,89,115,64,12,273,267,41,233,270,438,286,198,Third Line,82.0,1192.15,20.0,27.0,47.0,20.77,64.71,59.18,R,70.0,165.0,1996-03-11,USA,2015.0,5.0,123.0,R,27,"[90, 91, 87, 84, 91]","[54, 80, 80, 63, 84]","[75, 67, 87, 83, 93]","['ARI', 'ARI', 'VAN', 'VAN', 'VAN']"
2023-2024,8477839,Conor Sheary,TBL,F,56.2,66.4,42.5,,,57.1,39.3,28.8,61.0,55.9,24.4,53.9,57.3,34.5,26.9,193,148,253,,,189,266,313,172,194,332,203,188,288,321,438,286,198,Fourth Line,57.0,632.83,4.0,11.0,15.0,4.69,47.83,46.01,L,68.0,180.0,1992-06-08,USA,,,,L,31,"[63, 88, 77, 45, 46]","[69, 84, 64, 76, 53]","[58, 74, 55, 35, 44]","['PIT', 'WSH', 'WSH', 'WSH', 'TBL']"
