Season,Player ID,Player,Team,Position,ovr_pct,evo_pct,evd_pct,ppl_pct,pkl_pct,fin_pct,gol_pct,xgl_pct,ast_pct,pen_pct,hit_pct,ozs_pct,pdo_pct,tmt_pct,cmp_pct,ovr_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,ozs_rank,pdo_rank,tmt_rank,cmp_rank,all_players,ppl_players,pkl_players,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,Age,ovr_history,evo_history,evd_history,team_history
2025-2026,8476399,Blake Coleman,CGY,F,77.0,87.6,89.2,47.5,78.2,27.9,73.6,87.6,58.8,7.9,79.5,13.5,34.9,53.4,81.1,103,56,49,149.0,43.0,321,117,56,184,407,92,385,290,208,85,444,282,193,Second Line,69.0,1195.68,20.0,15.0,35.0,21.99,52.56,52.1,L,71.0,199.0,1991-11-28,USA,2011.0,3.0,75.0,L,33,"[54, 43, 83, 22, 89]","[76, 84, 79, 89, 85]","[92, 73, 79, 76, 94]","['CGY', 'CGY', 'CGY', 'CGY', 'CGY']"
2025-2026,8481481,Blake Lizotte,PIT,F,68.7,54.3,87.2,,83.4,59.0,20.3,8.1,28.4,14.4,60.4,2.9,49.1,47.3,30.2,140,204,58,,33.0,183,351,409,318,378,177,432,227,235,311,444,282,193,Third Line,55.0,763.1,7.0,12.0,19.0,7.85,48.84,52.11,C,69.0,176.0,1997-12-13,USA,,,,L,27,"[66, 82, 55, 61, 74]","[56, 64, 58, 20, 71]","[73, 93, 78, 90, 84]","['LAK', 'LAK', 'LAK', 'PIT', 'PIT']"
2025-2026,8477500,Bo Horvat,NYI,F,77.5,88.7,27.0,70.9,4.7,76.8,89.9,89.0,71.6,32.4,36.7,72.5,53.6,42.8,97.1,101,51,325,83.0,185.0,104,46,50,127,298,282,123,207,255,14,444,282,193,First Line,68.0,1411.88,31.0,26.0,57.0,29.27,51.22,48.35,C,73.0,225.0,1995-04-05,CAN,2013.0,1.0,9.0,L,30,"[74, 83, 86, 49, 82]","[79, 74, 86, 80, 91]","[29, 44, 57, 29, 17]","['VAN', 'NYI', 'NYI', 'NYI', 'NYI']"
2025-2026,8481553,Bobby Brink,MIN,F,50.0,36.3,66.2,44.7,,55.9,49.8,34.5,59.5,48.6,57.9,40.1,45.7,67.6,52.7,223,284,151,157.0,,197,223,292,181,228,188,267,242,145,211,444,282,193,Third Line,68.0,1030.83,15.0,15.0,30.0,16.43,49.12,51.19,R,68.0,169.0,2001-07-08,USA,2019.0,2.0,34.0,R,24,"[None, None, 47, 37, 58]","[None, None, 27, 59, 23]","[None, None, 32, 56, 82]","[None, None, 'PHI', 'PHI', 'MIN']"
2025-2026,8482259,Bobby McMann,SEA,F,72.1,24.5,56.1,32.3,,96.4,87.8,59.9,43.7,18.2,81.1,39.0,86.0,27.5,71.6,125,336,196,192.0,,17,55,179,251,361,85,272,63,323,127,444,282,193,Second Line,78.0,1242.65,29.0,17.0,46.0,19.92,48.04,45.59,C,74.0,217.0,1996-06-15,CAN,,,,L,29,"[None, None, 71, 70, 68]","[None, None, 34, 32, 12]","[None, None, 67, 43, 57]","[None, None, 'TOR', 'TOR', 'SEA']"
2025-2026,8476432,Boone Jenner,CBJ,F,33.8,73.0,31.1,51.4,19.7,13.5,77.3,96.6,89.6,50.5,77.9,52.5,77.5,73.9,65.5,295,121,307,138.0,156.0,385,101,16,47,220,99,212,101,117,154,444,282,193,Second Line,67.0,1077.32,13.0,25.0,38.0,20.25,51.9,52.29,C,74.0,204.0,1993-06-15,CAN,2011.0,2.0,37.0,L,32,"[54, 38, 77, 16, 23]","[64, 66, 66, 69, 76]","[3, 24, 26, 17, 52]","['CBJ', 'CBJ', 'CBJ', 'CBJ', 'CBJ']"
2025-2026,8473419,Brad Marchand,FLA,F,95.3,91.7,18.9,90.1,94.3,91.7,92.1,73.4,46.8,81.1,42.6,57.7,58.3,64.4,97.3,22,38,361,29.0,12.0,38,36,119,237,85,256,189,186,159,13,444,282,193,Second Line,52.0,922.22,27.0,27.0,54.0,21.87,45.21,48.37,L,69.0,180.0,1988-05-11,CAN,2006.0,3.0,71.0,L,37,"[96, 85, 92, 79, 97]","[91, 88, 84, 91, 92]","[82, 55, 76, 18, 7]","['BOS', 'BOS', 'BOS', 'FLA', 'FLA']"
2025-2026,8480801,Brady Tkachuk,OTT,F,91.9,99.3,51.4,92.9,,0.7,82.0,98.2,86.5,84.9,93.7,77.0,9.0,79.7,89.4,37,4,217,21.0,,442,80,9,61,68,29,103,405,91,48,444,282,193,Second Line,60.0,1017.62,22.0,37.0,59.0,32.58,52.11,61.47,L,76.0,226.0,1999-09-16,USA,2018.0,1.0,4.0,L,25,"[67, 79, 97, 77, 89]","[94, 98, 99, 98, 99]","[6, 17, 22, 57, 64]","['OTT', 'OTT', 'OTT', 'OTT', 'OTT']"
2025-2026,8483890,Braeden Bowman,VGK,F,4.5,26.1,56.3,45.4,,3.2,32.1,83.1,87.8,19.1,16.2,92.1,1.1,80.2,25.0,425,329,195,155.0,,431,299,76,55,357,373,36,440,89,334,444,282,193,Third Line,54.0,763.08,8.0,18.0,26.0,14.87,41.77,53.32,R,73.0,205.0,2003-06-26,CAN,,,,R,22,"[None, None, None, None, 9]","[None, None, None, None, 30]","[None, None, None, None, 56]","[None, None, None, None, 'VGK']"
2025-2026,8479520,Brandon Duhaime,WSH,F,13.3,21.2,65.1,,21.2,16.4,7.0,14.0,8.1,18.0,83.3,1.4,37.2,70.0,34.5,386,351,156,,153.0,372,410,383,408,362,75,439,280,134,292,444,282,193,Fourth Line,82.0,907.63,4.0,5.0,9.0,8.68,43.9,49.52,L,74.0,210.0,1997-05-22,USA,2016.0,4.0,106.0,L,28,"[5, 70, 14, 18, 15]","[13, 50, 29, 26, 16]","[59, 58, 39, 58, 78]","['MIN', 'MIN', 'COL', 'WSH', 'WSH']"
2025-2026,8479542,Brandon Hagel,TBL,F,95.0,97.3,83.6,16.7,69.9,76.6,98.0,98.6,98.0,78.2,44.1,58.3,88.3,93.5,91.4,23,13,74,236.0,59.0,105,10,7,10,98,249,186,53,30,39,444,282,193,First Line,71.0,1402.97,36.0,38.0,74.0,37.36,64.08,59.85,L,74.0,186.0,1998-08-27,CAN,2016.0,6.0,159.0,L,27,"[80, 71, 74, 92, 97]","[62, 80, 88, 93, 98]","[24, 23, 71, 90, 68]","['TBL', 'TBL', 'TBL', 'TBL', 'TBL']"
2025-2026,8476438,Brandon Saad,VGK,F,32.0,75.2,22.1,,59.1,14.2,50.7,82.4,32.2,48.0,1.6,62.4,16.0,54.5,50.2,303,111,347,,80.0,382,219,79,302,231,438,168,374,203,222,444,282,193,Fourth Line,49.0,655.87,3.0,6.0,9.0,10.63,43.9,53.59,L,73.0,207.0,1992-10-27,USA,2011.0,2.0,43.0,L,32,"[74, 60, 70, 59, 4]","[80, 73, 64, 79, 76]","[12, 33, 14, 39, 20]","['STL', 'STL', 'STL', 'VGK', 'VGK']"
2025-2026,8479293,Brandon Tanev,UTA,F,20.0,12.8,61.0,,,17.1,5.2,16.4,9.7,86.5,90.8,23.9,4.7,50.0,15.1,356,388,174,,,369,417,372,401,61,42,339,424,223,378,444,282,193,Fourth Line,56.0,524.07,0.0,3.0,3.0,5.19,25.81,45.98,L,72.0,189.0,1991-12-31,CAN,,,,L,33,"[58, 69, 32, 28, 17]","[6, 24, 6, 21, 17]","[92, 96, 76, 70, 41]","['SEA', 'SEA', 'SEA', 'WPG', 'UTA']"
2025-2026,8478010,Brayden Point,TBL,F,94.1,82.0,21.2,94.0,,94.8,93.9,86.5,94.1,86.7,1.8,94.8,98.4,93.7,83.3,27,81,351,18.0,,24,28,61,27,60,437,24,8,29,75,444,282,193,First Line,63.0,1150.25,18.0,32.0,50.0,23.01,61.0,53.0,C,71.0,177.0,1996-03-13,CAN,2014.0,3.0,79.0,R,29,"[77, 98, 98, 95, 73]","[85, 93, 91, 82, 71]","[15, 30, 15, 19, 29]","['TBL', 'TBL', 'TBL', 'TBL', 'TBL']"
2025-2026,8475170,Brayden Schenn,NYI,F,4.7,23.2,10.1,63.8,,26.4,42.3,48.0,66.2,11.3,82.9,63.1,40.5,33.1,64.2,424,342,400,103.0,,328,254,232,151,392,77,165,265,298,160,444,282,193,Second Line,80.0,1341.5,18.0,21.0,39.0,21.06,39.58,48.36,C,73.0,200.0,1991-08-22,CAN,2009.0,1.0,5.0,L,34,"[72, 18, 8, 3, 10]","[49, 47, 23, 22, 27]","[7, 3, 7, 14, 12]","['STL', 'STL', 'STL', 'STL', 'NYI']"
2025-2026,8475848,Brendan Gallagher,MTL,F,68.5,94.8,49.3,17.0,,5.6,40.1,76.8,35.4,54.7,52.7,25.2,35.8,14.2,37.6,141,24,226,235.0,,420,264,104,288,201,211,333,286,382,278,444,282,193,Fourth Line,77.0,951.0,7.0,16.0,23.0,15.65,52.94,49.2,R,69.0,185.0,1992-05-06,CAN,2010.0,5.0,147.0,R,33,"[15, 71, 72, 82, 37]","[97, 89, 96, 95, 91]","[44, 70, 40, 66, 41]","['MTL', 'MTL', 'MTL', 'MTL', 'MTL']"
2025-2026,8479353,Brett Howden,VGK,F,24.3,16.2,25.7,,16.1,79.3,72.3,50.9,23.4,14.9,71.8,39.4,19.1,89.0,36.0,337,373,331,,163.0,93,123,219,340,376,126,270,360,50,285,444,282,193,Third Line,58.0,863.82,12.0,10.0,22.0,10.58,46.15,54.51,C,74.0,201.0,1998-03-29,CAN,2016.0,1.0,27.0,L,27,"[45, 5, 2, 27, 50]","[19, 12, 12, 14, 28]","[14, 34, 9, 28, 36]","['VGK', 'VGK', 'VGK', 'VGK', 'VGK']"
2025-2026,8478444,Brock Boeser,VAN,F,50.7,25.7,8.1,87.6,48.2,81.8,73.2,50.2,52.5,46.6,21.8,71.4,36.5,36.3,84.7,220,331,409,36.0,101.0,82,119,222,212,237,348,128,283,284,69,444,282,193,First Line,75.0,1429.0,22.0,26.0,48.0,22.88,31.52,39.6,R,73.0,208.0,1997-02-25,USA,2015.0,1.0,23.0,R,28,"[51, 14, 76, 64, 21]","[31, 38, 54, 18, 14]","[74, 8, 20, 10, 4]","['VAN', 'VAN', 'VAN', 'VAN', 'VAN']"
2025-2026,8475754,Brock Nelson,COL,F,85.4,76.8,28.2,79.4,81.9,87.2,93.0,92.3,74.1,59.0,18.5,70.7,82.4,92.1,64.4,66,104,320,59.0,36.0,58,32,35,116,182,363,131,79,36,159,444,282,193,First Line,81.0,1591.92,33.0,32.0,65.0,29.82,61.22,59.36,C,76.0,205.0,1991-10-15,USA,2010.0,1.0,30.0,L,33,"[93, 88, 76, 60, 93]","[52, 71, 64, 51, 90]","[23, 16, 9, 23, 52]","['NYI', 'NYI', 'NYI', 'COL', 'COL']"
2025-2026,8475810,Bryan Rust,PIT,F,67.6,71.2,6.8,81.2,38.9,81.5,96.2,96.4,77.5,43.0,28.8,82.9,60.1,91.0,99.3,145,129,415,54.0,119.0,83,18,17,101,253,317,77,178,41,4,444,282,193,First Line,72.0,1436.0,29.0,36.0,65.0,30.44,53.57,47.79,R,71.0,202.0,1992-05-11,USA,2010.0,3.0,80.0,R,33,"[60, 4, 75, 62, 59]","[69, 44, 81, 67, 64]","[28, 27, 21, 4, 7]","['PIT', 'PIT', 'PIT', 'PIT', 'PIT']"
2025-2026,8475714,Calle Jarnkrok,TOR,F,19.8,9.9,47.1,,2.6,64.4,29.5,9.2,15.3,41.7,42.8,14.6,20.5,15.8,24.8,357,401,236,,189.0,159,310,404,376,259,255,380,354,375,335,444,282,193,Fourth Line,56.0,663.0,6.0,2.0,8.0,4.45,30.77,40.24,C,72.0,193.0,1991-09-25,SWE,2010.0,2.0,51.0,R,33,"[17, 60, 18, None, 28]","[2, 21, 22, None, 7]","[42, 51, 50, None, 50]","['CGY', 'TOR', 'TOR', None, 'TOR']"
2025-2026,8484221,Calum Ritchie,NYI,F,26.4,18.0,20.7,19.5,,71.8,40.8,18.5,30.5,71.4,5.6,70.3,10.1,6.3,15.3,328,365,353,228.0,,126,261,363,309,128,420,133,400,417,377,444,282,193,Fourth Line,65.0,875.3,13.0,17.0,30.0,12.58,38.3,43.88,C,74.0,200.0,2005-01-21,CAN,2023.0,1.0,27.0,R,20,"[None, None, None, None, 32]","[None, None, None, None, 22]","[None, None, None, None, 22]","[None, None, None, None, 'NYI']"
2025-2026,8479336,Carl Grundstrom,PHI,F,24.8,47.1,43.5,,,33.6,38.7,45.3,3.2,12.2,95.5,28.8,25.9,16.7,30.4,335,236,252,,,296,270,244,430,388,21,317,330,371,310,444,282,193,Fourth Line,47.0,557.02,9.0,4.0,13.0,8.23,57.14,45.93,R,72.0,200.0,1997-12-01,SWE,2016.0,2.0,57.0,L,27,"[25, 67, 32, 8, 43]","[35, 55, 60, 58, 28]","[21, 44, 33, 53, 43]","['LAK', 'LAK', 'LAK', 'SJS', 'PHI']"
2025-2026,8477409,Carter Verhaeghe,FLA,F,76.8,91.2,22.3,78.7,,63.3,85.4,90.3,80.9,8.6,55.0,73.9,45.9,93.0,90.8,104,40,346,61.0,,164,65,44,86,404,201,117,241,32,42,444,282,193,Second Line,77.0,1356.18,25.0,30.0,55.0,23.28,49.52,50.67,C,74.0,183.0,1995-08-14,CAN,2013.0,3.0,82.0,L,30,"[84, 91, 85, 48, 82]","[92, 92, 87, 88, 90]","[75, 16, 34, 31, 13]","['FLA', 'FLA', 'FLA', 'FLA', 'FLA']"
2025-2026,8475231,Casey Cizikas,NYI,F,19.6,5.0,88.5,,31.1,22.1,18.0,30.0,19.1,36.9,85.1,20.0,16.2,21.4,27.0,358,423,52,,134.0,347,361,312,359,280,67,356,373,350,325,444,282,193,Fourth Line,81.0,953.2,10.0,8.0,18.0,12.92,45.1,49.43,C,71.0,191.0,1991-02-27,CAN,2009.0,4.0,92.0,L,34,"[33, 7, 43, 11, 24]","[7, 12, 9, 5, 7]","[78, 78, 79, 82, 91]","['NYI', 'NYI', 'NYI', 'NYI', 'NYI']"
2025-2026,8479999,Casey Mittelstadt,BOS,F,53.2,13.5,40.3,1.8,,92.8,66.4,13.5,74.5,41.2,13.7,58.1,78.6,53.8,70.3,209,385,266,278.0,,33,149,385,114,261,384,187,96,206,133,444,282,193,Third Line,71.0,1076.53,15.0,27.0,42.0,12.42,58.06,48.1,C,73.0,205.0,1998-11-22,USA,2017.0,1.0,8.0,L,26,"[23, 51, 63, 13, 70]","[31, 38, 50, 3, 20]","[24, 49, 72, 24, 48]","['BUF', 'BUF', 'COL', 'BOS', 'BOS']"
2025-2026,8476905,Chandler Stephenson,SEA,F,3.2,1.8,1.8,5.7,3.6,87.6,31.8,0.9,68.2,83.1,5.9,29.3,60.4,31.3,79.1,431,437,437,267.0,187.0,56,300,441,142,76,419,315,177,306,94,444,282,193,First Line,80.0,1550.53,16.0,33.0,49.0,10.97,42.68,36.63,C,72.0,201.0,1994-04-22,CAN,2012.0,3.0,77.0,L,31,"[45, 50, 9, 6, 2]","[20, 15, 13, 0, 1]","[36, 81, 5, 6, 0]","['VGK', 'VGK', 'VGK', 'SEA', 'SEA']"
2025-2026,8475745,Charlie Coyle,CBJ,F,64.2,50.0,48.2,34.8,87.6,64.6,59.0,51.8,82.0,77.0,54.1,24.1,73.4,90.8,83.8,160,223,231,185.0,25.0,158,182,215,81,103,205,338,119,42,73,444,282,193,First Line,82.0,1484.15,20.0,38.0,58.0,24.25,58.43,53.98,C,75.0,221.0,1992-03-02,USA,2010.0,1.0,28.0,R,33,"[65, 71, 55, 69, 57]","[48, 44, 19, 39, 68]","[83, 47, 33, 42, 60]","['BOS', 'BOS', 'BOS', 'COL', 'CBJ']"
2025-2026,8475184,Chris Kreider,ANA,F,79.7,84.0,39.0,95.7,,27.3,41.0,52.0,39.9,11.7,37.2,72.7,59.7,48.9,63.3,91,72,272,13.0,,324,260,214,268,390,280,122,180,228,164,444,282,193,Second Line,75.0,1278.67,22.0,28.0,50.0,24.95,50.53,53.39,L,75.0,232.0,1991-04-30,USA,2009.0,1.0,19.0,L,34,"[98, 90, 91, 67, 73]","[89, 88, 90, 72, 83]","[82, 71, 55, 33, 39]","['NYR', 'NYR', 'NYR', 'NYR', 'ANA']"
2025-2026,8477989,Christian Dvorak,PHI,F,6.5,28.6,25.0,62.1,2.1,19.8,43.7,57.0,64.6,47.3,20.7,26.4,70.3,42.3,64.0,416,318,334,108.0,190.0,357,248,192,158,234,353,328,133,257,161,444,282,193,First Line,80.0,1476.75,18.0,33.0,51.0,27.97,53.92,48.91,C,73.0,190.0,1996-02-02,USA,2014.0,2.0,58.0,L,29,"[38, 4, 10, 15, 5]","[53, 24, 21, 22, 36]","[10, 12, 11, 33, 30]","['MTL', 'MTL', 'MTL', 'MTL', 'PHI']"
2025-2026,8473512,Claude Giroux,OTT,F,91.4,85.1,90.8,83.0,88.6,53.6,36.9,25.0,60.4,74.8,18.7,63.7,34.0,81.5,79.5,39,67,42,49.0,23.0,207,278,334,177,113,362,162,294,83,92,444,282,193,Second Line,82.0,1336.78,14.0,35.0,49.0,17.5,58.14,56.6,R,71.0,186.0,1988-01-12,CAN,2006.0,1.0,22.0,R,37,"[97, 98, 95, 87, 86]","[92, 97, 94, 79, 77]","[94, 77, 86, 87, 90]","['FLA', 'OTT', 'OTT', 'OTT', 'OTT']"
2025-2026,8479343,Clayton Keller,UTA,F,82.7,89.0,59.5,20.6,,43.9,77.7,84.9,97.3,93.9,4.3,87.4,64.2,87.8,85.4,78,50,181,225.0,,250,99,68,13,28,426,57,160,55,66,444,282,193,First Line,82.0,1565.03,26.0,62.0,88.0,28.45,60.0,56.22,R,70.0,175.0,1998-07-29,USA,2016.0,1.0,7.0,L,27,"[87, 87, 88, 69, 80]","[62, 77, 73, 84, 93]","[55, 17, 34, 49, 75]","['ARI', 'ARI', 'ARI', 'UTA', 'UTA']"
2025-2026,8479996,Cody Glass,NJD,F,59.7,20.3,86.3,,,73.4,67.8,44.8,24.3,46.4,35.6,50.7,28.6,43.2,30.0,180,355,62,,,119,143,246,336,238,287,220,318,253,312,444,282,193,Third Line,70.0,952.97,19.0,7.0,26.0,13.84,54.29,49.58,C,75.0,201.0,1999-04-01,CAN,2017.0,1.0,6.0,R,26,"[None, 31, 15, 42, 83]","[None, 25, 13, 22, 25]","[None, 82, 33, 96, 87]","[None, 'NSH', 'NSH', 'NJD', 'NJD']"
2025-2026,8481540,Cole Caufield,MTL,F,93.0,93.7,3.2,66.0,,98.2,99.5,97.7,85.1,90.3,25.9,79.5,95.3,66.2,99.1,32,29,431,97.0,,9,3,11,67,44,330,92,22,151,5,444,282,193,First Line,81.0,1472.87,51.0,37.0,88.0,39.11,63.21,53.46,R,68.0,175.0,2001-01-02,USA,2019.0,1.0,15.0,R,24,"[55, 76, 37, 87, 98]","[60, 52, 90, 90, 94]","[4, 4, 3, 2, 7]","['MTL', 'MTL', 'MTL', 'MTL', 'MTL']"
2025-2026,8481043,Cole Koepke,WPG,F,38.7,24.1,61.5,,21.8,49.1,34.7,28.2,20.3,70.7,91.0,5.4,74.1,16.4,14.0,273,338,172,,152.0,227,288,320,354,131,41,421,116,372,383,444,282,193,Fourth Line,66.0,690.27,8.0,9.0,17.0,10.74,51.35,43.31,L,73.0,207.0,1998-05-17,USA,2018.0,6.0,183.0,L,27,"[None, None, None, 51, 29]","[None, None, None, 20, 30]","[None, None, None, 77, 38]","[None, None, None, 'BOS', 'WPG']"
2025-2026,8482149,Cole Perfetti,WPG,F,18.0,31.5,88.1,10.6,,6.3,30.6,58.6,72.1,20.9,33.1,95.7,59.0,68.9,25.5,365,305,54,253.0,,417,305,185,125,349,298,20,183,139,332,444,282,193,Second Line,68.0,1062.42,12.0,20.0,32.0,20.37,45.76,51.59,C,71.0,185.0,2002-01-01,CAN,2020.0,1.0,10.0,L,23,"[None, 34, 56, 32, 3]","[None, 33, 40, 31, 29]","[None, 87, 86, 81, 89]","[None, 'WPG', 'WPG', 'WPG', 'WPG']"
2025-2026,8481133,Cole Reinhardt,FLA,F,44.6,3.6,39.6,,,89.0,60.1,9.7,16.2,70.0,85.6,21.6,75.0,35.4,1.1,247,429,269,,,50,177,402,372,134,65,349,112,288,440,444,282,193,Fourth Line,59.0,628.3,9.0,6.0,15.0,6.03,48.84,44.02,L,73.0,207.0,2000-02-01,CAN,2020.0,6.0,181.0,L,25,"[None, None, None, None, 45]","[None, None, None, None, 5]","[None, None, None, None, 41]","[None, None, None, None, 'FLA']"
2025-2026,8482705,Cole Sillinger,CBJ,F,0.7,13.3,16.7,,10.9,7.7,17.1,44.6,64.4,5.0,64.6,45.9,42.3,74.5,67.6,442,386,371,,173.0,411,365,247,159,420,158,241,257,114,145,444,282,193,Third Line,81.0,1232.9,8.0,25.0,33.0,16.94,48.96,52.75,C,72.0,202.0,2003-05-16,USA,2021.0,1.0,12.0,L,22,"[21, 0, 2, 0, 0]","[36, 16, 29, 4, 29]","[19, 27, 12, 8, 44]","['CBJ', 'CBJ', 'CBJ', 'CBJ', 'CBJ']"
2025-2026,8482062,Cole Smith,VGK,F,15.8,28.8,81.1,,68.4,9.2,9.2,34.0,5.9,8.3,92.6,2.5,6.8,34.9,42.6,375,317,85,,62.0,404,400,294,418,405,34,434,415,290,256,444,282,193,Fourth Line,63.0,836.75,8.0,4.0,12.0,12.47,33.33,49.8,R,75.0,195.0,1995-10-28,USA,,,,L,29,"[None, 12, 13, 36, 11]","[None, 22, 27, 25, 33]","[None, 51, 64, 77, 82]","[None, 'NSH', 'NSH', 'NSH', 'VGK']"
2025-2026,8476278,Colin Blackwell,DAL,F,29.1,13.1,60.1,,61.7,29.7,12.2,14.2,31.5,80.6,65.8,15.5,41.9,34.7,26.8,316,387,178,,75.0,313,387,382,305,87,153,376,259,291,326,444,282,193,Fourth Line,70.0,832.48,4.0,11.0,15.0,7.53,46.81,46.55,C,68.0,181.0,1993-03-28,USA,2011.0,7.0,194.0,R,32,"[57, 27, 35, 30, 29]","[15, 16, 23, 17, 9]","[51, 21, 47, 55, 66]","['TOR', 'CHI', 'CHI', 'DAL', 'DAL']"
2025-2026,8484911,Collin Graf,SJS,F,41.4,22.3,50.9,,90.7,57.0,57.0,58.8,22.1,42.3,29.7,27.5,83.8,8.8,38.1,261,346,219,,19.0,192,191,184,346,256,313,323,73,406,276,444,282,193,Second Line,81.0,1331.87,21.0,25.0,46.0,21.52,50.0,47.95,R,73.0,190.0,2002-09-21,USA,,,,R,22,"[None, None, None, 31, 48]","[None, None, None, 23, 23]","[None, None, None, 46, 53]","[None, None, None, 'SJS', 'SJS']"
2025-2026,8482703,Colton Dach,EDM,F,14.0,9.2,46.2,,,26.8,11.7,23.2,25.9,56.3,98.2,36.5,49.3,2.0,57.2,383,404,240,,,326,389,342,329,194,9,283,226,436,191,444,282,193,Fourth Line,61.0,700.15,5.0,8.0,13.0,8.04,35.71,43.35,C,76.0,218.0,2003-01-04,CAN,2021.0,2.0,62.0,L,22,"[None, None, None, 21, 14]","[None, None, None, 16, 8]","[None, None, None, 32, 62]","[None, None, None, 'CHI', 'EDM']"
2025-2026,8476925,Colton Sissons,VGK,F,14.4,18.5,78.4,,4.1,16.2,16.9,32.0,21.6,29.1,67.3,7.9,7.4,52.0,16.2,381,363,97,,186.0,373,366,303,348,313,146,410,412,214,373,444,282,193,Fourth Line,66.0,824.82,6.0,5.0,11.0,10.44,38.46,51.15,C,73.0,200.0,1993-11-05,CAN,2012.0,2.0,50.0,R,31,"[11, 16, 7, 15, 26]","[5, 7, 45, 10, 18]","[88, 31, 64, 77, 80]","['NSH', 'NSH', 'NSH', 'NSH', 'VGK']"
2025-2026,8484144,Connor Bedard,CHI,F,6.1,54.1,0.5,72.3,,57.9,84.5,93.5,97.5,65.5,26.4,85.1,49.5,1.1,96.6,418,205,443,79.0,,188,69,30,12,154,328,67,225,440,16,444,282,193,First Line,69.0,1439.8,30.0,45.0,75.0,28.91,44.92,42.79,C,70.0,190.0,2005-07-17,CAN,2023.0,1.0,1.0,R,20,"[None, None, 24, 1, 12]","[None, None, 45, 37, 67]","[None, None, 2, 0, 0]","[None, None, 'CHI', 'CHI', 'CHI']"
2025-2026,8477015,Connor Brown,NJD,F,21.4,45.3,53.4,45.7,18.1,16.7,28.4,46.8,46.6,33.8,10.4,30.9,35.4,84.9,41.4,350,244,208,154.0,159.0,371,315,237,238,292,399,308,288,68,261,444,282,193,Second Line,75.0,1316.32,18.0,25.0,43.0,20.22,47.62,47.75,R,72.0,184.0,1994-01-14,CAN,2012.0,6.0,156.0,R,31,"[58, None, 4, 33, 35]","[65, None, 44, 43, 47]","[68, None, 51, 64, 47]","['OTT', None, 'EDM', 'EDM', 'NJD']"
2025-2026,8480980,Connor Dewar,PIT,F,58.6,26.6,89.6,,82.4,44.4,25.9,24.5,12.8,73.0,81.5,2.0,63.5,40.1,47.7,185,327,47,,35.0,248,326,336,387,121,83,436,163,267,233,444,282,193,Third Line,78.0,1086.1,14.0,16.0,30.0,16.45,57.53,50.99,C,70.0,187.0,1999-06-26,CAN,2018.0,3.0,92.0,L,26,"[48, 32, 62, 29, 74]","[26, 22, 24, 8, 47]","[70, 85, 90, 86, 88]","['MIN', 'MIN', 'TOR', 'PIT', 'PIT']"
2025-2026,8478402,Connor McDavid,EDM,F,100.0,100.0,42.6,100.0,78.8,43.0,95.9,99.5,99.3,99.8,39.9,96.8,36.9,99.3,92.1,1,1,256,1.0,42.0,254,19,3,4,2,268,15,281,4,36,444,282,193,First Line,82.0,1884.8,48.0,90.0,138.0,47.1,52.78,56.08,C,73.0,194.0,1997-01-13,CAN,2015.0,1.0,1.0,L,28,"[99, 100, 99, 99, 100]","[100, 100, 100, 100, 100]","[31, 75, 53, 69, 24]","['EDM', 'EDM', 'EDM', 'EDM', 'EDM']"
2025-2026,8481580,Connor McMichael,WSH,F,12.2,66.4,11.3,2.8,9.8,32.9,75.2,86.0,79.3,12.8,16.7,42.8,77.3,76.4,77.9,391,150,395,275.0,175.0,299,110,63,93,385,371,255,102,106,99,444,282,193,Second Line,78.0,1318.68,14.0,32.0,46.0,22.9,51.61,48.0,L,72.0,180.0,2001-01-15,CAN,2019.0,1.0,25.0,L,24,"[28, None, 15, 57, 1]","[61, None, 46, 83, 58]","[58, None, 33, 12, 7]","['WSH', None, 'WSH', 'WSH', 'WSH']"
2025-2026,8482074,Connor Zary,CGY,F,54.1,25.9,57.4,22.0,,61.7,66.2,50.0,19.6,93.7,25.7,68.0,50.9,37.4,35.8,205,330,190,221.0,,171,150,223,357,29,331,143,219,279,286,444,282,193,Third Line,74.0,1063.3,12.0,13.0,25.0,14.58,49.28,46.29,C,72.0,178.0,2001-09-25,CAN,2020.0,1.0,24.0,L,23,"[None, None, 75, 53, 38]","[None, None, 28, 36, 16]","[None, None, 60, 63, 50]","[None, None, 'CGY', 'CGY', 'CGY']"
2025-2026,8478856,Conor Garland,CBJ,F,82.0,86.3,84.9,37.6,26.4,30.4,48.9,57.9,66.0,91.9,32.9,42.6,40.3,40.3,65.1,81,62,68,177.0,143.0,310,227,188,152,37,299,256,266,266,156,444,282,193,Second Line,71.0,1220.62,12.0,21.0,33.0,17.39,40.58,46.12,R,70.0,165.0,1996-03-11,USA,2015.0,5.0,123.0,R,29,"[87, 84, 91, 74, 73]","[80, 63, 84, 76, 88]","[87, 83, 93, 94, 47]","['VAN', 'VAN', 'VAN', 'VAN', 'CBJ']"
