Season,Player ID,Player,Team,Position,ovr_pct,evo_pct,evd_pct,ppl_pct,pkl_pct,fin_pct,gol_pct,xgl_pct,ast_pct,pen_pct,hit_pct,ozs_pct,pdo_pct,tmt_pct,cmp_pct,ovr_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,ozs_rank,pdo_rank,tmt_rank,cmp_rank,all_players,ppl_players,pkl_players,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,Age,ovr_history,evo_history,evd_history,team_history
2021-2022,8481481,Blake Lizotte,LAK,F,55.6,57.3,75.3,,67.5,27.8,12.7,14.9,31.1,61.3,56.2,39.3,43.6,28.4,15.8,201,193,112,,65.0,326,386,384,311,175,198,274,255,323,380,450,292,197,Fourth Line,70.0,851.47,10.0,14.0,24.0,9.38,58.18,50.86,C,69.0,176.0,1997-12-13,USA,,,,L,23,"[None, None, 51, 36, 66]","[None, None, 56, 63, 56]","[None, None, 85, 60, 73]","[None, None, 'LAK', 'LAK', 'LAK']"
2021-2022,8471218,Blake Wheeler,WPG,F,70.0,86.4,23.8,89.0,,29.3,72.0,89.3,92.4,16.2,50.7,84.7,26.7,20.0,91.3,136,62,344,33.0,,319,127,49,35,374,223,70,331,361,40,450,292,197,First Line,65.0,1270.02,17.0,43.0,60.0,22.62,47.78,49.51,R,77.0,222.0,1986-08-31,USA,2004.0,1.0,5.0,R,35,"[90, 83, 94, 55, 44]","[97, 94, 87, 91, 81]","[86, 48, 85, 5, 18]","['WPG', 'WPG', 'WPG', 'WPG', 'WPG']"
2021-2022,8477500,Bo Horvat,VAN,F,62.0,84.7,15.1,43.8,22.3,70.0,58.4,64.0,73.3,15.3,50.2,23.1,44.2,34.9,95.8,172,70,383,165.0,154.0,136,187,163,121,378,225,347,252,294,20,450,292,197,First Line,70.0,1365.78,31.0,21.0,52.0,25.42,52.11,47.98,C,73.0,225.0,1995-04-05,CAN,2013.0,1.0,9.0,L,26,"[75, 59, 24, 59, 74]","[86, 91, 90, 83, 79]","[16, 17, 6, 16, 29]","['VAN', 'VAN', 'VAN', 'VAN', 'VAN']"
2021-2022,8476432,Boone Jenner,CBJ,F,30.0,63.8,7.6,3.4,51.3,58.2,69.3,71.6,57.1,42.7,66.2,24.9,31.6,16.4,94.7,316,164,417,283.0,97.0,189,139,129,194,259,153,339,309,377,25,450,292,197,First Line,59.0,1207.42,23.0,21.0,44.0,19.84,48.31,41.54,C,74.0,204.0,1993-06-15,CAN,2011.0,2.0,37.0,L,28,"[13, 39, 2, 36, 54]","[62, 73, 65, 65, 64]","[17, 30, 19, 23, 3]","['CBJ', 'CBJ', 'CBJ', 'CBJ', 'CBJ']"
2021-2022,8479383,Boris Katchouk,CHI,F,41.8,25.6,73.1,,,16.0,3.8,10.0,3.8,92.0,89.6,4.0,16.2,47.6,17.8,263,336,122,,,379,424,406,433,37,48,433,378,237,371,450,292,197,Fourth Line,59.0,585.3,3.0,4.0,7.0,5.84,39.39,48.65,L,74.0,212.0,1998-06-18,CAN,2016.0,2.0,44.0,L,23,"[None, None, None, None, 44]","[None, None, None, None, 26]","[None, None, None, None, 69]","[None, None, None, None, 'CHI']"
2021-2022,8473419,Brad Marchand,BOS,F,98.0,92.2,58.9,87.3,95.4,97.3,97.1,88.9,96.0,53.8,40.4,94.0,60.7,99.8,93.6,10,36,186,38.0,10.0,13,14,51,19,209,269,28,178,2,30,450,292,197,First Line,70.0,1347.38,32.0,48.0,80.0,27.56,60.92,63.94,L,69.0,180.0,1988-05-11,CAN,2006.0,3.0,71.0,L,33,"[95, 91, 98, 95, 96]","[89, 91, 90, 92, 91]","[21, 18, 44, 30, 82]","['BOS', 'BOS', 'BOS', 'BOS', 'BOS']"
2021-2022,8470755,Brad Richardson,VAN,F,31.3,18.2,57.1,,67.0,47.8,15.3,6.2,19.6,32.0,51.1,16.0,45.3,45.6,31.8,310,369,194,,66.0,236,374,423,363,303,221,379,247,246,308,450,292,197,Fourth Line,44.0,453.3,4.0,4.0,8.0,3.61,45.83,43.91,R,72.0,190.0,1985-02-04,CAN,2003.0,5.0,163.0,L,36,"[2, 78, 12, 51, 34]","[38, 38, 19, 32, 15]","[61, 95, 48, 84, 37]","['ARI', 'ARI', 'ARI', 'NSH', 'VAN']"
2021-2022,8480801,Brady Tkachuk,OTT,F,60.7,96.2,6.0,88.4,,0.2,78.7,98.9,86.9,96.7,99.6,75.8,37.8,24.9,92.2,178,18,424,35.0,,450,97,6,60,16,3,110,281,339,36,450,292,197,First Line,79.0,1485.12,30.0,37.0,67.0,34.82,52.34,47.96,L,76.0,226.0,1999-09-16,USA,2018.0,1.0,4.0,L,21,"[None, 59, 51, 53, 67]","[None, 77, 96, 96, 94]","[None, 44, 15, 2, 6]","[None, 'OTT', 'OTT', 'OTT', 'OTT']"
2021-2022,8479520,Brandon Duhaime,MIN,F,3.1,10.7,61.1,,,23.6,8.2,7.8,18.7,1.1,92.9,12.2,44.7,72.4,37.6,437,403,176,,,345,405,416,367,441,33,396,250,125,282,450,292,197,Fourth Line,80.0,817.45,6.0,11.0,17.0,7.78,48.15,48.14,L,74.0,210.0,1997-05-22,USA,2016.0,4.0,106.0,L,24,"[None, None, None, None, 5]","[None, None, None, None, 13]","[None, None, None, None, 59]","[None, None, None, None, 'MIN']"
2021-2022,8479542,Brandon Hagel,TBL,F,70.9,55.8,28.2,6.5,42.6,81.1,64.9,44.0,63.1,93.6,68.9,26.9,14.7,25.8,49.3,132,200,324,274.0,114.0,86,158,253,167,30,141,330,385,335,229,450,292,197,Second Line,77.0,1259.47,25.0,19.0,44.0,16.93,42.86,48.31,L,74.0,186.0,1998-08-27,CAN,2016.0,6.0,159.0,L,23,"[None, None, None, 41, 80]","[None, None, None, 54, 62]","[None, None, None, 36, 24]","[None, None, None, 'CHI', 'TBL']"
2021-2022,8476438,Brandon Saad,STL,F,85.6,87.8,23.6,5.5,74.1,91.6,90.7,73.1,40.0,55.6,3.6,42.9,68.9,53.3,46.4,66,56,345,277.0,52.0,39,43,122,271,201,435,258,141,211,242,450,292,197,Second Line,78.0,1269.17,24.0,25.0,49.0,19.68,58.23,46.22,L,73.0,207.0,1992-10-27,USA,2011.0,2.0,43.0,L,28,"[32, 77, 77, 93, 74]","[90, 90, 93, 91, 80]","[46, 65, 16, 65, 12]","['CHI', 'CHI', 'CHI', 'COL', 'STL']"
2021-2022,8479293,Brandon Tanev,SEA,F,59.1,2.9,95.6,,42.1,67.6,51.8,30.7,31.3,70.7,99.3,14.9,65.6,40.0,34.2,185,438,21,,115.0,147,217,313,310,133,4,384,156,271,297,450,292,197,Third Line,30.0,437.07,9.0,6.0,15.0,7.02,45.83,49.78,L,72.0,189.0,1991-12-31,CAN,,,,L,29,"[30, 56, 52, 66, 58]","[7, 5, 1, 11, 6]","[79, 78, 96, 92, 92]","['WPG', 'WPG', 'PIT', 'PIT', 'SEA']"
2021-2022,8478010,Brayden Point,TBL,F,93.6,85.3,52.9,92.1,,85.6,92.4,91.8,82.0,95.6,31.1,95.1,84.9,90.2,87.6,30,67,213,24.0,,66,35,38,82,21,311,23,69,45,57,450,292,197,First Line,66.0,1284.48,28.0,30.0,58.0,28.39,51.35,52.2,C,71.0,177.0,1996-03-13,CAN,2014.0,3.0,79.0,R,25,"[89, 93, 95, 97, 77]","[78, 77, 85, 80, 85]","[78, 53, 80, 86, 15]","['TBL', 'TBL', 'TBL', 'TBL', 'TBL']"
2021-2022,8475170,Brayden Schenn,STL,F,70.7,67.1,8.7,69.5,,92.9,74.2,46.2,86.7,11.3,78.4,53.8,93.8,46.4,73.1,133,149,412,90.0,,33,117,243,61,396,98,209,29,242,122,450,292,197,Second Line,62.0,1102.65,24.0,34.0,58.0,15.14,56.47,45.79,C,73.0,200.0,1991-08-22,CAN,2009.0,1.0,5.0,L,30,"[72, 40, 80, 45, 72]","[82, 97, 66, 84, 49]","[18, 9, 23, 6, 7]","['STL', 'STL', 'STL', 'STL', 'STL']"
2021-2022,8475848,Brendan Gallagher,MTL,F,75.6,98.7,64.2,60.3,,0.4,71.3,99.3,72.0,82.2,52.0,30.2,67.1,81.8,33.8,111,7,162,117.0,,449,130,4,127,81,217,315,149,83,299,450,292,197,Third Line,56.0,841.03,7.0,17.0,24.0,18.78,50.79,51.28,R,69.0,185.0,1992-05-06,CAN,2010.0,5.0,147.0,R,29,"[94, 94, 87, 93, 15]","[97, 98, 99, 98, 97]","[60, 32, 64, 78, 44]","['MTL', 'MTL', 'MTL', 'MTL', 'MTL']"
2021-2022,8477962,Brendan Lemieux,LAK,F,27.8,36.9,30.2,,,39.3,32.9,31.8,27.8,62.9,90.9,53.3,37.1,29.8,10.2,326,285,315,,,274,300,308,326,168,42,211,284,317,405,450,292,197,Fourth Line,50.0,537.25,8.0,5.0,13.0,7.3,53.49,54.19,L,73.0,215.0,1996-03-15,USA,2014.0,2.0,31.0,L,25,"[None, 79, 18, 27, 41]","[None, 36, 48, 10, 52]","[None, 26, 25, 26, 40]","[None, 'NYR', 'NYR', 'LAK', 'LAK']"
2021-2022,8479353,Brett Howden,VGK,F,7.6,14.4,8.2,,,50.0,25.6,18.2,27.3,68.4,64.0,39.6,60.2,37.1,20.7,417,386,414,,,226,331,369,328,143,163,273,180,284,358,450,292,197,Fourth Line,47.0,500.82,9.0,11.0,20.0,5.25,57.14,50.62,C,74.0,201.0,1998-03-29,CAN,2016.0,1.0,27.0,L,23,"[None, 4, 1, 3, 45]","[None, 44, 8, 18, 19]","[None, 4, 5, 11, 14]","[None, 'NYR', 'NYR', 'NYR', 'VGK']"
2021-2022,8481517,Brett Leason,WSH,F,37.6,34.2,67.6,,,44.0,17.7,11.6,3.1,29.3,12.7,24.4,41.1,77.1,8.7,282,297,147,,,253,364,399,436,315,394,341,266,104,412,450,292,197,Fringe,36.0,322.4,3.0,3.0,6.0,3.4,50.0,51.46,R,77.0,220.0,1999-04-30,CAN,2019.0,2.0,56.0,R,22,"[None, None, None, None, 40]","[None, None, None, None, 33]","[None, None, None, None, 65]","[None, None, None, None, 'WSH']"
2021-2022,8476439,Brett Ritchie,CGY,F,24.0,38.9,82.2,,,17.6,16.2,34.4,10.7,10.9,93.8,63.1,5.6,70.7,29.1,343,276,81,,,372,370,296,403,398,29,167,426,133,320,450,292,197,Fourth Line,41.0,398.62,3.0,1.0,4.0,4.78,40.62,57.82,R,76.0,215.0,1993-07-01,CAN,2011.0,2.0,44.0,R,28,"[28, 8, 48, 10, 36]","[56, 28, 40, 15, 53]","[89, 64, 83, 65, 85]","['DAL', 'DAL', 'BOS', 'CGY', 'CGY']"
2021-2022,8470619,Brian Boyle,PIT,F,37.3,10.4,65.6,,18.3,73.3,53.6,32.9,34.7,24.0,63.8,12.0,63.8,66.7,30.4,283,404,156,,162.0,121,209,303,295,339,164,397,164,151,314,450,292,197,Fourth Line,66.0,712.07,11.0,10.0,21.0,7.66,54.76,49.53,C,78.0,245.0,1984-12-18,USA,2003.0,1.0,26.0,L,36,"[56, 49, 15, None, 54]","[21, 10, 11, None, 14]","[88, 70, 59, None, 63]","['NJD', 'NSH', 'FLA', None, 'PIT']"
2021-2022,8478444,Brock Boeser,VAN,F,63.1,40.9,54.2,83.6,,64.0,63.8,70.7,60.9,29.6,8.4,95.3,68.7,50.2,92.7,167,267,207,49.0,,163,163,133,177,314,413,22,142,225,34,450,292,197,First Line,71.0,1320.53,23.0,23.0,46.0,25.23,50.72,49.08,R,73.0,208.0,1997-02-25,USA,2015.0,1.0,23.0,R,24,"[91, 74, 54, 80, 51]","[37, 41, 27, 62, 31]","[26, 38, 60, 24, 74]","['VAN', 'VAN', 'VAN', 'VAN', 'VAN']"
2021-2022,8476934,Brock McGinn,PIT,F,31.6,27.3,28.0,,29.4,62.4,56.9,50.2,34.4,56.7,65.6,26.7,33.1,87.3,35.3,309,328,325,,140.0,170,194,225,296,196,156,331,302,58,292,450,292,197,Third Line,64.0,959.68,12.0,10.0,22.0,12.22,47.27,49.41,L,72.0,191.0,1994-02-02,CAN,2012.0,2.0,47.0,L,27,"[12, 1, 8, 66, 25]","[56, 2, 35, 30, 23]","[13, 20, 21, 29, 30]","['CAR', 'CAR', 'CAR', 'CAR', 'PIT']"
2021-2022,8475754,Brock Nelson,NYI,F,78.0,30.0,36.0,81.8,,90.0,91.3,87.3,68.4,77.8,18.2,48.9,85.6,46.2,83.3,100,316,289,54.0,,46,40,58,143,101,369,231,66,243,76,450,292,197,Second Line,72.0,1272.87,37.0,22.0,59.0,22.93,53.33,48.14,C,76.0,205.0,1991-10-15,USA,2010.0,1.0,30.0,L,29,"[19, 52, 40, 26, 93]","[9, 11, 6, 30, 52]","[20, 40, 56, 43, 23]","['NYI', 'NYI', 'NYI', 'NYI', 'NYI']"
2021-2022,8475810,Bryan Rust,PIT,F,73.1,69.3,46.9,85.3,,47.6,82.0,92.9,79.1,60.0,51.3,91.8,86.9,92.4,96.2,122,139,240,44.0,,237,82,33,95,181,220,38,60,35,18,450,292,197,First Line,60.0,1126.22,24.0,34.0,58.0,25.9,53.85,50.41,R,71.0,202.0,1992-05-11,USA,2010.0,3.0,80.0,R,29,"[39, 69, 88, 69, 60]","[55, 61, 71, 66, 69]","[87, 37, 72, 55, 28]","['PIT', 'PIT', 'PIT', 'PIT', 'PIT']"
2021-2022,8473504,Cal Clutterbuck,NYI,F,44.0,14.0,89.6,,47.2,24.9,5.3,7.3,11.1,78.4,98.7,5.1,31.3,44.2,38.4,253,388,48,,105.0,339,417,418,401,98,7,428,310,252,278,450,292,197,Third Line,59.0,828.47,6.0,9.0,15.0,8.17,37.84,44.78,R,71.0,215.0,1987-11-18,CAN,2006.0,3.0,72.0,R,33,"[12, 19, 55, 40, 40]","[13, 48, 16, 41, 5]","[64, 92, 79, 78, 92]","['NYI', 'NYI', 'NYI', 'NYI', 'NYI']"
2021-2022,8475714,Calle Jarnkrok,CGY,F,35.1,1.8,69.8,12.7,4.6,74.9,56.2,31.6,25.3,80.0,18.9,64.4,70.2,60.2,54.9,293,443,137,256.0,189.0,114,197,309,337,91,366,161,135,180,204,450,292,197,Second Line,66.0,1058.48,12.0,18.0,30.0,11.65,45.07,46.05,C,72.0,193.0,1991-09-25,SWE,2010.0,2.0,51.0,R,29,"[53, 29, 23, 68, 17]","[20, 6, 3, 5, 2]","[69, 90, 73, 83, 42]","['NSH', 'NSH', 'NSH', 'NSH', 'CGY']"
2021-2022,8474715,Cam Atkinson,PHI,F,53.6,76.2,8.4,66.1,92.9,40.2,72.7,84.2,77.8,50.7,1.3,74.2,66.0,28.0,91.1,210,108,413,100.0,15.0,270,124,72,101,223,445,117,154,325,41,450,292,197,First Line,73.0,1331.98,23.0,27.0,50.0,25.52,54.95,44.99,R,68.0,178.0,1989-06-05,USA,2008.0,6.0,157.0,R,32,"[67, 90, 49, 56, 54]","[91, 86, 80, 73, 69]","[11, 15, 20, 7, 6]","['CBJ', 'CBJ', 'CBJ', 'CBJ', 'PHI']"
2021-2022,8479336,Carl Grundstrom,LAK,F,16.2,35.1,11.3,,,69.1,51.1,32.2,9.3,14.0,91.3,70.7,52.9,23.1,29.6,378,293,400,,,140,220,306,409,384,40,133,213,347,318,450,292,197,Fourth Line,54.0,588.05,9.0,6.0,15.0,8.69,55.88,48.98,R,72.0,200.0,1997-12-01,SWE,2016.0,2.0,57.0,L,23,"[None, None, None, 19, 25]","[None, None, None, 39, 35]","[None, None, None, 4, 21]","[None, None, None, 'LAK', 'LAK']"
2021-2022,8474176,Carl Hagelin,WSH,F,59.3,64.9,90.0,,100.0,5.3,10.0,36.0,46.0,14.2,11.1,3.1,74.0,82.2,51.8,184,159,46,,1.0,427,398,289,244,383,401,437,118,81,218,450,292,197,Third Line,53.0,754.57,3.0,11.0,14.0,7.04,60.0,49.77,L,72.0,183.0,1988-08-23,SWE,2007.0,6.0,168.0,L,33,"[77, 68, 67, 72, 42]","[72, 85, 55, 73, 60]","[96, 97, 86, 93, 81]","['PIT', 'WSH', 'WSH', 'WSH', 'WSH']"
2021-2022,8477409,Carter Verhaeghe,FLA,F,82.7,87.6,74.2,19.9,,84.7,94.4,93.1,73.8,6.9,44.9,48.2,66.4,98.0,48.4,79,57,117,235.0,,70,26,32,119,416,249,234,152,10,233,450,292,197,Second Line,78.0,1252.13,24.0,31.0,55.0,21.96,60.82,58.68,C,74.0,183.0,1995-08-14,CAN,2013.0,3.0,82.0,L,26,"[None, None, 66, 85, 84]","[None, None, 50, 93, 92]","[None, None, 43, 81, 75]","[None, None, 'TBL', 'FLA', 'FLA']"
2021-2022,8475231,Casey Cizikas,NYI,F,46.2,18.0,88.7,,77.7,44.4,42.9,43.6,9.1,18.2,88.9,3.8,61.1,37.8,38.2,243,370,52,,45.0,251,256,255,410,365,51,434,176,281,279,450,292,197,Third Line,74.0,1017.27,10.0,6.0,16.0,10.56,39.58,42.45,C,71.0,191.0,1991-02-27,CAN,2009.0,4.0,92.0,L,30,"[26, 74, 55, 54, 33]","[19, 45, 46, 27, 7]","[67, 82, 95, 83, 78]","['NYI', 'NYI', 'NYI', 'NYI', 'NYI']"
2021-2022,8479999,Casey Mittelstadt,BUF,F,19.8,20.0,13.8,28.4,,61.8,30.9,13.3,29.6,57.8,10.0,65.1,24.4,11.3,90.7,362,361,389,210.0,,173,309,391,318,191,406,158,341,400,43,450,292,197,Second Line,40.0,644.82,6.0,13.0,19.0,7.24,41.86,45.12,C,73.0,205.0,1998-11-22,USA,2017.0,1.0,8.0,L,22,"[None, 40, 21, 26, 23]","[None, 10, 9, 24, 31]","[None, 21, 16, 6, 24]","[None, 'BUF', 'BUF', 'BUF', 'BUF']"
2021-2022,8476905,Chandler Stephenson,VGK,F,63.6,28.7,63.3,40.4,60.4,83.8,62.4,26.2,82.7,33.6,46.9,72.4,90.4,98.2,64.4,165,322,166,175.0,79.0,74,169,333,79,296,240,125,44,9,161,450,292,197,First Line,79.0,1526.03,21.0,43.0,64.0,18.18,51.72,50.92,C,72.0,201.0,1994-04-22,CAN,2012.0,3.0,77.0,L,27,"[43, 20, 60, 82, 45]","[16, 6, 46, 26, 20]","[60, 44, 81, 75, 36]","['WSH', 'WSH', 'VGK', 'VGK', 'VGK']"
2021-2022,8475745,Charlie Coyle,BOS,F,57.3,42.0,85.6,9.2,81.2,52.7,40.0,30.2,55.8,50.4,44.2,44.4,25.8,82.7,21.3,193,262,66,266.0,38.0,214,269,315,200,224,252,251,335,79,355,450,292,197,Second Line,82.0,1427.45,16.0,28.0,44.0,16.99,47.78,53.09,C,75.0,221.0,1992-03-02,USA,2010.0,1.0,28.0,R,29,"[65, 42, 82, 14, 65]","[58, 52, 62, 13, 48]","[87, 91, 95, 57, 83]","['MIN', 'BOS', 'BOS', 'BOS', 'BOS']"
2021-2022,8475184,Chris Kreider,NYR,F,96.7,88.7,77.8,96.6,38.1,95.6,85.8,82.0,48.7,19.3,72.4,31.8,76.7,60.0,97.6,16,52,101,11.0,123.0,21,65,82,232,360,125,308,106,181,12,450,292,197,First Line,81.0,1517.15,52.0,25.0,77.0,35.82,55.06,52.34,L,75.0,232.0,1991-04-30,USA,2009.0,1.0,19.0,L,30,"[74, 87, 86, 93, 98]","[93, 90, 87, 87, 89]","[63, 87, 28, 89, 82]","['NYR', 'NYR', 'NYR', 'NYR', 'NYR']"
2021-2022,8476919,Chris Tierney,OTT,F,4.4,35.3,20.7,7.9,,18.0,6.4,14.2,41.8,34.0,10.9,13.3,17.8,22.0,64.0,431,292,358,270.0,,370,412,387,263,294,402,391,371,352,163,450,292,197,Fourth Line,70.0,869.02,6.0,12.0,18.0,8.39,42.31,48.48,C,73.0,191.0,1994-07-01,CAN,2012.0,2.0,55.0,L,27,"[29, 10, 4, 8, 8]","[63, 57, 43, 15, 43]","[7, 8, 16, 18, 29]","['SJS', 'OTT', 'OTT', 'OTT', 'OTT']"
2021-2022,8477989,Christian Dvorak,MTL,F,41.6,56.9,19.6,26.7,34.5,54.4,48.4,52.0,66.2,61.8,26.4,32.7,62.4,33.6,83.6,264,195,363,215.0,130.0,206,232,217,153,173,332,304,170,300,75,450,292,197,Second Line,56.0,972.88,11.0,22.0,33.0,11.81,44.78,44.66,C,73.0,190.0,1996-02-02,USA,2014.0,2.0,58.0,L,25,"[8, None, 48, 43, 38]","[40, None, 64, 61, 53]","[20, None, 33, 38, 10]","['ARI', None, 'ARI', 'ARI', 'MTL']"
2021-2022,8478432,Christian Fischer,ARI,F,29.6,13.6,56.4,22.6,85.3,20.4,10.4,16.4,11.8,90.4,89.8,9.6,15.6,16.2,76.9,318,390,197,227.0,30.0,359,396,377,398,44,47,408,381,378,105,450,292,197,Fourth Line,53.0,694.95,5.0,5.0,10.0,7.62,31.43,38.22,R,74.0,212.0,1997-04-15,USA,2015.0,2.0,32.0,R,24,"[26, 48, 46, 33, 22]","[39, 8, 25, 13, 10]","[61, 63, 86, 58, 33]","['ARI', 'ARI', 'ARI', 'ARI', 'ARI']"
2021-2022,8473512,Claude Giroux,FLA,F,96.9,94.4,84.7,93.2,80.2,82.4,72.4,56.0,74.0,94.4,18.7,66.7,35.6,51.1,91.6,15,26,70,21.0,40.0,80,125,199,118,26,367,151,291,221,39,450,292,197,First Line,75.0,1430.25,21.0,44.0,65.0,17.69,57.32,53.29,R,71.0,186.0,1988-01-12,CAN,2006.0,1.0,22.0,R,33,"[100, 93, 93, 96, 97]","[92, 82, 93, 95, 92]","[50, 29, 58, 58, 94]","['PHI', 'PHI', 'PHI', 'PHI', 'FLA']"
2021-2022,8479343,Clayton Keller,ARI,F,76.2,63.3,34.4,7.5,25.9,89.6,88.9,72.4,81.6,87.1,13.1,78.7,67.3,18.0,85.8,108,166,296,271.0,147.0,48,51,125,84,59,392,97,148,370,65,450,292,197,First Line,67.0,1349.3,28.0,35.0,63.0,20.94,49.55,44.99,R,70.0,175.0,1998-07-29,USA,2016.0,1.0,7.0,L,23,"[47, 35, 23, 65, 87]","[41, 54, 27, 81, 62]","[14, 6, 31, 20, 55]","['ARI', 'ARI', 'ARI', 'ARI', 'ARI']"
2021-2022,8475236,Cody Eakin,BUF,F,0.7,0.2,21.6,,24.9,25.3,4.2,6.0,8.9,56.4,18.0,27.1,26.2,24.2,40.2,448,450,354,,149.0,337,422,424,411,197,370,329,333,342,270,450,292,197,Third Line,69.0,937.5,4.0,8.0,12.0,5.31,37.04,39.23,C,72.0,196.0,1991-05-24,CAN,2009.0,3.0,85.0,L,30,"[9, 53, 7, 0, 2]","[2, 2, 5, 0, 0]","[23, 12, 15, 6, 53]","['VGK', 'VGK', 'WPG', 'BUF', 'BUF']"
2021-2022,8481540,Cole Caufield,MTL,F,54.9,59.6,2.2,49.0,,80.4,89.1,83.6,27.1,89.6,1.6,49.1,31.8,9.3,71.3,204,183,441,150.0,,89,50,75,329,48,444,230,308,409,130,450,292,197,Second Line,67.0,1117.58,23.0,20.0,43.0,19.49,43.62,44.88,R,68.0,175.0,2001-01-02,USA,2019.0,1.0,15.0,R,20,"[None, None, None, None, 55]","[None, None, None, None, 60]","[None, None, None, None, 4]","[None, None, None, None, 'MTL']"
2021-2022,8482705,Cole Sillinger,CBJ,F,16.0,37.8,18.4,31.2,,44.9,70.9,76.2,26.0,27.6,56.7,89.3,10.2,4.7,40.7,379,281,368,202.0,,249,132,108,334,323,196,49,405,430,268,450,292,197,Third Line,79.0,1082.35,16.0,15.0,31.0,17.47,38.2,44.75,C,72.0,202.0,2003-05-16,USA,2021.0,1.0,12.0,L,18,"[None, None, None, None, 21]","[None, None, None, None, 36]","[None, None, None, None, 19]","[None, None, None, None, 'CBJ']"
2021-2022,8476278,Colin Blackwell,TOR,F,58.0,22.2,42.7,,56.3,80.2,57.8,25.1,32.2,76.2,70.7,32.9,79.6,50.9,37.3,190,351,259,,87.0,90,190,338,306,108,133,303,93,222,283,450,292,197,Fourth Line,58.0,692.17,10.0,10.0,20.0,7.51,45.65,47.21,C,68.0,181.0,1993-03-28,USA,2011.0,7.0,194.0,R,28,"[None, None, 58, 59, 57]","[None, None, 36, 32, 15]","[None, None, 60, 20, 51]","[None, None, 'NSH', 'NYR', 'TOR']"
2021-2022,8478400,Colin White,OTT,F,12.4,32.7,70.0,50.0,,7.1,5.8,44.9,14.0,27.1,53.8,61.3,2.7,27.8,15.6,395,304,136,147.0,,419,415,249,388,325,209,175,439,326,381,450,292,197,Third Line,24.0,368.1,3.0,7.0,10.0,6.08,34.78,49.92,C,73.0,195.0,1997-01-30,USA,2015.0,1.0,21.0,R,24,"[None, 52, 8, 28, 17]","[None, 30, 24, 39, 34]","[None, 78, 30, 72, 79]","[None, 'OTT', 'OTT', 'OTT', 'OTT']"
2021-2022,8474098,Colton Sceviour,EDM,F,52.7,43.8,80.7,,26.9,50.2,16.7,5.1,10.9,38.9,60.7,6.4,19.6,44.0,22.0,214,254,88,,145.0,225,368,428,402,276,178,422,363,253,352,450,292,197,Fourth Line,35.0,331.57,2.0,3.0,5.0,2.98,37.5,48.33,C,72.0,190.0,1989-04-20,CAN,2007.0,4.0,112.0,R,32,"[60, 38, 54, 61, 46]","[51, 35, 67, 30, 34]","[77, 82, 68, 81, 80]","['FLA', 'FLA', 'FLA', 'PIT', 'EDM']"
2021-2022,8476925,Colton Sissons,NSH,F,35.3,3.6,94.7,,32.0,57.6,29.1,12.2,22.0,10.2,74.2,2.7,64.9,56.7,39.3,292,435,25,,135.0,192,316,396,352,401,117,439,159,196,274,450,292,197,Second Line,79.0,1276.82,7.0,21.0,28.0,10.97,47.06,48.78,C,73.0,200.0,1993-11-05,CAN,2012.0,2.0,50.0,R,27,"[28, 41, 64, 52, 11]","[23, 33, 7, 5, 5]","[85, 90, 92, 96, 88]","['NSH', 'NSH', 'NSH', 'NSH', 'NSH']"
2021-2022,8477015,Connor Brown,OTT,F,66.9,50.9,70.7,37.7,24.4,71.1,68.7,63.8,69.3,73.8,10.7,18.0,24.0,29.6,92.9,150,222,133,183.0,150.0,131,142,164,139,119,403,370,343,318,33,450,292,197,First Line,64.0,1283.63,10.0,29.0,39.0,14.45,44.44,48.38,R,72.0,184.0,1994-01-14,CAN,2012.0,6.0,156.0,R,27,"[45, 12, 53, 82, 58]","[54, 13, 37, 23, 65]","[42, 26, 79, 57, 68]","['TOR', 'TOR', 'OTT', 'OTT', 'OTT']"
2021-2022,8480980,Connor Dewar,MIN,F,44.7,25.3,73.6,,,28.0,6.2,8.2,23.3,86.0,58.4,18.2,3.6,76.4,16.9,250,337,120,,,325,413,414,346,64,188,369,435,107,375,450,292,197,Fourth Line,35.0,346.37,2.0,4.0,6.0,3.37,43.48,53.85,C,70.0,187.0,1999-06-26,CAN,2018.0,3.0,92.0,L,22,"[None, None, None, None, 48]","[None, None, None, None, 26]","[None, None, None, None, 70]","[None, None, None, None, 'MIN']"
2021-2022,8478402,Connor McDavid,EDM,F,99.8,100.0,5.6,100.0,,83.1,98.7,99.8,100.0,99.6,42.7,90.4,72.0,48.4,90.2,2,1,426,1.0,,77,7,2,1,3,259,44,127,233,45,450,292,197,First Line,80.0,1765.3,44.0,79.0,123.0,44.95,59.02,57.57,C,73.0,194.0,1997-01-13,CAN,2015.0,1.0,1.0,L,24,"[99, 98, 99, 99, 99]","[100, 100, 100, 100, 100]","[6, 0, 1, 2, 31]","['EDM', 'EDM', 'EDM', 'EDM', 'EDM']"
