Season,Player,Team,Position,tot_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,pdo_rank,ozs_rank,tmt_rank,cmp_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID,Specific Position,tot_history,evo_history,evd_history,ppl_history,pkl_history,team_history
2008-2009,Chris Kunitz,PIT,F,,,,,,,100.0,110.0,88.0,276.0,83.0,116.0,94.0,,,Second Line,82,1347.7166666667,23,30,53,20.51,58.54,57.09,28,1979-09-26,CAN,CAN,72,188,-,-,-,8470543,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'ANA', 'PIT']"
2008-2009,Chris Neil,OTT,F,,,,,,,380.0,245.0,189.0,335.0,9.0,284.0,157.0,,,Fourth Line,60,658.4,3,7,10,5.84,36.59,46.48,29,1979-06-18,CAN,CAN,73,209,1998,6,161,8467493,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'OTT', 'OTT']"
2008-2009,Chris Stewart,COL,F,,,,,,,95.0,220.0,352.0,83.0,114.0,301.0,74.0,,,Fourth Line,53,653.23333333333,11,8,19,7.61,31.91,42.79,20,1987-10-30,CAN,CAN,74,242,2006,1,18,8473485,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'COL']"
2008-2009,Chris Thorburn,ATL,F,,,,,,,277.0,251.0,294.0,315.0,81.0,206.0,315.0,,,Fourth Line,82,786.43333333333,7,8,15,8.09,40.74,46.71,25,1983-06-03,CAN,CAN,75,235,2001,2,50,8469501,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'ATL', 'ATL']"
2008-2009,Chuck Kobasew,BOS,F,,,,,,,90.0,65.0,100.0,232.0,109.0,36.0,326.0,,,Third Line,68,998.9,21,21,42,16.32,54.29,48.31,26,1982-04-17,CAN,CAN,72,192,2001,1,14,8469467,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'BOS', 'BOS']"
2008-2009,Clarke MacArthur,BUF,F,,,,,,,73.0,243.0,275.0,352.0,195.0,161.0,368.0,,,Third Line,71,981.46666666667,17,14,31,11.38,46.88,51.47,23,1985-04-06,CAN,CAN,72,192,2003,3,74,8470667,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'BUF', 'BUF']"
2008-2009,Claude Giroux,PHI,F,,,,,,,114.0,108.0,23.0,122.0,200.0,43.0,122.0,,,Third Line,42,636.7,9,18,27,7.73,59.09,53.36,20,1988-01-12,CAN,CAN,71,190,2006,1,22,8473512,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2008-2009,Cody McCormick,COL,F,,,,,,,397.0,337.0,118.0,377.0,31.0,259.0,234.0,,,Fourth Line,55,528.1,1,11,12,4.57,40.54,47.49,25,1983-04-18,CAN,CAN,74,222,2001,5,144,8469591,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'COL', 'COL']"
2008-2009,Cody McLeod,COL,F,,,,,,,63.0,182.0,377.0,365.0,24.0,209.0,330.0,,,Fourth Line,79,915.06666666667,15,5,20,10.46,43.08,43.85,24,1984-06-26,CAN,CAN,74,204,-,-,-,8471657,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'COL', 'COL']"
2008-2009,Colby Armstrong,ATL,F,,,,,,,47.0,206.0,210.0,280.0,179.0,54.0,342.0,,,Third Line,82,1242.8,22,18,40,13.21,55.56,48.92,25,1982-11-23,CAN,CAN,74,185,2001,1,21,8469474,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'ATL', 'ATL']"
2008-2009,Colin Fraser,CHI,F,,,,,,,297.0,336.0,296.0,40.0,178.0,236.0,125.0,,,Fourth Line,81,881.88333333333,6,11,17,5.28,47.50,51.27,23,1985-01-28,CAN,CAN,73,190,2003,3,69,8470662,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CHI']"
2008-2009,Colin Stuart,ATL,F,,,,,,,337.0,344.0,401.0,157.0,40.0,141.0,400.0,,,Fourth Line,33,411.93333333333,5,3,8,3.82,47.62,46.54,26,1982-07-08,USA,USA,74,205,2001,5,135,8469582,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ATL']"
2008-2009,Colton Gillies,MIN,F,,,,,,,358.0,402.0,326.0,268.0,74.0,143.0,176.0,,,Fringe,45,370.18333333333,2,5,7,1.92,38.89,40.19,19,1989-02-12,CAN,CAN,76,208,2007,1,16,8474121,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MIN']"
2008-2009,Colton Orr,NYR,F,,,,,,,401.0,377.0,397.0,395.0,14.0,306.0,264.0,,,Fringe,82,532.0,1,4,5,4.11,24.14,44.44,26,1982-03-03,CAN,CAN,75,222,-,-,-,8468778,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NYR', 'NYR']"
2008-2009,Corey Perry,ANA,F,,,,,,,34.0,8.0,30.0,151.0,162.0,69.0,80.0,,,First Line,78,1450.9166666667,32,40,72,31.6,59.05,58.04,23,1985-05-16,CAN,CAN,75,208,2003,1,28,8470621,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'ANA', 'ANA']"
2008-2009,Cory Stillman,FLA,F,,,,,,,225.0,366.0,95.0,250.0,259.0,44.0,223.0,,,Second Line,63,1045.2333333333,17,32,49,11.59,57.38,46.97,34,1973-12-20,CAN,CAN,72,193,1992,1,6,8458943,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'OTT', 'FLA']"
2008-2009,Craig Adams,PIT,F,,,,,,,396.0,341.0,324.0,205.0,35.0,304.0,13.0,,,Fringe,45,391.05,2,5,7,3.53,33.33,48.78,31,1977-04-26,BRN,CAN,72,200,1996,9,223,8465166,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CHI', 'PIT']"
2008-2009,Craig Conroy,CGY,F,,,,,,,217.0,253.0,17.0,216.0,279.0,99.0,386.0,,,Third Line,82,1260.5666666667,12,36,48,10.76,56.38,55.67,36,1971-09-04,USA,USA,74,193,1990,6,123,8455919,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CGY', 'CGY']"
2008-2009,Curtis Glencross,CGY,F,,,,,,,82.0,58.0,91.0,134.0,120.0,138.0,187.0,,,Third Line,74,1085.9666666667,13,27,40,13.55,56.58,57.41,25,1982-12-28,CAN,CAN,73,197,-,-,-,8471185,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'EDM', 'CGY']"
2008-2009,Dainius Zubrus,NJD,F,,,,,,,182.0,247.0,233.0,307.0,210.0,137.0,90.0,,,Third Line,82,1251.7666666667,15,25,40,15.38,53.75,56.12,30,1978-06-16,LTU,LTU,77,225,1996,1,15,8464977,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NJD', 'NJD']"
2008-2009,Dan Fritsche,MIN,F,,,,,,,354.0,290.0,208.0,277.0,104.0,227.0,246.0,,,Fourth Line,50,531.91666666667,5,8,13,5.08,35.71,43.96,23,1985-07-13,USA,USA,73,204,2003,2,46,8470639,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CBJ', 'MIN']"
2008-2009,Dan Hinote,STL,F,,,,,,,379.0,379.0,396.0,111.0,39.0,222.0,290.0,,,Fourth Line,51,556.36666666667,1,4,5,2.45,37.14,39.5,31,1977-01-30,USA,USA,72,187,1996,7,167,8465175,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'STL', 'STL']"
2008-2009,Daniel Alfredsson,OTT,F,,,,,,,81.0,258.0,27.0,106.0,312.0,90.0,197.0,,,First Line,79,1649.2666666667,24,50,74,19.77,55.32,53.45,35,1972-12-11,SWE,SWE,71,203,1994,6,133,8460621,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'OTT', 'OTT']"
2008-2009,Daniel Brière,PHI,F,,,,,,,19.0,221.0,57.0,279.0,359.0,60.0,129.0,,,Second Line,29,453.98333333333,11,14,25,6.44,52.94,45.54,30,1977-10-06,CAN,CAN,69,174,1996,1,24,8464975,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'PHI', 'PHI']"
2008-2009,Daniel Carcillo,PHI,F,,,,,,,362.0,90.0,320.0,383.0,50.0,246.0,76.0,,,Fourth Line,74,852.31666666667,3,11,14,10.77,36.21,44.78,23,1985-01-28,CAN,CAN,72,200,2003,3,73,8470666,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'PHX', 'PHI']"
2008-2009,Daniel Cleary,DET,F,,,,,,,128.0,99.0,139.0,201.0,128.0,177.0,314.0,,,Second Line,74,1253.4666666667,14,26,40,17.53,50.00,54.08,29,1978-12-18,CAN,CAN,73,205,1997,1,13,8466149,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'DET', 'DET']"
2008-2009,Daniel Paille,BUF,F,,,,,,,53.0,319.0,102.0,59.0,163.0,94.0,212.0,,,Fourth Line,73,868.88333333333,12,15,27,7.19,50.00,49.12,24,1984-04-15,CAN,CAN,73,188,2002,1,20,8470230,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'BUF', 'BUF']"
2008-2009,Daniel Sedin,VAN,F,,,,,,,33.0,23.0,19.0,58.0,404.0,36.0,165.0,,,First Line,82,1541.05,31,51,82,31.72,65.56,53.5,27,1980-09-26,SWE,SWE,73,190,1999,1,2,8467875,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'VAN', 'VAN']"
2008-2009,Daniel Winnik,PHX,F,,,,,,,305.0,293.0,380.0,169.0,93.0,198.0,215.0,,,Fourth Line,49,640.51666666667,3,4,7,4.84,46.15,48.46,23,1985-03-06,CAN,CAN,74,210,2004,9,265,8471476,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'PHX', 'PHX']"
2008-2009,Dany Heatley,OTT,F,,,,,,,18.0,38.0,136.0,272.0,254.0,89.0,192.0,,,First Line,82,1649.0666666667,39,33,72,31.64,50.00,51.01,27,1981-01-21,DEU,CAN,75,212,2000,1,2,8468482,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'OTT', 'OTT']"
2008-2009,Darcy Hordichuk,VAN,F,,,,,,,234.0,397.0,404.0,268.0,6.0,10.0,365.0,,,Fringe,73,403.5,4,1,5,2.88,52.38,37.38,28,1980-08-10,CAN,CAN,73,215,2000,6,180,8468660,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'VAN']"
2008-2009,Darcy Tucker,COL,F,,,,,,,281.0,296.0,364.0,90.0,103.0,276.0,100.0,,,Third Line,63,889.33333333333,8,8,16,7.7,40.48,49.3,33,1975-03-15,CAN,CAN,70,178,1993,6,151,8459574,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'TOR', 'COL']"
2008-2009,Darroll Powe,PHI,F,,,,,,,366.0,305.0,375.0,340.0,30.0,290.0,150.0,,,Fourth Line,60,632.33333333333,6,5,11,6.85,35.00,44.64,23,1985-06-22,CAN,CAN,71,212,-,-,-,8473932,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2008-2009,Dave Bolland,CHI,F,,,,,,,177.0,256.0,25.0,154.0,243.0,114.0,384.0,,,Second Line,81,1332.6833333333,19,28,47,13.32,54.55,51.6,22,1986-06-05,CAN,CAN,72,188,2004,2,32,8471245,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CHI', 'CHI']"
2008-2009,David Backes,STL,F,,,,,,,26.0,68.0,292.0,370.0,34.0,248.0,332.0,,,Second Line,82,1450.5333333333,31,23,54,22.87,50.00,53.59,24,1984-05-01,USA,USA,75,215,2003,2,62,8470655,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'STL', 'STL']"
2008-2009,David Booth,FLA,F,,,,,,,21.0,17.0,54.0,42.0,134.0,28.0,287.0,,,Second Line,72,1230.5833333333,31,29,60,25.06,59.04,52.55,23,1984-11-24,USA,USA,72,212,2004,2,53,8471266,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'FLA', 'FLA']"
2008-2009,David Clarkson,NJD,F,,,,,,,119.0,86.0,164.0,319.0,55.0,136.0,41.0,,,Fourth Line,82,988.38333333333,17,15,32,14.63,50.00,52.45,24,1984-03-31,CAN,CAN,72,207,-,-,-,8470920,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NJD', 'NJD']"
2008-2009,David Jones,COL,F,,,,,,,144.0,361.0,283.0,28.0,96.0,300.0,69.0,,,Fourth Line,40,509.06666666667,8,5,13,3.92,38.24,47.26,24,1984-08-10,CAN,CAN,75,208,2003,9,288,8470877,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'COL', 'COL']"
2008-2009,David Krejci,BOS,F,,,,,,,165.0,242.0,12.0,229.0,218.0,15.0,88.0,,,Second Line,82,1382.3833333333,22,51,73,15.59,70.89,54.37,22,1986-04-28,CZE,CZE,72,192,2004,2,63,8471276,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'BOS', 'BOS']"
2008-2009,David Legwand,NSH,F,,,,,,,131.0,207.0,218.0,281.0,389.0,166.0,210.0,,,First Line,73,1419.3,20,22,42,18.66,47.89,49.48,28,1980-08-17,USA,USA,74,207,1998,1,2,8467330,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NSH', 'NSH']"
2008-2009,David Moss,CGY,F,,,,,,,160.0,22.0,169.0,149.0,154.0,298.0,299.0,,,Third Line,81,1101.2,20,19,39,19.74,47.67,57.36,26,1981-12-28,USA,USA,76,210,2001,7,220,8469664,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CGY', 'CGY']"
2008-2009,David Perron,STL,F,,,,,,,121.0,133.0,24.0,5.0,181.0,6.0,34.0,,,Third Line,81,1176.6166666667,15,35,50,15.63,66.13,53.78,20,1988-05-28,CAN,CAN,73,196,2007,1,26,8474102,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'STL', 'STL']"
2008-2009,David Steckel,WSH,F,,,,,,,295.0,268.0,293.0,282.0,151.0,240.0,383.0,,,Third Line,76,1049.5,8,11,19,8.45,45.45,51.04,26,1982-03-15,USA,USA,78,215,2001,1,30,8469483,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'WSH', 'WSH']"
2008-2009,Daymond Langkow,CGY,F,,,,,,,58.0,116.0,163.0,100.0,317.0,167.0,91.0,,,Second Line,73,1254.65,21,28,49,18.94,53.62,56.89,31,1976-09-27,CAN,CAN,70,181,1995,1,5,8462036,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CGY', 'CGY']"
2008-2009,Dean McAmmond,NYI,F,,,,,,,312.0,373.0,152.0,263.0,256.0,71.0,207.0,,,Fourth Line,62,698.2,5,11,16,5.18,57.14,45.47,35,1973-06-15,CAN,CAN,71,195,1991,1,22,8458536,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'OTT', 'NYI']"
2008-2009,Derek Armstrong,LAK,F,,,,,,,286.0,351.0,287.0,366.0,62.0,285.0,123.0,,,Fringe,56,475.11666666667,5,4,9,3.13,32.26,47.9,35,1973-04-23,CAN,CAN,72,197,1992,6,128,8459064,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'LAK', 'LAK']"
2008-2009,Derek Dorsett,CBJ,F,,,,,,,272.0,96.0,400.0,268.0,4.0,225.0,257.0,,,Fringe,52,462.2,4,1,5,5.71,50.00,53.49,21,1986-12-20,CAN,CAN,72,192,2006,7,189,8473432,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CBJ']"
2008-2009,Derek Roy,BUF,F,,,,,,,56.0,148.0,61.0,22.0,353.0,126.0,136.0,,,First Line,82,1738.15,28,42,70,22.78,51.69,52.6,25,1983-05-04,CAN,CAN,69,184,2001,2,32,8469485,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'BUF', 'BUF']"
2008-2009,Derick Brassard,CBJ,F,,,,,,,11.0,333.0,15.0,15.0,161.0,2.0,15.0,,,Third Line,31,446.21666666667,10,15,25,5.58,69.70,58.66,20,1987-09-22,CAN,CAN,73,200,2006,1,6,8473544,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CBJ']"
2008-2009,Devin Setoguchi,SJS,F,,,,,,,42.0,9.0,114.0,12.0,112.0,69.0,92.0,,,Second Line,81,1313.3833333333,31,34,65,27.76,56.18,55.57,21,1987-01-01,CAN,CAN,72,205,2005,1,8,8471682,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'SJS', 'SJS']"
2008-2009,Dominic Moore,BUF,F,,,,,,,318.0,120.0,44.0,269.0,234.0,156.0,236.0,,,Second Line,81,1363.6333333333,13,32,45,20.6,52.00,55.54,28,1980-08-03,CAN,CAN,72,192,2000,3,95,8468575,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'TOR', 'BUF']"
2008-2009,Donald Brashear,WSH,F,,,,,,,391.0,378.0,383.0,391.0,29.0,280.0,42.0,,,Fringe,63,519.66666666667,1,3,4,3.4,36.36,49.49,36,1972-01-07,USA,USA,75,237,-,-,-,8459246,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'WSH', 'WSH']"
2008-2009,Doug Weight,NYI,F,,,,,,,296.0,359.0,265.0,228.0,326.0,228.0,33.0,,,First Line,53,969.5,10,28,38,8.43,37.04,45.59,37,1971-01-21,USA,USA,71,202,1990,2,34,8458361,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'ANA', 'NYI']"
2008-2009,Drew Miller,ANA,F,,,,,,,116.0,15.0,385.0,324.0,199.0,125.0,349.0,,,Fourth Line,27,350.61666666667,4,6,10,4.7,50.00,55.88,24,1984-02-17,USA,USA,74,183,2003,6,186,8470778,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ANA']"
2008-2009,Drew Stafford,BUF,F,,,,,,,112.0,212.0,147.0,143.0,208.0,65.0,262.0,,,Second Line,79,1234.6833333333,20,25,45,15.75,54.88,53.73,22,1985-10-30,USA,USA,74,215,2004,1,13,8471226,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'BUF', 'BUF']"
2008-2009,Dustin Boyd,CGY,F,,,,,,,84.0,222.0,289.0,76.0,212.0,269.0,61.0,,,Fourth Line,71,913.96666666667,11,11,22,9.24,40.32,47.0,22,1986-07-16,CAN,CAN,72,187,2004,3,98,8471310,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CGY', 'CGY']"
2008-2009,Dustin Brown,LAK,F,,,,,,,103.0,39.0,196.0,2.0,20.0,238.0,171.0,,,First Line,80,1552.1333333333,24,29,53,30.44,46.81,51.44,23,1984-11-04,USA,USA,72,205,2003,1,13,8470606,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'LAK', 'LAK']"
2008-2009,Dustin Penner,EDM,F,,,,,,,148.0,84.0,192.0,243.0,247.0,68.0,254.0,,,Third Line,78,1199.6166666667,17,20,37,17.82,60.27,55.12,25,1982-09-28,CAN,CAN,76,247,-,-,-,8471208,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'EDM', 'EDM']"
2008-2009,Enver Lisin,PHX,F,,,,,,,14.0,71.0,344.0,137.0,183.0,286.0,214.0,,,Third Line,48,711.91666666667,13,8,21,9.68,38.46,43.21,22,1986-04-22,RUS,RUS,74,200,2004,2,50,8471263,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2008-2009,Eric Belanger,MIN,F,,,,,,,344.0,345.0,271.0,123.0,343.0,186.0,340.0,,,Second Line,79,1409.25,13,23,36,12.85,43.08,44.55,30,1977-12-16,CAN,CAN,71,185,1996,4,96,8465050,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'MIN', 'MIN']"
2008-2009,Eric Boulton,ATL,F,,,,,,,351.0,213.0,248.0,392.0,108.0,151.0,151.0,,,Fringe,76,573.5,3,10,13,6.17,46.15,46.62,32,1976-08-17,CAN,CAN,72,227,1994,9,234,8460720,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'ATL', 'ATL']"
2008-2009,Eric Fehr,WSH,F,,,,,,,54.0,5.0,202.0,13.0,300.0,233.0,316.0,,,Fourth Line,61,685.96666666667,12,13,25,14.52,56.00,60.73,22,1985-09-07,CAN,CAN,76,209,2003,1,18,8470611,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'WSH']"
2008-2009,Eric Nystrom,CGY,F,,,,,,,317.0,304.0,354.0,200.0,87.0,287.0,102.0,,,Fourth Line,76,704.2,5,5,10,6.63,33.33,53.1,25,1983-02-14,USA,USA,73,200,2002,1,10,8470180,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CGY', 'CGY']"
2008-2009,Eric Perrin,ATL,F,,,,,,,326.0,270.0,228.0,188.0,299.0,220.0,256.0,,,Third Line,78,1106.2333333333,7,16,23,10.41,42.62,48.45,32,1975-11-01,CAN,CAN,69,180,-,-,-,8466399,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'ATL', 'ATL']"
2008-2009,Eric Staal,CAR,F,,,,,,,25.0,3.0,141.0,17.0,284.0,130.0,222.0,,,First Line,82,1725.8166666667,40,35,75,39.89,58.76,57.26,23,1984-10-29,CAN,CAN,76,195,2003,1,2,8470595,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CAR', 'CAR']"
2008-2009,Erik Christensen,ANA,F,,,,,,,298.0,138.0,87.0,289.0,362.0,242.0,226.0,,,Third Line,64,873.41666666667,7,21,28,13.7,42.37,50.07,24,1983-12-17,CAN,CAN,73,200,2002,3,69,8470299,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'ATL', 'ANA']"
2008-2009,Erik Cole,CAR,F,,,,,,,175.0,67.0,83.0,7.0,84.0,123.0,313.0,,,Second Line,80,1409.3833333333,18,24,42,19.8,51.22,50.92,29,1978-11-06,USA,USA,74,205,1998,3,71,8467396,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CAR', 'CAR']"
