Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID
2024-2025,John Marino,UTA,D,66.0,116.0,,136.0,31.0,90.0,221.0,186.0,22.0,166.0,39.0,224.0,,142.0,Second Pair,35,740.85,1,7,27,1997-05-21,USA,USA,73,181,2015,6,3,154,8478507.0
2024-2025,Johnathan Kovacevic,NJD,D,154.0,169.0,,114.0,159.0,56.0,169.0,130.0,87.0,218.0,221.0,92.0,,182.0,Second Pair,81,1604.9333333333,1,10,27,1997-07-12,CAN,CAN,76,208,2017,3,12,74,8480192.0
2024-2025,Jon Merrill,MIN,D,226.0,43.0,,63.0,230.0,58.0,203.0,123.0,219.0,120.0,199.0,156.0,,225.0,Third Pair,70,986.65,2,2,32,1992-02-03,USA,USA,75,204,2010,2,8,38,8475750.0
2024-2025,Jonas Brodin,MIN,D,132.0,8.0,,160.0,168.0,42.0,81.0,80.0,177.0,138.0,123.0,216.0,,48.0,First Pair,50,1147.45,4,3,31,1993-07-12,SWE,SWE,74,196,2011,1,10,10,8476463.0
2024-2025,Jonas Siegenthaler,NJD,D,193.0,50.0,,10.0,98.0,27.0,184.0,188.0,217.0,191.0,136.0,95.0,,159.0,Second Pair,55,1078.0833333333,2,1,27,1997-05-06,CHE,CHE,74,218,2015,2,27,57,8478399.0
2024-2025,Jordan Harris,CBJ,D,178.0,145.0,,,208.0,219.0,223.0,138.0,32.0,179.0,40.0,141.0,,209.0,Fringe,33,375.78333333333,1,3,24,2000-07-07,USA,USA,71,189,2018,3,9,71,8480887.0
2024-2025,Jordan Oesterle,NSH,D,125.0,103.0,,,183.0,114.0,131.0,25.0,170.0,115.0,41.0,157.0,,128.0,Third Pair,37,634.63333333333,4,3,32,1992-06-25,USA,USA,72,187,-,-,-,-,8477851.0
2024-2025,Jordan Spence,LAK,D,47.0,34.0,35.0,,41.0,4.0,99.0,133.0,25.0,82.0,103.0,106.0,,141.0,Third Pair,79,1326.3,4,11,23,2001-02-24,AUS,AUS,70,180,2019,4,2,95,8481606.0
2024-2025,Josh Manson,COL,D,65.0,115.0,,35.0,158.0,51.0,34.0,102.0,36.0,208.0,176.0,19.0,,100.0,Second Pair,48,865.98333333333,1,6,32,1991-10-07,USA,CAN,75,218,2011,6,9,160,8476312.0
2024-2025,Josh Morrissey,WPG,D,17.0,55.0,41.0,,30.0,61.0,29.0,20.0,39.0,17.0,35.0,172.0,,10.0,First Pair,80,1951.3,14,19,29,1995-03-28,CAN,CAN,72,185,2013,1,13,13,8477504.0
2024-2025,Joshua Mahura,SEA,D,195.0,72.0,,,213.0,65.0,110.0,229.0,145.0,61.0,167.0,44.0,,217.0,Third Pair,64,880.33333333333,0,5,26,1998-05-05,CAN,CAN,72,185,2016,3,24,85,8479372.0
2024-2025,Justin Barron,NSH,D,100.0,192.0,,2.0,95.0,157.0,120.0,18.0,211.0,55.0,108.0,89.0,,135.0,Third Pair,62,1080.75,6,3,22,2001-11-15,CAN,CAN,74,201,2020,1,25,25,8482111.0
2024-2025,Justin Faulk,STL,D,118.0,141.0,49.0,82.0,182.0,160.0,66.0,180.0,57.0,130.0,170.0,120.0,,50.0,First Pair,78,1751.1333333333,4,13,32,1992-03-20,USA,USA,72,214,2010,2,7,37,8475753.0
2024-2025,Justin Holl,DET,D,216.0,159.0,,103.0,153.0,94.0,233.0,215.0,213.0,43.0,194.0,113.0,,232.0,Third Pair,73,1079.8166666667,2,5,32,1992-01-30,USA,USA,75,197,2010,2,24,54,8475718.0
2024-2025,Juuso Valimaki,UTA,D,167.0,99.0,,31.0,124.0,71.0,163.0,128.0,194.0,24.0,10.0,164.0,,183.0,Third Pair,43,711.78333333333,2,2,25,1998-10-06,FIN,FIN,74,205,2017,1,16,16,
2024-2025,K'Andre Miller,NYR,D,78.0,165.0,75.0,23.0,91.0,187.0,122.0,44.0,103.0,146.0,111.0,73.0,,74.0,Second Pair,74,1624.05,7,11,24,2000-01-21,USA,USA,77,215,2018,1,22,22,8480817.0
2024-2025,Kaedan Korczak,VGK,D,88.0,53.0,,,99.0,13.0,150.0,225.0,13.0,67.0,97.0,47.0,,170.0,Third Pair,40,602.93333333333,0,5,23,2001-01-29,CAN,CAN,75,202,2019,2,10,41,8481527.0
2024-2025,Kaiden Guhle,MTL,D,98.0,148.0,,12.0,170.0,216.0,117.0,46.0,100.0,202.0,181.0,59.0,,61.0,Second Pair,55,1164.6666666667,6,9,22,2002-01-18,CAN,CAN,74,205,2020,1,16,16,8482087.0
2024-2025,Keaton Middleton,COL,D,139.0,18.0,,,172.0,8.0,13.0,228.0,222.0,155.0,230.0,13.0,,233.0,Fringe,41,470.96666666667,0,1,26,1998-02-10,CAN,CAN,78,240,2016,4,10,101,8479387.0
2024-2025,Kevin Bahl,CGY,D,128.0,166.0,,151.0,81.0,148.0,186.0,205.0,112.0,176.0,205.0,64.0,,157.0,Second Pair,73,1561.2666666667,3,9,24,2000-06-27,CAN,CAN,78,230,-,-,-,-,8480860.0
2024-2025,Kris Letang,PIT,D,52.0,211.0,32.0,92.0,58.0,198.0,25.0,66.0,114.0,93.0,164.0,78.0,,35.0,First Pair,74,1740.8833333333,9,8,37,1987-04-24,CAN,CAN,72,201,2005,3,1,62,8471724.0
2024-2025,Kyle Burroughs,LAK,D,146.0,173.0,,,110.0,126.0,231.0,233.0,33.0,116.0,238.0,9.0,,237.0,Fringe,33,258.0,0,3,29,1995-07-12,CAN,CAN,72,193,2013,7,15,196,8477335.0
2024-2025,Lane Hutson,MTL,D,53.0,168.0,48.0,,20.0,165.0,191.0,99.0,56.0,6.0,55.0,210.0,,34.0,First Pair,82,1864.1166666667,6,25,20,2004-02-14,USA,,69,158,2022,2,30,62,8483457.0
2024-2025,Lian Bichsel,DAL,D,89.0,204.0,,,140.0,84.0,92.0,9.0,163.0,37.0,237.0,2.0,,201.0,Third Pair,38,565.85,4,2,20,2004-05-18,SUI,,78,233,2022,1,18,18,8483425.0
2024-2025,Logan Stanley,WPG,D,205.0,69.0,,127.0,206.0,76.0,139.0,196.0,184.0,149.0,234.0,31.0,,190.0,Third Pair,63,981.76666666667,1,4,26,1998-05-26,CAN,CAN,79,242,2016,1,18,18,8479378.0
2024-2025,Louis Crevier,CHI,D,236.0,144.0,,149.0,238.0,176.0,180.0,29.0,236.0,234.0,157.0,23.0,,179.0,Third Pair,32,553.13333333333,3,0,23,2001-05-04,CAN,CAN,72,196,2020,7,2,188,8481806.0
2024-2025,Luke Hughes,NJD,D,41.0,193.0,8.0,,42.0,82.0,86.0,62.0,23.0,79.0,16.0,231.0,,51.0,Second Pair,71,1502.2166666667,7,21,20,2003-09-09,USA,USA,74,184,2021,1,4,4,8482684.0
2024-2025,Luke Schenn,WPG,D,142.0,98.0,,30.0,103.0,118.0,73.0,198.0,186.0,160.0,188.0,3.0,,192.0,Third Pair,76,1212.45,1,2,34,1989-11-02,CAN,CAN,74,225,2008,1,5,5,8474568.0
2024-2025,MacKenzie Weegar,CGY,D,40.0,44.0,33.0,19.0,55.0,74.0,23.0,48.0,92.0,159.0,83.0,27.0,,11.0,First Pair,81,1957.3166666667,8,15,30,1994-01-07,CAN,CAN,72,206,2013,7,25,206,8477346.0
2024-2025,Marc Del Gaizo,NSH,D,63.0,112.0,,1.0,152.0,120.0,19.0,105.0,55.0,124.0,207.0,49.0,,133.0,Third Pair,46,770.6,2,4,24,1999-10-11,USA,USA,71,188,2019,4,16,109,
2024-2025,Marc-Edouard Vlasic,SJS,D,201.0,208.0,,,218.0,229.0,143.0,81.0,200.0,183.0,69.0,220.0,,172.0,Third Pair,27,394.88333333333,1,1,37,1987-03-30,CAN,CAN,73,205,2005,2,5,35,
2024-2025,Marcus Pettersson,VAN,D,48.0,137.0,,44.0,11.0,185.0,181.0,163.0,30.0,188.0,160.0,117.0,,86.0,Second Pair,78,1691.8666666667,4,14,28,1996-05-08,SWE,SWE,75,177,2014,2,8,38,8477969.0
2024-2025,Mario Ferraro,SJS,D,138.0,224.0,,163.0,121.0,233.0,151.0,144.0,151.0,228.0,159.0,60.0,,115.0,Second Pair,78,1669.3166666667,5,7,25,1998-09-17,CAN,CAN,72,209,2017,2,18,49,8479983.0
2024-2025,Martin Fehervary,WSH,D,115.0,94.0,,59.0,96.0,142.0,162.0,91.0,158.0,226.0,65.0,25.0,,111.0,Second Pair,81,1539.3833333333,5,10,24,1999-10-06,SVK,SVK,74,199,2018,2,15,46,
2024-2025,Mason Lohrei,BOS,D,187.0,212.0,43.0,,156.0,203.0,178.0,72.0,215.0,15.0,34.0,204.0,,90.0,Second Pair,77,1503.6166666667,5,9,23,2001-01-17,USA,,77,211,2020,2,27,58,8482511.0
2024-2025,Mathew Dumba,DAL,D,111.0,210.0,,,88.0,169.0,123.0,161.0,91.0,105.0,227.0,58.0,,194.0,Third Pair,63,963.9,1,6,30,1994-07-25,CAN,CAN,72,181,2012,1,7,7,8476856.0
2024-2025,Matt Grzelcyk,PIT,D,93.0,200.0,20.0,,75.0,196.0,164.0,222.0,49.0,32.0,99.0,176.0,,112.0,Second Pair,82,1690.1833333333,1,19,30,1994-01-05,USA,USA,70,176,2012,3,24,85,8476891.0
2024-2025,Matt Roy,WSH,D,43.0,124.0,,40.0,69.0,100.0,60.0,98.0,15.0,184.0,132.0,71.0,,78.0,Second Pair,69,1371.65,3,13,29,1995-03-01,USA,USA,73,205,2015,7,13,194,8478911.0
2024-2025,Matthew Kessel,STL,D,215.0,146.0,,,204.0,85.0,214.0,235.0,134.0,97.0,106.0,122.0,,229.0,Third Pair,29,381.06666666667,0,2,24,2000-06-23,USA,USA,74,205,2020,5,26,150,8482516.0
2024-2025,Mattias Ekholm,EDM,D,4.0,51.0,44.0,64.0,1.0,17.0,11.0,54.0,14.0,48.0,148.0,136.0,,37.0,First Pair,65,1442.75,9,9,34,1990-05-24,SWE,SWE,76,215,2009,4,11,102,8475218.0
2024-2025,Mattias Samuelsson,BUF,D,202.0,186.0,,104.0,176.0,175.0,201.0,169.0,202.0,180.0,142.0,53.0,,140.0,Second Pair,62,1196.8166666667,4,6,24,2000-03-14,USA,USA,76,231,2018,2,1,32,8480807.0
2024-2025,Michael Kesselring,UTA,D,21.0,125.0,60.0,,50.0,46.0,24.0,56.0,7.0,87.0,209.0,81.0,,108.0,Third Pair,82,1450.3,7,16,24,2000-01-13,USA,USA,76,190,2018,6,9,164,8480891.0
2024-2025,Michael Kesselring,UTA,D,21.0,125.0,60.0,,50.0,46.0,24.0,56.0,7.0,87.0,209.0,81.0,,108.0,Third Pair,82,1450.3,7,16,24,2000-01-13,USA,USA,76,190,2018,6,9,164,8480891.0
2024-2025,Mike Matheson,MTL,D,99.0,227.0,59.0,158.0,163.0,230.0,62.0,119.0,85.0,201.0,90.0,167.0,,22.0,First Pair,80,2006.45,6,16,30,1994-02-27,CAN,CAN,74,193,2012,1,23,23,8476875.0
2024-2025,Mikey Anderson,LAK,D,150.0,12.0,,71.0,118.0,7.0,153.0,172.0,149.0,190.0,50.0,76.0,,117.0,First Pair,77,1747.15,6,6,25,1999-05-25,USA,USA,72,195,2017,4,10,103,8479998.0
2024-2025,Mikhail Sergachev,UTA,D,37.0,180.0,30.0,126.0,36.0,134.0,71.0,42.0,50.0,102.0,177.0,151.0,,26.0,First Pair,77,1934.0,15,22,26,1998-06-25,RUS,RUS,73,217,2016,1,9,9,8479410.0
2024-2025,Miro Heiskanen,DAL,D,29.0,46.0,25.0,,16.0,39.0,52.0,53.0,46.0,35.0,7.0,221.0,,21.0,First Pair,50,1258.0166666667,5,5,25,1999-07-18,FIN,FIN,73,195,2017,1,3,3,8480036.0
2024-2025,Morgan Rielly,TOR,D,42.0,163.0,31.0,,59.0,171.0,64.0,122.0,20.0,11.0,54.0,188.0,,31.0,Second Pair,82,1753.8666666667,7,17,30,1994-03-09,CAN,CAN,73,222,2012,1,5,5,8476853.0
2024-2025,Moritz Seider,DET,D,129.0,57.0,12.0,162.0,173.0,173.0,82.0,116.0,146.0,213.0,52.0,29.0,,19.0,First Pair,82,2055.9166666667,8,14,23,2001-04-06,DEU,DEU,76,204,2019,1,6,6,8481542.0
2024-2025,Nate Schmidt,FLA,D,116.0,11.0,47.0,,68.0,1.0,137.0,94.0,179.0,41.0,93.0,103.0,,174.0,Third Pair,80,1322.3666666667,5,9,33,1991-07-16,USA,USA,72,195,-,-,-,-,8477220.0
2024-2025,Neal Pionk,WPG,D,57.0,80.0,34.0,123.0,131.0,92.0,41.0,73.0,44.0,158.0,174.0,51.0,,42.0,First Pair,69,1522.15,10,17,29,1995-07-29,USA,USA,72,185,-,-,-,-,8480145.0
2024-2025,Nick Blankenburg,NSH,D,117.0,178.0,28.0,81.0,107.0,180.0,75.0,100.0,160.0,141.0,21.0,125.0,,107.0,Second Pair,60,1173.1333333333,4,6,26,1998-05-12,USA,USA,69,177,-,-,-,-,8483565.0
2024-2025,Nick Jensen,OTT,D,161.0,189.0,,148.0,146.0,151.0,158.0,195.0,124.0,177.0,3.0,162.0,,137.0,Second Pair,71,1435.65,3,7,33,1990-09-21,USA,USA,73,205,2009,5,29,150,8475324.0
2024-2025,Nick Leddy,STL,D,213.0,201.0,,,205.0,123.0,227.0,157.0,175.0,178.0,6.0,228.0,,193.0,Second Pair,31,578.78333333333,2,1,33,1991-03-20,USA,USA,72,205,2009,1,16,16,8475181.0
2024-2025,Nick Perbix,TBL,D,82.0,65.0,,,114.0,78.0,133.0,67.0,47.0,125.0,53.0,129.0,,171.0,Third Pair,74,1086.6666666667,6,7,26,1998-06-15,USA,USA,74,191,2017,6,14,169,8480246.0
2024-2025,Nick Seeler,PHI,D,90.0,2.0,,6.0,135.0,149.0,61.0,167.0,89.0,114.0,101.0,38.0,,65.0,Third Pair,77,1330.5333333333,3,7,31,1993-06-03,USA,USA,74,201,2011,5,10,131,8476372.0
2024-2025,Nicolas Hague,VGK,D,166.0,121.0,,100.0,161.0,154.0,87.0,125.0,204.0,111.0,59.0,67.0,,158.0,Third Pair,68,1155.7333333333,5,2,25,1998-12-05,CAN,CAN,78,230,2017,2,3,34,8479980.0
2024-2025,Nikita Zadorov,BOS,D,126.0,162.0,,107.0,149.0,77.0,104.0,95.0,153.0,173.0,235.0,17.0,,136.0,Second Pair,81,1669.5166666667,4,6,29,1995-04-16,RUS,RUS,78,248,2013,1,16,16,8477507.0
2024-2025,Niko Mikkola,FLA,D,109.0,111.0,,13.0,77.0,19.0,91.0,97.0,188.0,68.0,204.0,45.0,,130.0,Second Pair,76,1534.7666666667,6,3,28,1996-04-27,FIN,FIN,76,209,2015,5,6,127,8478859.0
2024-2025,Nikolas Matinpalo,OTT,D,144.0,215.0,,,199.0,121.0,57.0,164.0,61.0,81.0,229.0,139.0,,230.0,Fringe,41,517.0,1,2,25,1998-10-05,Fin,,75,207,-,-,-,-,8484321.0
2024-2025,Nils Lundkvist,DAL,D,38.0,153.0,,,26.0,80.0,38.0,204.0,37.0,96.0,222.0,149.0,,186.0,Third Pair,39,585.43333333333,0,3,24,2000-07-27,SWE,SWE,71,190,2018,1,28,28,8480878.0
2024-2025,Noah Dobson,NYI,D,20.0,58.0,17.0,,44.0,108.0,15.0,22.0,26.0,89.0,87.0,160.0,,8.0,First Pair,71,1652.3333333333,10,16,24,2000-01-07,CAN,CAN,76,194,2018,1,12,12,8480865.0
2024-2025,Noah Hanifin,VGK,D,31.0,143.0,21.0,115.0,33.0,103.0,49.0,49.0,51.0,104.0,75.0,191.0,,40.0,Second Pair,80,1724.2,10,17,27,1997-01-25,USA,USA,75,207,2015,1,5,5,8478396.0
2024-2025,Noah Juulsen,VAN,D,237.0,172.0,,17.0,235.0,136.0,216.0,236.0,228.0,232.0,79.0,5.0,,219.0,Third Pair,35,570.16666666667,0,0,27,1997-04-02,CAN,CAN,74,201,2015,1,26,26,8478454.0
2024-2025,Nolan Allan,CHI,D,238.0,228.0,,8.0,237.0,232.0,238.0,203.0,178.0,203.0,226.0,48.0,,227.0,Third Pair,43,650.51666666667,1,3,21,2003-04-28,CAN,CAN,74,195,2021,1,32,32,
2024-2025,Olen Zellweger,ANA,D,69.0,221.0,69.0,,143.0,212.0,31.0,51.0,116.0,23.0,4.0,183.0,,68.0,Second Pair,62,1175.4166666667,7,8,20,2003-09-10,CAN,CAN,69,175,2021,2,2,34,8482803.0
2024-2025,Oliver Ekman-Larsson,TOR,D,75.0,195.0,36.0,20.0,74.0,110.0,68.0,106.0,113.0,31.0,195.0,91.0,,97.0,Second Pair,77,1622.2833333333,4,9,33,1991-07-17,SWE,SWE,74,200,2009,1,6,6,8475171.0
2024-2025,Olli Määttä,UTA,D,188.0,49.0,,29.0,184.0,26.0,217.0,150.0,150.0,123.0,28.0,199.0,,150.0,Second Pair,77,1505.7166666667,2,9,30,1994-08-22,FIN,FIN,74,207,2012,1,22,22,8476874.0
2024-2025,Owen Pickering,PIT,D,217.0,82.0,,147.0,169.0,35.0,215.0,145.0,225.0,219.0,88.0,186.0,,236.0,Third Pair,25,370.38333333333,1,0,20,2004-01-27,CAN,CAN,75,179,2022,1,21,21,
2024-2025,Owen Power,BUF,D,76.0,167.0,66.0,62.0,94.0,167.0,107.0,69.0,88.0,66.0,104.0,223.0,,58.0,Second Pair,79,1683.6333333333,7,16,21,2002-11-22,CAN,CAN,78,218,2021,1,1,1,8482671.0
2024-2025,Parker Wotherspoon,BOS,D,218.0,118.0,,69.0,198.0,72.0,218.0,234.0,185.0,215.0,9.0,68.0,,206.0,Second Pair,55,991.6,1,5,27,1997-08-24,CAN,CAN,73,190,2015,4,21,112,8478450.0
2024-2025,Pavel Mintyukov,ANA,D,123.0,238.0,61.0,135.0,190.0,237.0,157.0,55.0,84.0,153.0,57.0,94.0,,118.0,Third Pair,68,1196.6,5,9,20,2003-11-25,RUS,RUS,73,192,2022,1,10,10,8483490.0
2024-2025,Philip Broberg,STL,D,68.0,147.0,,112.0,89.0,36.0,90.0,39.0,77.0,118.0,13.0,175.0,,93.0,Second Pair,68,1393.9833333333,8,10,23,2001-06-25,SWE,SWE,75,199,2019,1,8,8,8481598.0
2024-2025,Philippe Myers,TOR,D,190.0,220.0,,79.0,200.0,104.0,40.0,83.0,238.0,88.0,145.0,18.0,,177.0,Third Pair,36,584.28333333333,2,0,27,1997-01-25,CAN,CAN,78,219,-,-,-,-,8479026.0
2024-2025,Pierre-Olivier Joseph,PIT,D,149.0,222.0,,157.0,100.0,156.0,129.0,213.0,148.0,136.0,210.0,116.0,,228.0,Third Pair,47,717.28333333333,0,2,25,1999-07-01,CAN,CAN,74,185,2017,1,23,23,
2024-2025,Quinn Hughes,VAN,D,11.0,117.0,3.0,,39.0,16.0,28.0,12.0,8.0,22.0,5.0,234.0,,4.0,First Pair,68,1749.5833333333,16,34,24,1999-10-14,USA,USA,70,180,2018,1,7,7,8480800.0
2024-2025,Radko Gudas,ANA,D,102.0,139.0,,121.0,134.0,189.0,100.0,182.0,40.0,224.0,231.0,6.0,,92.0,Second Pair,81,1609.1166666667,1,11,34,1990-06-05,CZE,CZE,72,208,2010,3,6,66,8475462.0
2024-2025,Rasmus Andersson,CGY,D,49.0,161.0,55.0,143.0,43.0,214.0,54.0,41.0,135.0,133.0,37.0,219.0,,29.0,First Pair,81,1942.8,11,7,27,1996-10-27,SWE,SWE,73,202,2015,2,23,53,8478397.0
2024-2025,Rasmus Dahlin,BUF,D,9.0,89.0,29.0,,34.0,83.0,17.0,14.0,6.0,58.0,62.0,90.0,,5.0,First Pair,73,1769.2,17,27,24,2000-04-13,SWE,SWE,75,202,2018,1,1,1,8480839.0
2024-2025,Rasmus Ristolainen,PHI,D,119.0,26.0,76.0,57.0,119.0,70.0,59.0,165.0,165.0,200.0,45.0,57.0,,104.0,Second Pair,63,1293.0333333333,4,4,29,1994-10-27,FIN,FIN,76,221,2013,1,8,8,8477499.0
2024-2025,Rasmus Sandin,WSH,D,97.0,64.0,70.0,,73.0,131.0,187.0,175.0,70.0,157.0,64.0,105.0,,103.0,Second Pair,82,1573.65,4,14,24,2000-03-07,SWE,SWE,71,182,2018,1,29,29,8480873.0
2024-2025,Roman Josi,NSH,D,3.0,122.0,4.0,41.0,6.0,140.0,4.0,11.0,11.0,2.0,25.0,178.0,,3.0,First Pair,53,1326.7166666667,9,19,34,1990-06-01,CHE,CHE,73,201,2008,2,8,38,8474600.0
2024-2025,Ryan Graves,PIT,D,196.0,119.0,,85.0,116.0,117.0,147.0,174.0,232.0,216.0,72.0,88.0,,196.0,Third Pair,61,914.4,1,0,29,1995-05-21,CAN,CAN,77,220,2013,4,19,110,8477435.0
2024-2025,Ryan Lindgren,COL,D,140.0,123.0,,96.0,84.0,133.0,185.0,140.0,192.0,62.0,118.0,108.0,,127.0,Second Pair,72,1418.6833333333,4,5,26,1998-02-11,USA,USA,72,190,2016,2,19,49,8479324.0
2024-2025,Ryan McDonagh,TBL,D,91.0,83.0,,97.0,52.0,99.0,190.0,200.0,94.0,181.0,113.0,225.0,,77.0,Second Pair,82,1670.3666666667,4,12,35,1989-06-13,USA,USA,73,215,2007,1,12,12,8474151.0
2024-2025,Ryan Pulock,NYI,D,141.0,86.0,64.0,120.0,154.0,197.0,142.0,131.0,102.0,206.0,29.0,85.0,,62.0,Second Pair,74,1559.9,5,11,29,1994-10-06,CAN,CAN,74,216,2013,1,15,15,8477506.0
2024-2025,Ryan Shea,PIT,D,225.0,108.0,,88.0,178.0,129.0,234.0,135.0,231.0,187.0,116.0,159.0,,234.0,Third Pair,39,652.31666666667,2,3,27,1997-02-11,USA,USA,74,200,2015,4,30,121,8478854.0
2024-2025,Ryan Suter,STL,D,198.0,90.0,,68.0,162.0,88.0,195.0,218.0,168.0,131.0,175.0,177.0,,173.0,Second Pair,82,1596.65,2,7,39,1985-01-21,USA,USA,73,205,2003,1,7,7,8470600.0
2024-2025,Ryker Evans,SEA,D,203.0,71.0,,150.0,219.0,66.0,213.0,147.0,133.0,103.0,165.0,54.0,,131.0,Second Pair,73,1422.0833333333,5,10,22,2001-12-13,CAN,CAN,71,189,2021,2,3,35,8482858.0
2024-2025,Sam Malinski,COL,D,64.0,19.0,,,120.0,38.0,21.0,78.0,115.0,169.0,31.0,152.0,,122.0,Third Pair,76,1212.5166666667,5,6,26,1998-07-27,USA,,71,190,-,-,-,-,8484258.0
2024-2025,Samuel Girard,COL,D,59.0,67.0,,48.0,37.0,97.0,105.0,194.0,58.0,126.0,12.0,147.0,,94.0,Second Pair,73,1522.0,3,10,26,1998-05-12,CAN,CAN,70,170,2016,2,17,47,8479398.0
2024-2025,Scott Mayfield,NYI,D,206.0,77.0,,141.0,195.0,147.0,176.0,192.0,180.0,156.0,95.0,63.0,,146.0,Third Pair,66,1122.05,3,3,31,1992-10-14,USA,USA,77,220,2011,2,4,34,8476429.0
2024-2025,Scott Perunovich,NYI,D,159.0,101.0,81.0,,109.0,116.0,235.0,156.0,105.0,4.0,33.0,182.0,,199.0,Third Pair,35,560.25,2,4,26,1998-08-18,USA,USA,70,175,2018,2,14,45,8481059.0
2024-2025,Sean Durzi,UTA,D,60.0,128.0,63.0,94.0,35.0,102.0,111.0,64.0,130.0,74.0,135.0,184.0,,53.0,Second Pair,30,619.43333333333,4,3,25,1998-10-21,CAN,CAN,72,195,2018,2,21,52,8480434.0
2024-2025,Sean Walker,CAR,D,19.0,38.0,,28.0,10.0,86.0,16.0,43.0,64.0,28.0,218.0,98.0,,109.0,Third Pair,82,1380.3666666667,5,6,29,1994-11-13,CAN,CAN,71,195,-,-,-,-,8480336.0
2024-2025,Seth Jones,FLA,D,86.0,203.0,23.0,73.0,164.0,215.0,51.0,108.0,62.0,57.0,137.0,101.0,,25.0,First Pair,63,1552.4166666667,9,17,29,1994-10-03,USA,USA,76,213,2013,1,4,4,8477495.0
2024-2025,Shakir Mukhamadullin,SJS,D,185.0,202.0,,5.0,224.0,146.0,141.0,60.0,125.0,217.0,70.0,133.0,,105.0,Second Pair,30,542.01666666667,2,3,22,2002-01-10,RUS,,76,178,2020,1,20,20,8482166.0
2024-2025,Shayne Gostisbehere,CAR,D,46.0,79.0,26.0,,22.0,23.0,70.0,65.0,101.0,18.0,20.0,189.0,,39.0,Second Pair,70,1296.4666666667,7,12,31,1993-04-20,USA,USA,71,180,2012,3,17,78,8476906.0
2024-2025,Shea Theodore,VGK,D,18.0,68.0,7.0,,62.0,59.0,33.0,70.0,3.0,46.0,94.0,238.0,,13.0,Second Pair,67,1473.4666666667,7,28,29,1995-08-03,CAN,CAN,74,197,2013,1,26,26,8477447.0
2024-2025,Simon Benoit,TOR,D,234.0,176.0,,117.0,220.0,191.0,224.0,226.0,233.0,229.0,208.0,8.0,,211.0,Third Pair,78,1290.6166666667,1,4,25,1998-09-19,CAN,CAN,75,203,-,-,-,-,8481122.0
2024-2025,Simon Edvinsson,DET,D,103.0,142.0,,122.0,127.0,141.0,202.0,129.0,34.0,134.0,169.0,121.0,,67.0,Second Pair,78,1647.5,7,14,21,2003-02-05,SWE,SWE,78,209,2021,1,6,6,8482762.0
2024-2025,Simon Nemec,NJD,D,194.0,219.0,,,197.0,204.0,154.0,59.0,218.0,13.0,161.0,236.0,,162.0,Third Pair,27,404.48333333333,2,0,20,2004-02-15,SVK,SVK,73,190,2022,1,2,2,8483495.0
2024-2025,TJ Brodie,CHI,D,228.0,140.0,,,150.0,174.0,236.0,202.0,229.0,109.0,133.0,215.0,,189.0,Third Pair,54,844.15,2,1,34,1990-06-07,CAN,CAN,74,187,2008,4,23,114,
2024-2025,Thomas Chabot,OTT,D,22.0,114.0,52.0,65.0,38.0,144.0,18.0,37.0,24.0,85.0,96.0,163.0,,20.0,First Pair,80,1841.9333333333,9,18,27,1997-01-30,CAN,CAN,74,195,2015,1,18,18,8478469.0
2024-2025,Thomas Harley,DAL,D,16.0,133.0,19.0,9.0,14.0,93.0,30.0,6.0,66.0,94.0,60.0,205.0,,24.0,First Pair,78,1823.8166666667,16,14,23,2001-08-19,USA,USA,75,205,2019,1,18,18,8481581.0
2024-2025,Timothy Liljegren,SJS,D,94.0,120.0,68.0,,57.0,188.0,79.0,76.0,195.0,122.0,180.0,107.0,,81.0,Second Pair,68,1305.3333333333,6,3,25,1999-04-30,SWE,SWE,73,192,2017,1,17,17,8480043.0
2024-2025,Tony DeAngelo,NYI,D,27.0,236.0,65.0,,12.0,213.0,39.0,85.0,41.0,45.0,82.0,217.0,,54.0,First Pair,35,817.03333333333,4,8,28,1995-10-24,USA,USA,71,180,2014,1,19,19,8477950.0
2024-2025,Travis Hamonic,OTT,D,164.0,206.0,,137.0,144.0,226.0,55.0,171.0,198.0,170.0,122.0,75.0,,149.0,Third Pair,59,1006.95,1,1,34,1990-08-16,CAN,CAN,73,200,2008,2,23,53,8474612.0
2024-2025,Travis Sanheim,PHI,D,87.0,105.0,,72.0,123.0,119.0,101.0,35.0,157.0,162.0,76.0,148.0,,43.0,First Pair,82,2008.6166666667,8,9,28,1996-03-29,CAN,CAN,75,181,2014,1,17,17,8477948.0
2024-2025,Trevor van Riemsdyk,WSH,D,145.0,7.0,,15.0,141.0,75.0,146.0,219.0,75.0,127.0,120.0,235.0,,125.0,Third Pair,82,1447.9833333333,1,9,33,1991-07-24,USA,USA,75,191,-,-,-,-,8477845.0
2024-2025,Troy Stecher,EDM,D,175.0,85.0,,,157.0,81.0,136.0,137.0,174.0,107.0,182.0,137.0,,214.0,Third Pair,66,915.65,3,3,30,1994-04-07,CAN,CAN,70,184,-,-,-,-,8479442.0
