Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID
2014-2015,Dale Weise,MTL,F,261.0,184.0,,,340.0,262.0,342.0,272.0,69.0,205.0,122.0,67.0,,341.0,Fourth Line,79,962.35,10,15,26,1988-08-05,CAN,CAN,74,196,2008,4,20,111,8474668.0
2014-2015,Daniel Briere,COL,F,316.0,380.0,246.0,,347.0,369.0,219.0,185.0,354.0,208.0,190.0,383.0,,320.0,Fourth Line,57,690.95,8,1,36,1977-10-06,CAN,CAN,69,174,1996,1,24,24,
2014-2015,Daniel Carcillo,CHI,F,247.0,291.0,,,253.0,193.0,176.0,179.0,290.0,394.0,17.0,104.0,,397.0,Fringe,39,319.38333333333,4,3,29,1985-01-28,CAN,CAN,72,200,2003,3,5,73,8470666.0
2014-2015,Daniel Paille,BOS,F,326.0,82.0,,71.0,373.0,93.0,346.0,253.0,263.0,144.0,179.0,203.0,,360.0,Fourth Line,71,817.43333333333,6,6,30,1984-04-15,CAN,CAN,73,188,2002,1,20,20,8470230.0
2014-2015,Daniel Sedin,VAN,F,80.0,242.0,66.0,,165.0,72.0,65.0,206.0,30.0,79.0,69.0,409.0,,40.0,First Line,82,1505.2833333333,20,35,33,1980-09-26,SWE,SWE,73,190,1999,1,2,2,8467875.0
2014-2015,Daniel Winnik,TOR,F,203.0,130.0,,121.0,230.0,195.0,298.0,326.0,53.0,241.0,149.0,199.0,,225.0,Second Line,79,1314.7,9,18,29,1985-03-06,CAN,CAN,74,210,2004,9,7,265,8471476.0
2014-2015,Daniel Winnik,PIT,F,203.0,130.0,,121.0,230.0,195.0,298.0,326.0,53.0,241.0,149.0,199.0,,225.0,Second Line,79,1314.7,9,18,29,1985-03-06,CAN,CAN,74,210,2004,9,7,265,8471476.0
2014-2015,Darren Helm,DET,F,125.0,90.0,153.0,13.0,159.0,43.0,99.0,145.0,158.0,62.0,3.0,154.0,64.0,169.0,Second Line,75,1187.5166666667,15,13,27,1987-01-21,CAN,CAN,72,192,2005,5,7,132,8471794.0
2014-2015,Dave Bolland,FLA,F,288.0,170.0,214.0,103.0,293.0,231.0,338.0,336.0,165.0,354.0,419.0,177.0,163.0,243.0,Second Line,53,866.63333333333,6,11,28,1986-06-05,CAN,CAN,72,188,2004,2,2,32,8471245.0
2014-2015,David Backes,STL,F,110.0,62.0,35.0,50.0,122.0,160.0,172.0,131.0,90.0,393.0,331.0,56.0,30.0,46.0,First Line,80,1491.2833333333,26,18,30,1984-05-01,USA,USA,75,215,2003,2,32,62,8470655.0
2014-2015,David Booth,TOR,F,195.0,267.0,,185.0,322.0,268.0,53.0,155.0,239.0,366.0,136.0,135.0,,314.0,Fourth Line,59,704.53333333333,7,5,29,1984-11-24,USA,USA,72,212,2004,2,23,53,8471266.0
2014-2015,David Clarkson,CBJ,F,307.0,376.0,238.0,,283.0,364.0,191.0,238.0,393.0,369.0,416.0,68.0,,271.0,Third Line,61,841.78333333333,10,1,30,1984-03-31,CAN,CAN,72,207,-,-,-,-,8470920.0
2014-2015,David Clarkson,TOR,F,307.0,376.0,238.0,,283.0,364.0,191.0,238.0,393.0,369.0,416.0,68.0,,271.0,Third Line,61,841.78333333333,10,1,30,1984-03-31,CAN,CAN,72,207,-,-,-,-,8470920.0
2014-2015,David Desharnais,MTL,F,256.0,164.0,241.0,,54.0,252.0,412.0,309.0,134.0,21.0,164.0,388.0,84.0,189.0,Second Line,82,1414.4166666667,14,16,27,1986-09-14,CAN,CAN,67,180,-,-,-,-,8471976.0
2014-2015,David Jones,CGY,F,166.0,282.0,223.0,,249.0,363.0,134.0,176.0,127.0,405.0,159.0,137.0,,196.0,Third Line,67,960.73333333333,14,10,30,1984-08-10,CAN,CAN,75,208,2003,9,27,288,8470877.0
2014-2015,David Krejci,BOS,F,234.0,227.0,90.0,,143.0,245.0,353.0,276.0,184.0,230.0,265.0,320.0,46.0,101.0,First Line,47,853.85,7,12,28,1986-04-28,CZE,CZE,72,192,2004,2,33,63,8471276.0
2014-2015,David Legwand,OTT,F,351.0,163.0,116.0,142.0,241.0,142.0,376.0,375.0,318.0,356.0,396.0,322.0,107.0,238.0,Third Line,80,1111.75,9,11,34,1980-08-17,USA,USA,74,207,1998,1,2,2,8467330.0
2014-2015,David Moss,ARI,F,248.0,245.0,,56.0,148.0,273.0,107.0,328.0,297.0,372.0,305.0,116.0,,273.0,Fourth Line,60,774.85,4,5,32,1981-12-28,USA,USA,76,210,2001,7,24,220,8469664.0
2014-2015,David Pastrnak,BOS,F,39.0,279.0,239.0,,39.0,111.0,63.0,98.0,36.0,11.0,37.0,377.0,,144.0,Third Line,46,642.76666666667,10,8,18,1996-05-25,CZE,CZE,73,195,2014,1,25,25,8477956.0
2014-2015,David Perron,EDM,F,154.0,286.0,142.0,,199.0,224.0,140.0,101.0,225.0,69.0,268.0,167.0,,107.0,Second Line,81,1403.5666666667,17,14,26,1988-05-28,CAN,CAN,73,196,2007,1,26,26,8474102.0
2014-2015,David Perron,PIT,F,154.0,286.0,142.0,,199.0,224.0,140.0,101.0,225.0,69.0,268.0,167.0,,107.0,Second Line,81,1403.5666666667,17,14,26,1988-05-28,CAN,CAN,73,196,2007,1,26,26,8474102.0
2014-2015,Dennis Everberg,COL,F,375.0,158.0,,,398.0,390.0,311.0,396.0,258.0,348.0,65.0,171.0,,343.0,Fourth Line,55,649.05,3,4,22,1991-12-31,SWE,SWE,76,205,-,-,-,-,8477902.0
2014-2015,Derek Dorsett,VAN,F,280.0,265.0,,,275.0,314.0,262.0,337.0,189.0,237.0,297.0,47.0,,333.0,Fourth Line,79,951.58333333333,7,10,27,1986-12-20,CAN,CAN,72,192,2006,7,6,189,8473432.0
2014-2015,Derek MacKenzie,FLA,F,400.0,72.0,,55.0,389.0,88.0,371.0,362.0,378.0,228.0,262.0,9.0,17.0,377.0,Fourth Line,82,1020.9666666667,5,2,33,1981-06-11,CAN,CAN,71,177,1999,5,2,128,8468001.0
2014-2015,Derek Roy,EDM,F,229.0,185.0,110.0,,195.0,292.0,301.0,293.0,115.0,56.0,233.0,397.0,156.0,197.0,Second Line,72,1128.3666666667,12,15,31,1983-05-04,CAN,CAN,69,184,2001,2,2,32,8469485.0
2014-2015,Derek Roy,NSH,F,229.0,185.0,110.0,,195.0,292.0,301.0,293.0,115.0,56.0,233.0,397.0,156.0,197.0,Second Line,72,1128.3666666667,12,15,31,1983-05-04,CAN,CAN,69,184,2001,2,2,32,8469485.0
2014-2015,Derek Stepan,NYR,F,57.0,293.0,159.0,86.0,62.0,323.0,151.0,247.0,9.0,94.0,255.0,372.0,170.0,61.0,First Line,68,1236.3,16,26,24,1990-06-18,USA,USA,71,196,2008,2,21,51,8474613.0
2014-2015,Derick Brassard,NYR,F,171.0,296.0,58.0,,66.0,209.0,240.0,251.0,182.0,39.0,191.0,191.0,138.0,108.0,Second Line,80,1391.6,19,16,26,1987-09-22,CAN,CAN,73,200,2006,1,6,6,8473544.0
2014-2015,Devante Smith-Pelly,ANA,F,365.0,225.0,261.0,41.0,312.0,253.0,313.0,366.0,385.0,226.0,177.0,42.0,,295.0,Third Line,74,1056.05,6,5,22,1992-06-14,CAN,CAN,72,223,2010,2,12,42,8475758.0
2014-2015,Devante Smith-Pelly,MTL,F,365.0,225.0,261.0,41.0,312.0,253.0,313.0,366.0,385.0,226.0,177.0,42.0,,295.0,Third Line,74,1056.05,6,5,22,1992-06-14,CAN,CAN,72,223,2010,2,12,42,8475758.0
2014-2015,Dmitrij Jaskin,STL,F,167.0,9.0,14.0,,154.0,2.0,82.0,53.0,371.0,305.0,189.0,46.0,,215.0,Fourth Line,54,727.26666666667,13,2,21,1993-03-23,RUS,CZE,74,216,2011,2,11,41,8476436.0
2014-2015,Dominic Moore,NYR,F,291.0,251.0,,38.0,272.0,271.0,221.0,310.0,296.0,415.0,218.0,290.0,16.0,296.0,Third Line,82,1132.4,10,9,34,1980-08-03,CAN,CAN,72,192,2000,3,30,95,8468575.0
2014-2015,Drew Miller,DET,F,358.0,19.0,,87.0,391.0,83.0,228.0,348.0,343.0,353.0,267.0,131.0,,318.0,Fourth Line,82,1102.0666666667,5,5,30,1984-02-17,USA,USA,74,183,2003,6,19,186,8470778.0
2014-2015,Drew Stafford,BUF,F,220.0,415.0,151.0,,346.0,406.0,174.0,119.0,155.0,282.0,194.0,261.0,,142.0,Second Line,76,1253.9,18,13,28,1985-10-30,USA,USA,74,215,2004,1,13,13,8471226.0
2014-2015,Drew Stafford,WPG,F,220.0,415.0,151.0,,346.0,406.0,174.0,119.0,155.0,282.0,194.0,261.0,,142.0,Second Line,76,1253.9,18,13,28,1985-10-30,USA,USA,74,215,2004,1,13,13,8471226.0
2014-2015,Dustin Brown,LAK,F,149.0,182.0,169.0,82.0,210.0,28.0,46.0,168.0,250.0,133.0,5.0,50.0,,194.0,Second Line,82,1354.3833333333,11,12,29,1984-11-04,USA,USA,72,205,2003,1,13,13,8470606.0
2014-2015,Dwight King,LAK,F,224.0,303.0,,58.0,125.0,90.0,257.0,175.0,307.0,189.0,277.0,183.0,,293.0,Third Line,81,1166.0333333333,13,9,25,1989-07-05,CAN,CAN,76,229,2007,4,18,109,8474100.0
2014-2015,Elias Lindholm,CAR,F,222.0,356.0,182.0,,93.0,350.0,255.0,249.0,254.0,25.0,167.0,236.0,,201.0,Second Line,81,1330.3,17,13,19,1994-12-02,SWE,SWE,73,202,2013,1,5,5,8477496.0
2014-2015,Emerson Etem,ANA,F,176.0,205.0,,,137.0,221.0,109.0,178.0,245.0,114.0,86.0,148.0,,278.0,Fourth Line,45,550.96666666667,5,3,22,1992-06-16,USA,USA,73,212,2010,1,29,29,8475770.0
2014-2015,Eric Fehr,WSH,F,126.0,52.0,,123.0,168.0,163.0,126.0,84.0,203.0,324.0,109.0,258.0,66.0,184.0,Third Line,75,1113.75,19,9,28,1985-09-07,CAN,CAN,76,209,2003,1,18,18,8470611.0
2014-2015,Eric Nystrom,NSH,F,393.0,134.0,,161.0,407.0,89.0,324.0,257.0,422.0,416.0,120.0,93.0,,345.0,Fourth Line,60,791.68333333333,7,2,31,1983-02-14,USA,USA,73,200,2002,1,10,10,8470180.0
2014-2015,Eric Staal,CAR,F,33.0,348.0,59.0,,14.0,307.0,41.0,88.0,33.0,53.0,300.0,306.0,69.0,35.0,First Line,77,1451.3,23,18,29,1984-10-29,CAN,CAN,76,195,2003,1,2,2,8470595.0
2014-2015,Erik Cole,DAL,F,101.0,360.0,135.0,,155.0,297.0,150.0,25.0,202.0,145.0,14.0,152.0,,173.0,Third Line,68,989.23333333333,21,14,35,1978-11-06,USA,USA,74,205,1998,3,13,71,8467396.0
2014-2015,Erik Cole,DET,F,101.0,360.0,135.0,,155.0,297.0,150.0,25.0,202.0,145.0,14.0,152.0,,173.0,Third Line,68,989.23333333333,21,14,35,1978-11-06,USA,USA,74,205,1998,3,13,71,8467396.0
2014-2015,Erik Condra,OTT,F,230.0,53.0,,46.0,140.0,92.0,220.0,286.0,204.0,277.0,91.0,369.0,,270.0,Third Line,68,982.81666666667,9,9,28,1986-08-06,USA,USA,71,185,2006,7,28,211,8473588.0
2014-2015,Erik Haula,MIN,F,306.0,21.0,,8.0,348.0,74.0,186.0,252.0,298.0,383.0,384.0,323.0,136.0,329.0,Fourth Line,72,874.83333333333,7,5,23,1991-03-23,FIN,FIN,71,191,2009,7,1,182,8475287.0
2014-2015,Evander Kane,WPG,F,54.0,382.0,152.0,114.0,92.0,319.0,6.0,105.0,157.0,255.0,400.0,60.0,,34.0,First Line,37,714.56666666667,10,7,23,1991-08-02,CAN,CAN,74,210,2009,1,4,4,8475169.0
2014-2015,Evgeni Malkin,PIT,F,36.0,338.0,11.0,,34.0,198.0,131.0,30.0,52.0,50.0,153.0,403.0,155.0,7.0,First Line,69,1309.4833333333,28,21,28,1986-07-31,RUS,RUS,75,195,2004,1,2,2,8471215.0
2014-2015,Evgeny Kuznetsov,WSH,F,283.0,202.0,9.0,,291.0,144.0,284.0,387.0,113.0,140.0,311.0,331.0,158.0,230.0,Fourth Line,80,1066.4833333333,11,17,22,1992-05-19,RUS,RUS,74,207,2010,1,26,26,8475744.0
2014-2015,Filip Forsberg,NSH,F,17.0,147.0,174.0,,29.0,79.0,21.0,23.0,48.0,2.0,43.0,219.0,,41.0,Second Line,82,1421.1333333333,26,20,20,1994-08-13,SWE,SWE,73,205,2012,1,11,11,8476887.0
2014-2015,Frans Nielsen,NYI,F,132.0,83.0,33.0,177.0,53.0,327.0,163.0,191.0,177.0,278.0,92.0,337.0,86.0,88.0,Second Line,78,1293.2166666667,14,18,30,1984-04-24,DNK,DNK,73,186,2002,3,24,87,8470144.0
2014-2015,Gabriel Bourque,NSH,F,302.0,25.0,,42.0,288.0,51.0,309.0,354.0,201.0,407.0,187.0,126.0,,321.0,Fourth Line,69,828.98333333333,3,7,23,1990-09-23,CAN,CAN,70,206,2009,5,11,132,8475268.0
2014-2015,Gabriel Landeskog,COL,F,74.0,98.0,183.0,,190.0,301.0,96.0,143.0,13.0,390.0,314.0,146.0,,43.0,First Line,82,1517.45,23,21,21,1992-11-23,SWE,SWE,73,215,2011,1,2,2,8476455.0
2014-2015,Gregory Campbell,BOS,F,397.0,141.0,,135.0,396.0,203.0,357.0,357.0,386.0,334.0,282.0,96.0,50.0,361.0,Fourth Line,70,849.45,6,3,30,1983-12-17,CAN,CAN,72,188,2002,3,4,67,8470169.0
2014-2015,Gustav Nyquist,DET,F,87.0,69.0,64.0,,235.0,46.0,88.0,49.0,135.0,41.0,27.0,373.0,,58.0,Second Line,82,1365.85,27,14,25,1989-09-01,SWE,SWE,71,180,2008,4,30,121,8474679.0
2014-2015,Henrik Sedin,VAN,F,285.0,203.0,85.0,22.0,117.0,75.0,416.0,355.0,161.0,82.0,163.0,398.0,146.0,111.0,First Line,82,1526.1833333333,18,28,33,1980-09-26,SWE,SWE,74,183,1999,1,3,3,8467876.0
2014-2015,Henrik Zetterberg,DET,F,105.0,111.0,12.0,,147.0,45.0,73.0,230.0,102.0,42.0,171.0,355.0,74.0,19.0,First Line,77,1471.55,17,30,33,1980-10-09,SWE,SWE,72,197,1999,7,24,210,8468083.0
2014-2015,J.T. Brown,TBL,F,241.0,196.0,,174.0,255.0,95.0,60.0,340.0,217.0,308.0,310.0,224.0,,334.0,Fourth Line,52,551.55,3,3,24,1990-07-02,USA,USA,70,182,-,-,-,-,
2014-2015,J.T. Miller,NYR,F,214.0,228.0,131.0,,124.0,339.0,160.0,193.0,360.0,138.0,105.0,141.0,113.0,258.0,Fourth Line,58,736.58333333333,10,8,21,1993-03-14,USA,USA,73,218,2011,1,15,15,8476468.0
2014-2015,Jack Skille,CBJ,F,233.0,268.0,,,345.0,368.0,35.0,201.0,337.0,340.0,35.0,75.0,,282.0,Fourth Line,45,563.55,6,2,27,1987-05-19,USA,USA,73,216,2005,1,7,7,8471681.0
2014-2015,Jacob De La Rose,MTL,F,410.0,250.0,,29.0,382.0,151.0,395.0,388.0,419.0,403.0,408.0,84.0,157.0,342.0,Third Line,33,455.35,4,1,19,1995-05-20,SWE,SWE,75,215,2013,2,4,34,
2014-2015,Jacob Josefson,NJD,F,406.0,34.0,,145.0,353.0,13.0,358.0,401.0,415.0,235.0,299.0,250.0,111.0,392.0,Fourth Line,62,770.76666666667,6,2,23,1991-03-02,SWE,SWE,72,196,2009,1,20,20,8475185.0
2014-2015,Jaden Schwartz,STL,F,58.0,22.0,67.0,6.0,109.0,86.0,137.0,56.0,38.0,126.0,217.0,326.0,,60.0,First Line,75,1368.45,28,23,22,1992-06-25,CAN,CAN,70,185,2010,1,14,14,8475768.0
2014-2015,Jakob Silfverberg,ANA,F,81.0,236.0,,31.0,132.0,248.0,44.0,210.0,59.0,154.0,203.0,347.0,,150.0,Second Line,81,1268.5833333333,13,17,23,1990-10-13,SWE,SWE,73,207,2009,2,9,39,8475164.0
2014-2015,Jakub Voracek,PHI,F,78.0,273.0,5.0,,55.0,162.0,135.0,221.0,28.0,66.0,135.0,358.0,,25.0,First Line,82,1524.6333333333,22,31,25,1989-08-15,CZE,CZE,74,216,2007,1,7,7,8474161.0
2014-2015,James Neal,NSH,F,15.0,121.0,114.0,,33.0,112.0,5.0,20.0,124.0,18.0,266.0,262.0,,22.0,First Line,67,1211.8666666667,23,9,26,1987-09-03,CAN,CAN,75,212,2005,2,3,33,8471707.0
2014-2015,James Sheppard,SJS,F,320.0,44.0,,,257.0,123.0,334.0,342.0,272.0,355.0,192.0,136.0,94.0,336.0,Fourth Line,71,941.21666666667,7,7,26,1988-04-25,CAN,CAN,73,215,2006,1,9,9,8473536.0
2014-2015,James Sheppard,NYR,F,320.0,44.0,,,257.0,123.0,334.0,342.0,272.0,355.0,192.0,136.0,94.0,336.0,Fourth Line,71,941.21666666667,7,7,26,1988-04-25,CAN,CAN,73,215,2006,1,9,9,8473536.0
2014-2015,James van Riemsdyk,TOR,F,83.0,423.0,70.0,,192.0,424.0,49.0,93.0,111.0,200.0,296.0,275.0,,38.0,First Line,82,1564.8833333333,27,23,25,1989-05-04,USA,USA,75,208,2007,1,2,2,8474037.0
2014-2015,Jamie Benn,DAL,F,3.0,240.0,47.0,89.0,10.0,348.0,33.0,9.0,11.0,108.0,113.0,205.0,79.0,6.0,First Line,82,1635.7333333333,35,32,25,1989-07-18,CAN,CAN,74,205,2007,5,8,129,8473994.0
2014-2015,Jannik Hansen,VAN,F,199.0,252.0,,65.0,197.0,300.0,204.0,227.0,180.0,194.0,260.0,244.0,,231.0,Third Line,81,1131.75,16,13,28,1986-03-15,DNK,DNK,73,198,2004,9,29,287,8471498.0
2014-2015,Jared Boll,CBJ,F,423.0,306.0,,,420.0,299.0,421.0,411.0,392.0,224.0,258.0,22.0,,422.0,Fringe,72,523.78333333333,1,3,28,1986-05-13,USA,USA,75,206,2005,4,10,101,8471766.0
2014-2015,Jarome Iginla,COL,F,92.0,390.0,82.0,,221.0,392.0,203.0,47.0,61.0,268.0,244.0,218.0,,50.0,First Line,82,1487.1166666667,29,23,37,1977-07-01,CAN,CAN,73,210,1995,1,11,11,8462042.0
2014-2015,Jaromir Jagr,FLA,F,118.0,162.0,168.0,,186.0,21.0,161.0,164.0,65.0,115.0,303.0,411.0,,90.0,Second Line,77,1352.9,17,21,42,1972-02-15,CZE,CZE,75,230,1990,1,5,5,8448208.0
2014-2015,Jaromir Jagr,NJD,F,118.0,162.0,168.0,,186.0,21.0,161.0,164.0,65.0,115.0,303.0,411.0,,90.0,Second Line,77,1352.9,17,21,42,1972-02-15,CZE,CZE,75,230,1990,1,5,5,8448208.0
2014-2015,Jarret Stoll,LAK,F,362.0,59.0,196.0,158.0,261.0,39.0,378.0,389.0,338.0,155.0,387.0,82.0,19.0,281.0,Third Line,73,1130.75,6,6,32,1982-06-24,CAN,CAN,73,216,2002,2,6,36,8468526.0
2014-2015,Jason Chimera,WSH,F,183.0,377.0,,154.0,246.0,296.0,179.0,248.0,97.0,323.0,368.0,125.0,,288.0,Fourth Line,77,996.05,7,9,35,1979-05-02,CAN,CAN,75,215,1997,5,15,121,8466251.0
2014-2015,Jason Pominville,MIN,F,70.0,71.0,61.0,,113.0,69.0,78.0,74.0,74.0,29.0,47.0,390.0,,51.0,First Line,82,1498.9833333333,18,23,31,1982-11-30,CAN,USA,72,180,2001,2,25,55,8469506.0
2014-2015,Jason Spezza,DAL,F,46.0,404.0,72.0,,17.0,366.0,64.0,118.0,40.0,78.0,334.0,417.0,28.0,47.0,Second Line,82,1412.25,17,19,31,1983-06-13,CAN,CAN,75,219,2001,1,2,2,8469455.0
2014-2015,Jason Zucker,MIN,F,19.0,210.0,232.0,167.0,189.0,129.0,17.0,1.0,188.0,71.0,6.0,204.0,,113.0,Third Line,51,768.03333333333,21,5,22,1992-01-16,USA,USA,71,192,2010,2,29,59,8475722.0
2014-2015,Jay Beagle,WSH,F,263.0,42.0,,160.0,294.0,133.0,241.0,134.0,305.0,341.0,386.0,170.0,35.0,327.0,Fourth Line,62,794.15,10,7,28,1985-10-16,CAN,CAN,75,210,-,-,-,-,8474291.0
2014-2015,Jay McClement,CAR,F,382.0,270.0,,132.0,387.0,377.0,402.0,351.0,281.0,412.0,343.0,192.0,10.0,358.0,Third Line,82,1113.3833333333,7,8,31,1983-03-02,CAN,CAN,73,205,2001,2,27,57,8469508.0
2014-2015,Jean-Gabriel Pageau,OTT,F,219.0,204.0,,91.0,200.0,110.0,115.0,150.0,319.0,291.0,12.0,38.0,43.0,266.0,Third Line,50,709.36666666667,10,4,21,1992-11-11,CAN,CAN,71,185,2011,4,5,96,8476419.0
2014-2015,Jeff Carter,LAK,F,18.0,272.0,74.0,97.0,31.0,117.0,27.0,37.0,27.0,199.0,222.0,293.0,53.0,39.0,Second Line,82,1473.6,28,18,29,1985-01-01,CAN,CAN,75,219,2003,1,11,11,8470604.0
2014-2015,Jeff Skinner,CAR,F,37.0,372.0,78.0,,141.0,362.0,4.0,34.0,106.0,23.0,10.0,371.0,,75.0,Second Line,77,1235.7,18,9,22,1992-05-16,CAN,CAN,71,197,2010,1,7,7,8475784.0
2014-2015,Jeremy Morin,CHI,F,201.0,178.0,,,281.0,94.0,37.0,356.0,171.0,149.0,212.0,185.0,,370.0,Fourth Line,43,438.56666666667,2,4,23,1991-04-16,USA,USA,73,195,2009,2,15,45,8475214.0
2014-2015,Jeremy Morin,CBJ,F,201.0,178.0,,,281.0,94.0,37.0,356.0,171.0,149.0,212.0,185.0,,370.0,Fourth Line,43,438.56666666667,2,4,23,1991-04-16,USA,USA,73,195,2009,2,15,45,8475214.0
2014-2015,Jesper Fast,NYR,F,335.0,67.0,,23.0,277.0,109.0,382.0,266.0,364.0,385.0,128.0,99.0,,362.0,Fourth Line,58,684.65,6,4,22,1991-12-02,SWE,SWE,73,191,2010,6,7,157,8475855.0
2014-2015,Jim Slater,WPG,F,355.0,305.0,,156.0,305.0,305.0,361.0,334.0,369.0,333.0,330.0,51.0,4.0,407.0,Fourth Line,82,755.2,5,6,31,1982-12-09,USA,USA,72,195,2002,1,30,30,8470289.0
2014-2015,Jimmy Hayes,FLA,F,136.0,304.0,60.0,,256.0,263.0,79.0,36.0,285.0,209.0,188.0,85.0,,192.0,Third Line,72,1090.2666666667,19,11,24,1989-11-21,USA,USA,77,215,2008,2,30,60,8474625.0
2014-2015,Jiri Hudler,CGY,F,158.0,389.0,117.0,,247.0,346.0,359.0,89.0,46.0,88.0,142.0,407.0,,80.0,First Line,78,1404.7333333333,31,29,30,1984-01-04,CZE,CZE,70,190,2002,2,28,58,8470201.0
2014-2015,Jiri Sekac,ANA,F,342.0,173.0,,,300.0,132.0,321.0,303.0,355.0,247.0,141.0,237.0,,304.0,Third Line,69,936.45,9,3,22,1992-06-10,CZE,CZE,73,185,-,-,-,-,8478137.0
2014-2015,Jiri Sekac,MTL,F,342.0,173.0,,,300.0,132.0,321.0,303.0,355.0,247.0,141.0,237.0,,304.0,Third Line,69,936.45,9,3,22,1992-06-10,CZE,CZE,73,185,-,-,-,-,8478137.0
2014-2015,Jiri Tlusty,CAR,F,179.0,213.0,186.0,,110.0,275.0,188.0,129.0,306.0,103.0,178.0,242.0,,164.0,Second Line,72,1153.5,14,5,26,1988-03-16,CZE,CZE,72,205,2006,1,13,13,8473482.0
2014-2015,Jiri Tlusty,WPG,F,179.0,213.0,186.0,,110.0,275.0,188.0,129.0,306.0,103.0,178.0,242.0,,164.0,Second Line,72,1153.5,14,5,26,1988-03-16,CZE,CZE,72,205,2006,1,13,13,8473482.0
2014-2015,Joakim Andersson,DET,F,352.0,215.0,,110.0,356.0,82.0,316.0,364.0,288.0,292.0,361.0,354.0,58.0,379.0,Fourth Line,68,790.78333333333,3,5,25,1989-02-05,SWE,SWE,74,211,2007,3,27,88,8474168.0
2014-2015,Joakim Lindstrom,TOR,F,380.0,230.0,52.0,,301.0,138.0,341.0,398.0,399.0,171.0,228.0,395.0,,388.0,Fourth Line,53,576.4,4,3,30,1983-12-05,SWE,SWE,72,187,2002,2,11,41,8470152.0
2014-2015,Joakim Lindstrom,STL,F,380.0,230.0,52.0,,301.0,138.0,341.0,398.0,399.0,171.0,228.0,395.0,,388.0,Fourth Line,53,576.4,4,3,30,1983-12-05,SWE,SWE,72,187,2002,2,11,41,8470152.0
2014-2015,Joakim Nordstrom,CHI,F,408.0,74.0,,,317.0,114.0,278.0,421.0,418.0,421.0,76.0,65.0,,406.0,Fourth Line,38,416.8,0,1,22,1992-02-25,SWE,SWE,73,194,2010,3,30,90,8475807.0
2014-2015,Joe Colborne,CGY,F,339.0,316.0,236.0,,361.0,312.0,414.0,317.0,131.0,233.0,376.0,88.0,77.0,276.0,Third Line,64,986.9,8,12,24,1990-01-30,CAN,CAN,77,221,2008,1,16,16,8474577.0
2014-2015,Joe Pavelski,SJS,F,59.0,30.0,1.0,74.0,16.0,68.0,106.0,42.0,194.0,267.0,31.0,291.0,27.0,12.0,First Line,82,1650.25,37,22,30,1984-07-11,USA,USA,71,200,2003,7,8,205,8470794.0
2014-2015,Joe Thornton,SJS,F,109.0,276.0,22.0,,3.0,96.0,384.0,370.0,17.0,320.0,219.0,367.0,13.0,85.0,First Line,78,1437.0833333333,16,28,35,1979-07-02,CAN,CAN,76,220,1997,1,1,1,8466138.0
2014-2015,Joe Vitale,ARI,F,377.0,125.0,,194.0,351.0,324.0,379.0,395.0,279.0,397.0,367.0,103.0,29.0,381.0,Fourth Line,70,786.05,3,4,29,1985-08-20,USA,USA,71,205,2005,7,1,195,8471856.0
2014-2015,Joel Ward,WSH,F,260.0,135.0,120.0,77.0,198.0,197.0,300.0,159.0,280.0,328.0,148.0,316.0,,172.0,Second Line,82,1382.6666666667,19,10,33,1980-12-02,CAN,CAN,73,225,-,-,-,-,8468208.0
2014-2015,Joffrey Lupul,TOR,F,228.0,414.0,161.0,,258.0,419.0,200.0,140.0,264.0,378.0,302.0,195.0,,165.0,Third Line,55,851.96666666667,10,7,30,1983-09-23,CAN,CAN,73,206,2002,1,7,7,8470207.0
2014-2015,Johan Franzen,DET,F,191.0,298.0,27.0,,260.0,128.0,125.0,244.0,175.0,20.0,264.0,196.0,,68.0,Second Line,33,530.01666666667,7,6,34,1979-12-23,SWE,SWE,76,232,2004,3,32,97,8471309.0
2014-2015,Johan Larsson,BUF,F,383.0,218.0,69.0,,369.0,254.0,400.0,349.0,356.0,362.0,133.0,156.0,142.0,305.0,Third Line,39,566.13333333333,6,4,22,1992-07-25,SWE,SWE,71,206,2010,2,26,56,8475728.0
2014-2015,John Mitchell,COL,F,323.0,177.0,207.0,,362.0,370.0,339.0,319.0,195.0,352.0,246.0,140.0,81.0,213.0,Second Line,68,1078.25,11,8,29,1985-01-22,CAN,CAN,73,204,2003,5,22,158,8470750.0
2014-2015,John Scott,SJS,F,420.0,172.0,,,406.0,186.0,418.0,390.0,413.0,110.0,424.0,10.0,,420.0,Fringe,38,283.16666666667,3,1,31,1982-09-26,CAN,CAN,80,260,-,-,-,-,8473722.0
2014-2015,John Tavares,NYI,F,7.0,398.0,18.0,,4.0,394.0,81.0,15.0,32.0,9.0,181.0,378.0,55.0,4.0,First Line,82,1695.2,38,30,23,1990-09-20,CAN,CAN,73,216,2009,1,1,1,8475166.0
2014-2015,Johnny Gaudreau,CGY,F,202.0,387.0,48.0,,205.0,380.0,286.0,163.0,173.0,37.0,18.0,424.0,,72.0,Second Line,80,1417.35,24,24,21,1993-08-13,USA,USA,69,165,2011,4,13,104,8476346.0
