Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position
2020-2021,David Perron,STL,F,263.0,209.0,5.0,,289.0,138.0,102.0,89.0,305.0,51.0,361.0,304.0,,35.0,First Line,56,1038.75,19,20,32,1988-05-28,CAN,CAN,73,196,2007,1,26,26
2020-2021,Denis Gurianov,DAL,F,166.0,229.0,210.0,,162.0,152.0,61.0,114.0,44.0,234.0,106.0,201.0,,180.0,Second Line,55,871.8,12,10,23,1997-06-07,RUS,RUS,75,205,2015,1,12,12
2020-2021,Derek Grant,ANA,F,323.0,427.0,,50.0,424.0,444.0,254.0,226.0,442.0,317.0,407.0,158.0,52.0,239.0,Third Line,46,669.78333333333,6,4,30,1990-04-20,CAN,CAN,75,210,2008,4,28,119
2020-2021,Derek Ryan,CGY,F,136.0,20.0,248.0,57.0,70.0,12.0,370.0,365.0,300.0,120.0,63.0,423.0,44.0,306.0,Fourth Line,43,511.41666666667,2,8,33,1986-12-29,USA,USA,70,185,-,-,-,-
2020-2021,Derek Stepan,OTT,F,133.0,230.0,155.0,165.0,137.0,393.0,95.0,354.0,352.0,249.0,339.0,265.0,88.0,173.0,Third Line,20,301.28333333333,1,3,30,1990-06-18,USA,USA,71,196,2008,2,21,51
2020-2021,Derick Brassard,ARI,F,388.0,374.0,152.0,,347.0,310.0,302.0,298.0,220.0,341.0,295.0,124.0,51.0,271.0,Third Line,53,783.9,8,5,32,1987-09-22,CAN,CAN,73,200,2006,1,6,6
2020-2021,Devin Shore,EDM,F,415.0,220.0,285.0,131.0,409.0,382.0,426.0,318.0,345.0,344.0,303.0,90.0,,371.0,Fourth Line,38,415.03333333333,5,3,26,1994-07-19,CAN,CAN,73,206,2012,2,31,61
2020-2021,Dillon Dube,CGY,F,282.0,328.0,268.0,,241.0,236.0,239.0,249.0,248.0,369.0,82.0,179.0,,293.0,Third Line,51,695.61666666667,11,6,22,1998-07-20,CAN,CAN,71,185,2016,2,26,56
2020-2021,Dominik Kahun,EDM,F,222.0,357.0,258.0,,250.0,338.0,232.0,204.0,136.0,212.0,139.0,444.0,,243.0,Fourth Line,48,615.36666666667,9,4,25,1995-07-02,CZE,DEU,71,175,-,-,-,-
2020-2021,Dominik Kubalik,CHI,F,83.0,438.0,180.0,,149.0,422.0,29.0,26.0,291.0,139.0,321.0,228.0,,91.0,Third Line,55,851.95,16,11,25,1995-08-21,CZE,CZE,74,190,2013,7,10,191
2020-2021,Drake Batherson,OTT,F,254.0,411.0,241.0,,123.0,419.0,266.0,239.0,191.0,174.0,230.0,104.0,,172.0,Second Line,56,922.53333333333,17,12,22,1998-04-27,USA,USA,75,200,2017,4,28,121
2020-2021,Drake Caggiula,"ARI, BUF",F,208.0,421.0,,,172.0,425.0,261.0,240.0,250.0,242.0,246.0,67.0,,308.0,Fourth Line,38,471.3,3,4,26,1994-06-20,CAN,CAN,70,176,-,-,-,-
2020-2021,Dryden Hunt,ARI,F,144.0,206.0,,,230.0,127.0,100.0,371.0,414.0,203.0,348.0,19.0,,348.0,Fourth Line,26,310.63333333333,3,3,24,1995-11-24,CAN,CAN,72,193,-,-,-,-
2020-2021,Dustin Brown,LAK,F,128.0,377.0,109.0,203.0,267.0,257.0,79.0,82.0,330.0,180.0,116.0,133.0,,100.0,Second Line,49,863.43333333333,17,9,35,1984-11-04,USA,USA,72,205,2003,1,13,13
2020-2021,Dylan Cozens,BUF,F,183.0,443.0,208.0,,269.0,439.0,316.0,388.0,353.0,133.0,190.0,308.0,154.0,340.0,Third Line,41,588.58333333333,4,8,19,2001-02-09,CAN,CAN,75,195,2019,1,7,7
2020-2021,Dylan Gambrell,SJS,F,427.0,257.0,,155.0,315.0,374.0,442.0,410.0,338.0,436.0,366.0,191.0,143.0,370.0,Second Line,49,785.4,5,2,24,1996-08-26,USA,USA,71,185,2016,2,30,60
2020-2021,Dylan Larkin,DET,F,102.0,371.0,142.0,205.0,184.0,289.0,54.0,191.0,224.0,123.0,171.0,327.0,54.0,54.0,First Line,44,897.7,9,11,24,1996-07-30,USA,USA,73,198,2014,1,15,15
2020-2021,Dylan Strome,CHI,F,184.0,420.0,114.0,,114.0,436.0,253.0,181.0,129.0,119.0,335.0,436.0,96.0,156.0,Second Line,40,620.53333333333,9,6,23,1997-03-07,CAN,CAN,75,200,2015,1,3,3
2020-2021,Eeli Tolvanen,NSH,F,425.0,144.0,199.0,,372.0,159.0,273.0,233.0,308.0,391.0,329.0,107.0,,189.0,Third Line,39,577.28333333333,10,3,21,1999-04-22,FIN,FIN,70,191,2017,1,30,30
2020-2021,Eetu Luostarinen,FLA,F,446.0,59.0,,116.0,428.0,145.0,451.0,445.0,397.0,434.0,52.0,167.0,158.0,429.0,Fourth Line,44,578.01666666667,3,1,21,1998-09-02,FIN,FIN,75,190,2017,2,11,42
2020-2021,Elias Lindholm,CGY,F,224.0,186.0,65.0,77.0,118.0,146.0,208.0,103.0,219.0,183.0,226.0,284.0,56.0,47.0,First Line,56,1114.2,19,12,25,1994-12-02,SWE,SWE,73,202,2013,1,5,5
2020-2021,Elias Pettersson,VAN,F,99.0,287.0,84.0,,77.0,309.0,124.0,47.0,1.0,86.0,1.0,367.0,181.0,39.0,First Line,26,482.78333333333,10,5,21,1998-11-12,SWE,SWE,74,176,2017,1,5,5
2020-2021,Emil Bemstrom,CBJ,F,343.0,65.0,273.0,,359.0,26.0,177.0,235.0,276.0,343.0,271.0,253.0,,295.0,Fourth Line,20,257.11666666667,3,1,21,1999-06-01,SWE,SWE,72,195,2017,4,24,117
2020-2021,Eric Robinson,CBJ,F,238.0,87.0,,138.0,335.0,38.0,214.0,261.0,303.0,271.0,258.0,91.0,,354.0,Fourth Line,56,694.0,8,8,25,1995-06-14,USA,USA,74,205,-,-,-,-
2020-2021,Eric Staal,"BUF, MTL",F,255.0,315.0,118.0,,175.0,226.0,247.0,238.0,152.0,200.0,317.0,398.0,73.0,203.0,Third Line,53,780.16666666667,5,4,35,1984-10-29,CAN,CAN,76,195,2003,1,2,2
2020-2021,Erik Haula,NSH,F,291.0,414.0,183.0,150.0,261.0,387.0,248.0,157.0,329.0,313.0,360.0,281.0,126.0,208.0,Second Line,50,796.98333333333,9,8,29,1991-03-23,FIN,FIN,71,191,2009,7,1,182
2020-2021,Evan Rodrigues,PIT,F,178.0,156.0,289.0,194.0,274.0,122.0,98.0,229.0,237.0,290.0,42.0,328.0,101.0,244.0,Third Line,35,493.66666666667,7,5,27,1993-07-28,CAN,CAN,71,184,-,-,-,-
2020-2021,Evander Kane,SJS,F,20.0,395.0,48.0,35.0,88.0,378.0,17.0,28.0,302.0,48.0,433.0,136.0,203.0,28.0,First Line,56,1131.0333333333,22,19,29,1991-08-02,CAN,CAN,74,210,2009,1,4,4
2020-2021,Evgeni Malkin,PIT,F,60.0,317.0,17.0,,64.0,268.0,90.0,105.0,2.0,17.0,326.0,346.0,113.0,27.0,Second Line,33,585.45,8,8,34,1986-07-31,RUS,RUS,75,195,2004,1,2,2
2020-2021,Evgenii Dadonov,OTT,F,160.0,311.0,144.0,,113.0,320.0,179.0,81.0,119.0,226.0,64.0,373.0,,132.0,Second Line,55,856.83333333333,13,5,31,1989-03-12,RUS,RUS,71,189,2007,3,10,71
2020-2021,Evgeny Kuznetsov,WSH,F,132.0,389.0,95.0,,145.0,348.0,203.0,186.0,4.0,31.0,382.0,369.0,125.0,88.0,Second Line,41,679.45,9,13,28,1992-05-19,RUS,RUS,74,207,2010,1,26,26
2020-2021,Evgeny Svechnikov,DET,F,312.0,392.0,,,398.0,311.0,409.0,281.0,222.0,143.0,452.0,197.0,,347.0,Fourth Line,21,248.18333333333,3,3,23,1996-10-31,RUS,RUS,75,208,2015,1,19,19
2020-2021,Filip Chytil,NYR,F,116.0,301.0,257.0,,255.0,335.0,119.0,152.0,189.0,168.0,189.0,417.0,176.0,200.0,Fourth Line,42,555.45,8,8,20,1999-09-05,CZE,CZE,74,204,2017,1,21,21
2020-2021,Filip Forsberg,NSH,F,29.0,282.0,9.0,191.0,57.0,285.0,10.0,55.0,39.0,42.0,206.0,215.0,,31.0,First Line,39,713.36666666667,12,9,26,1994-08-13,SWE,SWE,73,205,2012,1,11,11
2020-2021,Filip Zadina,DET,F,301.0,404.0,182.0,,395.0,414.0,153.0,241.0,104.0,222.0,59.0,415.0,,182.0,Second Line,49,823.48333333333,6,8,20,1999-11-27,CZE,CZE,72,190,2018,1,6,6
2020-2021,Frank Vatrano,FLA,F,126.0,118.0,168.0,186.0,296.0,178.0,16.0,49.0,167.0,338.0,261.0,155.0,,119.0,Third Line,56,812.91666666667,18,3,26,1994-03-14,USA,USA,71,197,-,-,-,-
2020-2021,Frans Nielsen,DET,F,414.0,200.0,261.0,99.0,434.0,221.0,385.0,433.0,322.0,360.0,92.0,261.0,190.0,382.0,Fourth Line,29,351.91666666667,1,3,36,1984-04-24,DNK,DNK,73,186,2002,3,24,87
2020-2021,Frederick Gaudreau,PIT,F,279.0,12.0,,,89.0,14.0,394.0,399.0,418.0,311.0,181.0,335.0,131.0,389.0,Fourth Line,19,248.21666666667,2,3,27,1993-05-01,CAN,CAN,72,184,-,-,-,-
2020-2021,Gabriel Landeskog,COL,F,62.0,24.0,38.0,,31.0,13.0,73.0,32.0,17.0,87.0,342.0,193.0,29.0,24.0,First Line,54,1077.6833333333,20,12,27,1992-11-23,SWE,SWE,73,215,2011,1,2,2
2020-2021,Gabriel Vilardi,LAK,F,402.0,368.0,204.0,,381.0,363.0,416.0,270.0,260.0,321.0,7.0,425.0,167.0,292.0,Third Line,54,796.58333333333,10,7,21,1999-08-16,CAN,CAN,75,215,2017,1,11,11
2020-2021,Gaetan Haas,EDM,F,441.0,17.0,,147.0,445.0,54.0,420.0,420.0,240.0,426.0,87.0,170.0,146.0,430.0,Fourth Line,34,385.88333333333,2,1,28,1992-01-31,CHE,CHE,72,181,-,-,-,-
2020-2021,Garnet Hathaway,WSH,F,225.0,46.0,,6.0,207.0,63.0,317.0,266.0,429.0,284.0,127.0,10.0,,341.0,Fourth Line,56,690.71666666667,6,7,28,1991-11-23,USA,USA,75,208,-,-,-,-
2020-2021,Givani Smith,DET,F,338.0,376.0,,,429.0,282.0,282.0,355.0,60.0,255.0,277.0,46.0,,420.0,Fourth Line,16,169.41666666667,1,2,22,1998-02-28,CAN,CAN,74,214,2016,2,16,46
2020-2021,Ilya Mikheyev,TOR,F,64.0,271.0,,110.0,102.0,244.0,64.0,205.0,343.0,158.0,115.0,297.0,,191.0,Third Line,54,767.31666666667,7,6,25,1994-10-10,RUS,RUS,74,192,-,-,-,-
2020-2021,Isac Lundestrom,ANA,F,428.0,227.0,,114.0,388.0,293.0,412.0,393.0,110.0,432.0,445.0,412.0,161.0,379.0,Third Line,41,624.95,6,2,20,1999-11-06,SWE,SWE,72,193,2018,1,23,23
2020-2021,Ivan Barbashev,STL,F,243.0,329.0,,71.0,306.0,347.0,406.0,268.0,341.0,178.0,109.0,113.0,105.0,328.0,Fourth Line,38,507.41666666667,5,6,24,1995-12-14,RUS,RUS,73,195,2014,2,3,33
2020-2021,J.T. Compher,COL,F,295.0,16.0,151.0,92.0,178.0,37.0,390.0,286.0,355.0,306.0,133.0,338.0,102.0,211.0,Third Line,48,682.43333333333,10,5,25,1995-04-08,USA,USA,72,190,2013,2,5,35
2020-2021,J.T. Miller,VAN,F,141.0,401.0,56.0,158.0,91.0,401.0,271.0,175.0,57.0,49.0,412.0,169.0,33.0,58.0,First Line,53,1111.1666666667,15,19,27,1993-03-14,USA,USA,73,218,2011,1,15,15
2020-2021,Jack Eichel,BUF,F,153.0,85.0,47.0,,159.0,57.0,51.0,182.0,51.0,91.0,31.0,340.0,91.0,17.0,First Line,21,430.46666666667,2,5,23,1996-10-28,USA,USA,74,207,2015,1,2,2
2020-2021,Jack Hughes,NJD,F,170.0,336.0,187.0,,180.0,272.0,144.0,285.0,55.0,148.0,23.0,448.0,147.0,187.0,First Line,56,1067.5333333333,11,14,19,2001-05-14,USA,USA,71,175,2019,1,1,1
2020-2021,Jack Roslovic,CBJ,F,252.0,381.0,221.0,,243.0,334.0,283.0,255.0,41.0,198.0,132.0,314.0,200.0,190.0,Second Line,48,811.31666666667,12,7,23,1997-01-29,USA,USA,73,200,2015,1,25,25
2020-2021,Jack Studnicka,BOS,F,418.0,169.0,,,449.0,305.0,270.0,423.0,115.0,414.0,56.0,414.0,163.0,408.0,Fourth Line,20,255.0,1,1,21,1999-02-18,CAN,CAN,73,187,2017,2,22,53
2020-2021,Jaden Schwartz,STL,F,204.0,80.0,123.0,,177.0,113.0,205.0,197.0,226.0,141.0,158.0,292.0,,120.0,Second Line,40,708.13333333333,8,6,28,1992-06-25,CAN,CAN,70,185,2010,1,14,14
2020-2021,Jake DeBrusk,BOS,F,147.0,105.0,138.0,,206.0,117.0,65.0,123.0,34.0,233.0,55.0,322.0,,154.0,Third Line,41,610.46666666667,5,5,23,1996-10-17,CAN,CAN,72,197,2015,1,14,14
2020-2021,Jake Evans,MTL,F,293.0,31.0,,117.0,299.0,41.0,341.0,434.0,307.0,236.0,81.0,89.0,152.0,368.0,Fourth Line,47,556.25,3,6,24,1996-06-02,CAN,CAN,72,186,2014,7,27,207
2020-2021,Jake Guentzel,PIT,F,43.0,211.0,46.0,,36.0,229.0,97.0,27.0,3.0,33.0,95.0,305.0,,18.0,First Line,56,1134.9666666667,23,20,25,1994-10-06,USA,USA,71,180,2013,3,16,77
2020-2021,Jake Virtanen,VAN,F,242.0,418.0,231.0,,305.0,434.0,104.0,154.0,299.0,320.0,300.0,68.0,,261.0,Fourth Line,38,465.6,5,0,24,1996-08-17,CAN,CAN,73,226,2014,1,6,6
2020-2021,Jakob Silfverberg,ANA,F,236.0,252.0,121.0,95.0,285.0,328.0,157.0,188.0,225.0,299.0,307.0,406.0,,147.0,Second Line,47,796.35,8,3,29,1990-10-13,SWE,SWE,73,207,2009,2,9,39
2020-2021,Jakub Voracek,PHI,F,78.0,280.0,44.0,,127.0,218.0,188.0,291.0,52.0,14.0,37.0,437.0,,89.0,Second Line,53,896.6,9,18,31,1989-08-15,CZE,CZE,74,216,2007,1,7,7
2020-2021,Jakub Vrana,"DET, WSH",F,40.0,391.0,77.0,,168.0,322.0,50.0,29.0,63.0,46.0,235.0,360.0,,93.0,Third Line,50,750.35,19,11,24,1996-02-28,CZE,CZE,72,190,2014,1,13,13
2020-2021,James Neal,EDM,F,287.0,277.0,82.0,,323.0,191.0,83.0,133.0,29.0,319.0,331.0,192.0,,202.0,Fourth Line,29,351.01666666667,5,3,32,1987-09-03,CAN,CAN,75,212,2005,2,3,33
2020-2021,James van Riemsdyk,PHI,F,107.0,128.0,96.0,,142.0,85.0,68.0,46.0,102.0,113.0,270.0,362.0,,86.0,Second Line,56,926.45,17,11,31,1989-05-04,USA,USA,75,208,2007,1,2,2
2020-2021,Jamie Benn,DAL,F,93.0,68.0,70.0,,67.0,69.0,94.0,121.0,28.0,105.0,346.0,129.0,36.0,84.0,Second Line,52,924.75,11,14,31,1989-07-18,CAN,CAN,74,205,2007,5,8,129
2020-2021,Janne Kuokkanen,NJD,F,283.0,265.0,206.0,,236.0,281.0,401.0,304.0,290.0,225.0,191.0,446.0,,259.0,Third Line,50,738.71666666667,8,9,22,1998-05-25,FIN,FIN,73,193,2016,2,13,43
2020-2021,Jansen Harkins,WPG,F,432.0,314.0,,,432.0,269.0,410.0,418.0,349.0,381.0,72.0,349.0,,441.0,Fringe,26,217.83333333333,1,1,23,1997-05-23,USA,USA,73,182,2015,2,17,47
2020-2021,Jared McCann,PIT,F,74.0,40.0,104.0,197.0,233.0,34.0,59.0,83.0,140.0,82.0,18.0,210.0,97.0,112.0,Third Line,43,606.9,14,12,24,1996-05-31,CAN,CAN,73,191,2014,1,24,24
2020-2021,Jaret Anderson-Dolan,LAK,F,426.0,449.0,,,410.0,451.0,423.0,292.0,258.0,422.0,405.0,134.0,168.0,315.0,Third Line,34,459.33333333333,7,2,20,1999-09-12,CAN,CAN,71,200,2017,2,10,41
2020-2021,Jason Dickinson,DAL,F,345.0,10.0,,36.0,164.0,24.0,377.0,380.0,362.0,387.0,48.0,153.0,108.0,273.0,Second Line,51,825.9,7,4,25,1995-07-04,CAN,CAN,74,200,2013,1,29,29
2020-2021,Jason Robertson,DAL,F,10.0,124.0,198.0,,68.0,33.0,88.0,110.0,30.0,11.0,396.0,381.0,,74.0,Second Line,51,861.21666666667,17,21,21,1999-07-22,USA,USA,75,200,2017,2,8,39
2020-2021,Jason Spezza,TOR,F,55.0,275.0,11.0,180.0,203.0,164.0,143.0,170.0,103.0,16.0,290.0,377.0,12.0,233.0,Fourth Line,54,595.56666666667,10,15,37,1983-06-13,CAN,CAN,75,219,2001,1,2,2
2020-2021,Jason Zucker,PIT,F,233.0,184.0,105.0,,275.0,198.0,187.0,124.0,27.0,182.0,177.0,174.0,,143.0,Second Line,38,596.13333333333,9,6,28,1992-01-16,USA,USA,71,192,2010,2,29,59
2020-2021,Jay Beagle,VAN,F,375.0,432.0,,87.0,351.0,446.0,448.0,441.0,454.0,356.0,253.0,140.0,6.0,434.0,Fourth Line,30,375.56666666667,1,3,34,1985-10-16,CAN,CAN,75,210,-,-,-,-
2020-2021,Jayce Hawryluk,VAN,F,350.0,327.0,,,319.0,324.0,429.0,361.0,285.0,210.0,262.0,42.0,,415.0,Fourth Line,30,289.21666666667,2,3,24,1996-01-01,CAN,CAN,71,196,2014,2,2,32
2020-2021,Jean-Gabriel Pageau,NYI,F,311.0,154.0,217.0,56.0,237.0,307.0,294.0,148.0,422.0,289.0,103.0,125.0,13.0,122.0,Second Line,54,906.66666666667,14,8,27,1992-11-11,CAN,CAN,71,185,2011,4,5,96
2020-2021,Jeff Carter,"LAK, PIT",F,76.0,325.0,100.0,88.0,215.0,297.0,25.0,80.0,223.0,175.0,438.0,280.0,63.0,106.0,Second Line,54,894.51666666667,17,8,35,1985-01-01,CAN,CAN,75,219,2003,1,11,11
2020-2021,Jeff Skinner,BUF,F,140.0,261.0,165.0,,249.0,202.0,28.0,122.0,132.0,322.0,5.0,395.0,208.0,169.0,Third Line,53,769.7,7,4,28,1992-05-16,CAN,CAN,71,197,2010,1,7,7
2020-2021,Jesper Boqvist,NJD,F,422.0,385.0,,,435.0,413.0,262.0,290.0,396.0,440.0,68.0,231.0,,403.0,Fourth Line,28,312.33333333333,4,2,21,1998-10-30,SWE,SWE,72,180,2017,2,5,36
2020-2021,Jesper Bratt,NJD,F,82.0,245.0,134.0,,115.0,233.0,137.0,214.0,117.0,67.0,61.0,341.0,,135.0,Second Line,46,739.5,7,11,22,1998-07-30,SWE,SWE,70,175,2016,6,11,162
2020-2021,Jesper Fast,CAR,F,381.0,193.0,249.0,60.0,134.0,169.0,447.0,353.0,259.0,380.0,238.0,123.0,,286.0,Third Line,46,703.65,6,5,28,1991-12-02,SWE,SWE,73,191,2010,6,7,157
2020-2021,Jesperi Kotkaniemi,MTL,F,240.0,99.0,146.0,,97.0,125.0,241.0,334.0,85.0,300.0,208.0,151.0,114.0,280.0,Third Line,56,828.61666666667,5,9,20,2000-07-06,FIN,FIN,74,201,2018,1,3,3
2020-2021,Jesse Puljujarvi,EDM,F,298.0,264.0,246.0,,185.0,274.0,207.0,215.0,201.0,374.0,279.0,146.0,,269.0,Third Line,55,832.05,15,5,22,1998-05-07,SWE,FIN,76,201,2016,1,4,4
2020-2021,Jimmy Vesey,"TOR, VAN",F,355.0,353.0,283.0,55.0,365.0,352.0,304.0,297.0,254.0,371.0,112.0,279.0,,338.0,Fourth Line,50,635.41666666667,5,4,27,1993-05-26,USA,USA,75,202,2012,3,5,66
2020-2021,Joakim Nordstrom,CGY,F,408.0,57.0,,23.0,376.0,119.0,347.0,432.0,373.0,437.0,155.0,62.0,,405.0,Fourth Line,44,508.46666666667,1,1,28,1992-02-25,SWE,SWE,73,194,2010,3,30,90
2020-2021,Joe Pavelski,DAL,F,180.0,15.0,51.0,,49.0,15.0,151.0,41.0,81.0,169.0,114.0,276.0,45.0,61.0,First Line,56,1065.2333333333,25,14,36,1984-07-11,USA,USA,71,200,2003,7,8,205
2020-2021,Joe Thornton,TOR,F,306.0,152.0,54.0,,46.0,71.0,441.0,407.0,66.0,110.0,336.0,356.0,184.0,279.0,Third Line,44,603.68333333333,5,8,41,1979-07-02,CAN,CAN,76,220,1997,1,1,1
2020-2021,Joel Armia,MTL,F,110.0,196.0,253.0,75.0,81.0,141.0,103.0,194.0,159.0,237.0,62.0,84.0,,183.0,Third Line,41,602.96666666667,7,5,27,1993-05-31,FIN,FIN,75,216,2011,1,16,16
2020-2021,Joel Eriksson Ek,MIN,F,149.0,29.0,244.0,16.0,252.0,16.0,194.0,160.0,344.0,173.0,70.0,122.0,116.0,164.0,Second Line,56,955.48333333333,19,9,23,1997-01-29,SWE,SWE,75,207,2015,1,20,20
2020-2021,Joel Farabee,PHI,F,113.0,217.0,190.0,153.0,308.0,196.0,176.0,108.0,143.0,140.0,364.0,303.0,,162.0,Second Line,55,881.0,20,12,20,2000-02-25,USA,USA,72,183,2018,1,14,14
2020-2021,Joel Kiviranta,DAL,F,285.0,27.0,,,316.0,39.0,344.0,100.0,7.0,224.0,413.0,109.0,,282.0,Fourth Line,26,316.51666666667,6,4,24,1996-03-23,FIN,FIN,71,185,-,-,-,-
2020-2021,Johan Larsson,ARI,F,423.0,69.0,,86.0,362.0,104.0,430.0,381.0,420.0,417.0,135.0,139.0,82.0,357.0,Third Line,52,726.91666666667,8,2,28,1992-07-25,SWE,SWE,71,206,2010,2,26,56
2020-2021,John Hayden,ARI,F,435.0,92.0,,,439.0,276.0,395.0,430.0,365.0,421.0,439.0,13.0,,435.0,Fourth Line,29,284.6,2,2,25,1995-02-14,USA,USA,75,223,2013,3,13,74
2020-2021,John Leonard,SJS,F,115.0,130.0,,,284.0,182.0,210.0,405.0,172.0,89.0,323.0,316.0,,362.0,Fourth Line,44,494.85,3,7,22,1998-08-07,USA,USA,71,196,2018,6,27,182
2020-2021,John Tavares,TOR,F,18.0,339.0,19.0,,26.0,300.0,26.0,18.0,144.0,23.0,110.0,337.0,14.0,22.0,First Line,56,1019.0333333333,19,18,29,1990-09-20,CAN,CAN,73,216,2009,1,1,1
2020-2021,Johnny Gaudreau,CGY,F,75.0,412.0,37.0,,98.0,247.0,117.0,109.0,69.0,21.0,16.0,454.0,,49.0,First Line,56,1031.15,19,22,27,1993-08-13,USA,USA,69,165,2011,4,13,104
2020-2021,Jonathan Drouin,MTL,F,151.0,358.0,131.0,,82.0,258.0,206.0,345.0,88.0,83.0,353.0,274.0,,185.0,Second Line,44,707.95,2,12,25,1995-03-28,CAN,CAN,71,198,2013,1,3,3
2020-2021,Jonathan Huberdeau,FLA,F,52.0,307.0,39.0,,122.0,187.0,170.0,96.0,43.0,7.0,74.0,317.0,,25.0,First Line,55,1012.5666666667,20,22,27,1993-06-04,CAN,CAN,73,200,2011,1,3,3
2020-2021,Jonathan Marchessault,VGK,F,8.0,355.0,24.0,,16.0,284.0,8.0,44.0,116.0,28.0,276.0,245.0,214.0,40.0,Second Line,55,958.3,18,17,29,1990-12-27,CAN,CAN,69,183,-,-,-,-
2020-2021,Joonas Donskoi,COL,F,96.0,159.0,214.0,167.0,53.0,235.0,243.0,58.0,112.0,154.0,141.0,416.0,,158.0,Third Line,51,741.5,17,9,28,1992-04-13,FIN,FIN,72,185,2010,4,9,99
2020-2021,Jordan Eberle,NYI,F,70.0,213.0,126.0,,13.0,234.0,114.0,92.0,100.0,254.0,120.0,372.0,,110.0,Second Line,55,921.53333333333,16,9,30,1990-05-15,CAN,CAN,71,190,2008,1,22,22
2020-2021,Jordan Greenway,MIN,F,171.0,58.0,,120.0,283.0,55.0,339.0,391.0,310.0,74.0,406.0,157.0,,226.0,Second Line,56,884.5,6,15,23,1997-02-16,USA,USA,78,231,2015,2,20,50
2020-2021,Jordan Kyrou,STL,F,87.0,207.0,264.0,,151.0,241.0,169.0,190.0,98.0,69.0,187.0,435.0,,224.0,Third Line,55,793.31666666667,14,16,22,1998-05-05,CAN,CAN,73,196,2016,2,5,35
2020-2021,Jordan Martinook,CAR,F,191.0,70.0,,2.0,167.0,73.0,274.0,351.0,123.0,135.0,392.0,65.0,180.0,324.0,Fourth Line,44,561.3,4,6,28,1992-07-25,CAN,CAN,72,196,2012,2,28,58
2020-2021,Jordan Staal,CAR,F,112.0,208.0,110.0,15.0,22.0,118.0,255.0,177.0,335.0,217.0,402.0,92.0,5.0,131.0,First Line,53,979.73333333333,16,10,31,1988-09-10,CAN,CAN,76,220,2006,1,2,2
2020-2021,Josh Anderson,MTL,F,169.0,167.0,229.0,192.0,188.0,161.0,56.0,135.0,86.0,393.0,341.0,58.0,,163.0,Second Line,52,853.75,17,4,26,1994-05-07,CAN,CAN,75,218,2012,4,4,95
2020-2021,Josh Archibald,EDM,F,401.0,231.0,,94.0,416.0,296.0,372.0,253.0,390.0,363.0,272.0,21.0,,305.0,Third Line,52,704.31666666667,7,4,27,1992-10-06,CAN,CAN,70,176,2011,6,23,174
2020-2021,Josh Bailey,NYI,F,248.0,351.0,67.0,124.0,154.0,313.0,402.0,358.0,215.0,77.0,281.0,441.0,185.0,160.0,Second Line,54,945.23333333333,8,15,30,1989-10-02,CAN,CAN,73,200,2008,1,9,9
2020-2021,Josh Leivo,CGY,F,152.0,192.0,242.0,,108.0,98.0,125.0,169.0,158.0,296.0,101.0,273.0,,287.0,Fourth Line,38,408.48333333333,6,1,27,1993-05-26,CAN,CAN,74,192,2011,3,25,86
2020-2021,Josh Norris,OTT,F,317.0,365.0,196.0,,111.0,394.0,310.0,141.0,268.0,286.0,239.0,213.0,148.0,133.0,Second Line,56,922.23333333333,17,8,21,1999-05-05,USA,USA,74,195,2017,1,19,19
2020-2021,Juho Lammikko,FLA,F,416.0,197.0,,182.0,391.0,179.0,368.0,437.0,382.0,399.0,381.0,145.0,144.0,436.0,Fourth Line,44,476.56666666667,4,0,24,1996-01-29,FIN,FIN,74,191,2014,3,5,65
2020-2021,Jujhar Khaira,EDM,F,412.0,286.0,,81.0,443.0,265.0,381.0,415.0,410.0,355.0,380.0,17.0,196.0,390.0,Fourth Line,40,481.96666666667,3,3,26,1994-08-13,CAN,CAN,76,212,2012,3,2,63
2020-2021,Julien Gauthier,NYR,F,118.0,300.0,,,380.0,278.0,175.0,344.0,327.0,59.0,93.0,47.0,,392.0,Fourth Line,30,289.28333333333,2,5,22,1997-10-15,CAN,CAN,76,224,2016,1,21,21
2020-2021,Justin Dowling,DAL,F,339.0,62.0,,,339.0,42.0,353.0,426.0,281.0,252.0,426.0,240.0,135.0,424.0,Fourth Line,27,298.91666666667,1,3,29,1990-10-01,CAN,CAN,70,180,-,-,-,-
2020-2021,Kaapo Kakko,NYR,F,356.0,349.0,188.0,,272.0,380.0,224.0,273.0,202.0,349.0,100.0,426.0,,275.0,Third Line,48,688.68333333333,9,3,19,2001-02-13,FIN,FIN,74,206,2019,1,2,2
2020-2021,Kailer Yamamoto,EDM,F,117.0,313.0,,,103.0,399.0,379.0,111.0,271.0,65.0,269.0,204.0,,136.0,Second Line,52,850.63333333333,8,10,21,1998-09-29,USA,USA,68,153,2017,1,22,22
2020-2021,Karson Kuhlman,BOS,F,234.0,33.0,,,326.0,7.0,82.0,378.0,109.0,377.0,138.0,111.0,,388.0,Fourth Line,20,212.96666666667,2,0,24,1995-09-26,USA,USA,70,184,-,-,-,-
